Município,Ano,População
Itatiaiuçu,2021,11354
Itaú de Minas,2021,16286
Itaúna,2021,94455
Itaverava,2021,5321
Itinga,2021,15053
Itueta,2021,6074
Ituiutaba,2021,105818
Itumirim,2021,5978
Iturama,2021,40101
Itutinga,2021,3749
Jaboticatubas,2021,20683
Jacinto,2021,12320
Jacuí,2021,7695
Jacutinga,2021,26538
Jaguaraçu,2021,3151
Jaíba,2021,39850
Jampruca,2021,5453
Janaúba,2021,72374
Januária,2021,67958
Japaraíba,2021,4418
Japonvar,2021,7991
Jeceaba,2021,4795
Jenipapo de Minas,2021,7781
Jequeri,2021,12246
Jequitaí,2021,7407
Jequitibá,2021,5203
Jequitinhonha,2021,25555
Jesuânia,2021,4774
Joaíma,2021,15476
Joanésia,2021,4382
João Monlevade,2021,80903
João Pinheiro,2021,47990
Joaquim Felício,2021,4757
Jordânia,2021,10872
José Gonçalves de Minas,2021,4474
José Raydan,2021,5104
Josenópolis,2021,4911
Nova União,2021,5739
Juatuba,2021,27823
Juiz de Fora,2021,577532
Juramento,2021,4359
Juruaia,2021,10795
Juvenília,2021,5706
Ladainha,2021,18272
Lagamar,2021,7588
Lagoa da Prata,2021,53236
Lagoa dos Patos,2021,4062
Lagoa Dourada,2021,13115
Lagoa Formosa,2021,18168
Lagoa Grande,2021,9681
Lagoa Santa,2021,66744
Lajinha,2021,19914
Lambari,2021,20995
Lamim,2021,3366
Laranjal,2021,6856
Lassance,2021,6494
Lavras,2021,105756
Leandro Ferreira,2021,3222
Leme do Prado,2021,4923
Leopoldina,2021,52690
Liberdade,2021,4994
Lima Duarte,2021,16749
Limeira do Oeste,2021,7640
Lontra,2021,9766
Luisburgo,2021,6249
Luislândia,2021,6735
Luminárias,2021,5431
Luz,2021,18297
Machacalis,2021,7112
Machado,2021,42682
Madre de Deus de Minas,2021,5119
Malacacheta,2021,18556
Mamonas,2021,6565
Manga,2021,18051
Manhuaçu,2021,92074
Manhumirim,2021,22894
Mantena,2021,27651
Maravilhas,2021,8113
Mar de Espanha,2021,12985
Maria da Fé,2021,14019
Mariana,2021,61830
Marilac,2021,4079
Mário Campos,2021,15814
Maripá de Minas,2021,3000
Marliéria,2021,4030
Marmelópolis,2021,2701
Martinho Campos,2021,13497
Martins Soares,2021,8640
Mata Verde,2021,8700
Materlândia,2021,4415
Mateus Leme,2021,31631
Matias Barbosa,2021,14626
Matias Cardoso,2021,11360
Matipó,2021,19098
Mato Verde,2021,12367
Matozinhos,2021,38469
Matutina,2021,3733
Medeiros,2021,3861
Medina,2021,20701
Mendes Pimentel,2021,6446
Mercês,2021,10775
Mesquita,2021,5489
Minas Novas,2021,31509
Minduri,2021,3891
Mirabela,2021,13651
Miradouro,2021,10818
Miraí,2021,15205
Miravânia,2021,4939
Moeda,2021,4948
Moema,2021,7589
Monjolos,2021,2184
Monsenhor Paulo,2021,8764
Montalvânia,2021,14621
Monte Alegre de Minas,2021,21349
Monte Azul,2021,20544
Monte Belo,2021,13139
Monte Carmelo,2021,48049
Monte Formoso,2021,4939
Monte Santo de Minas,2021,21504
Montes Claros,2021,417478
Monte Sião,2021,24247
Montezuma,2021,8379
Morada Nova de Minas,2021,8955
Morro da Garça,2021,2413
Morro do Pilar,2021,3126
Munhoz,2021,5960
Muriaé,2021,109997
Mutum,2021,26945
Muzambinho,2021,20522
Nacip Raydan,2021,3221
Nanuque,2021,40583
Naque,2021,7104
Natalândia,2021,3306
Natércia,2021,4727
Nazareno,2021,8710
Nepomuceno,2021,26882
Ninheira,2021,10355
Nova Belém,2021,3067
Nova Era,2021,17524
Nova Lima,2021,97378
Nova Módica,2021,3548
Nova Ponte,2021,16046
Nova Porteirinha,2021,7493
Nova Resende,2021,16937
Nova Serrana,2021,108241
Novo Cruzeiro,2021,31339
Novo Oriente de Minas,2021,10800
Novorizonte,2021,5348
Olaria,2021,1694
Olhos-d'Água,2021,6243
Olímpio Noronha,2021,2829
Oliveira,2021,41987
Oliveira Fortes,2021,2128
Onça de Pitangui,2021,3155
Oratórios,2021,4671
Orizânia,2021,8138
Ouro Branco,2021,40220
Ouro Fino,2021,33938
Ouro Preto,2021,74824
Ouro Verde de Minas,2021,5895
Padre Carvalho,2021,6466
Padre Paraíso,2021,20346
Paineiras,2021,4440
Pains,2021,8308
Pai Pedro,2021,6098
Paiva,2021,1517
Palma,2021,6606
Palmópolis,2021,5196
Papagaios,2021,15922
Paracatu,2021,94539
Pará de Minas,2021,95616
Paraguaçu,2021,21693
Paraisópolis,2021,21353
Paraopeba,2021,24854
Passabém,2021,1619
Passa Quatro,2021,16439
Passa Tempo,2021,8031
Passa Vinte,2021,2024
Passos,2021,115970
Patis,2021,6031
Patos de Minas,2021,154641
Patrocínio,2021,92116
Patrocínio do Muriaé,2021,5744
Paula Cândido,2021,9597
Paulistas,2021,4794
Pavão,2021,8390
Peçanha,2021,17534
Pedra Azul,2021,24333
Pedra Bonita,2021,7157
Pedra do Anta,2021,2960
Pedra do Indaiá,2021,3977
Pedra Dourada,2021,2559
Pedralva,2021,11098
Pedras de Maria da Cruz,2021,12313
Pedrinópolis,2021,3651
Pedro Leopoldo,2021,65149
Pedro Teixeira,2021,1804
Pequeri,2021,3340
Pequi,2021,4457
Perdigão,2021,11994
Perdizes,2021,16469
Perdões,2021,21577
Periquito,2021,6738
Pescador,2021,4261
Piau,2021,2719
Piedade de Caratinga,2021,8832
Piedade de Ponte Nova,2021,4141
Piedade do Rio Grande,2021,4436
Piedade dos Gerais,2021,5034
Pimenta,2021,8715
Pingo-d'Água,2021,5029
Pintópolis,2021,7540
Piracema,2021,6386
Pirajuba,2021,6491
Piranga,2021,17641
Piranguçu,2021,5504
Piranguinho,2021,8683
Pirapetinga,2021,10791
Pirapora,2021,56845
Piraúba,2021,10732
Pitangui,2021,28433
Piumhi,2021,35137
Planura,2021,12445
Poço Fundo,2021,16900
Poços de Caldas,2021,169838
Pocrane,2021,8288
Pompéu,2021,32248
Ponte Nova,2021,60003
Ponto Chique,2021,4305
Ponto dos Volantes,2021,12235
Porteirinha,2021,37823
Porto Firme,2021,11414
Poté,2021,16675
Pouso Alegre,2021,154293
Pouso Alto,2021,5862
Prados,2021,9128
Prata,2021,28173
Pratápolis,2021,8530
Pratinha,2021,3658
Presidente Bernardes,2021,5315
Presidente Juscelino,2021,3572
Presidente Kubitschek,2021,3000
Presidente Olegário,2021,19680
Alto Jequitibá,2021,8286
Prudente de Morais,2021,10931
Quartel Geral,2021,3603
Queluzito,2021,1948
Raposos,2021,16501
Raul Soares,2021,23663
Recreio,2021,10522
Reduto,2021,7247
Resende Costa,2021,11578
Resplendor,2021,17396
Ressaquinha,2021,4826
Riachinho,2021,8132
Riacho dos Machados,2021,9471
Ribeirão das Neves,2021,341415
Ribeirão Vermelho,2021,4061
Rio Acima,2021,10524
Rio Casca,2021,13384
Rio Doce,2021,2630
Rio do Prado,2021,5117
Rio Espera,2021,5332
Rio Manso,2021,5924
Rio Novo,2021,8964
Rio Paranaíba,2021,12356
Rio Pardo de Minas,2021,31171
Rio Piracicaba,2021,14325
Rio Pomba,2021,18007
Rio Preto,2021,5493
Rio Vermelho,2021,12635
Ritápolis,2021,4521
Rochedo de Minas,2021,2335
Rodeiro,2021,8333
Romaria,2021,3507
Rosário da Limeira,2021,4648
Rubelita,2021,5609
Rubim,2021,10269
Sabará,2021,137877
Sabinópolis,2021,15364
Sacramento,2021,26556
Salinas,2021,41864
Salto da Divisa,2021,7014
Santa Bárbara,2021,31873
Santa Bárbara do Leste,2021,8212
Santa Bárbara do Monte Verde,2021,3212
Santa Bárbara do Tugúrio,2021,4385
Santa Cruz de Minas,2021,8723
Santa Cruz de Salinas,2021,4074
Santa Cruz do Escalvado,2021,4693
Santa Efigênia de Minas,2021,4354
Santa Fé de Minas,2021,3806
Santa Helena de Minas,2021,6406
Santa Juliana,2021,14497
Santa Luzia,2021,221705
Santa Margarida,2021,16393
Santa Maria de Itabira,2021,10867
Santa Maria do Salto,2021,5203
Santa Maria do Suaçuí,2021,14607
Santana da Vargem,2021,7047
Santana de Cataguases,2021,3909
Santana de Pirapama,2021,7538
Santana do Deserto,2021,3985
Santana do Garambéu,2021,2494
Santana do Jacaré,2021,4847
Santana do Manhuaçu,2021,8660
Santana do Paraíso,2021,36048
Santana do Riacho,2021,4334
Santana dos Montes,2021,3753
Santa Rita de Caldas,2021,8900
Santa Rita de Jacutinga,2021,4843
Santa Rita de Minas,2021,7322
Santa Rita de Ibitipoca,2021,3380
Santa Rita do Itueto,2021,5426
Santa Rita do Sapucaí,2021,44226
Santa Rosa da Serra,2021,3364
Santa Vitória,2021,19997
Santo Antônio do Amparo,2021,18697
Santo Antônio do Aventureiro,2021,3602
Santo Antônio do Grama,2021,3861
Santo Antônio do Itambé,2021,3763
Santo Antônio do Jacinto,2021,11570
Santo Antônio do Monte,2021,28603
Santo Antônio do Retiro,2021,7316
Santo Antônio do Rio Abaixo,2021,1756
Santo Hipólito,2021,3044
Santos Dumont,2021,46357
São Bento Abade,2021,5411
São Brás do Suaçuí,2021,3770
São Domingos das Dores,2021,5672
São Domingos do Prata,2021,17296
São Félix de Minas,2021,3354
São Francisco,2021,56625
São Francisco de Paula,2021,6512
São Francisco de Sales,2021,6309
São Francisco do Glória,2021,4758
São Geraldo,2021,12751
São Geraldo da Piedade,2021,3860
São Geraldo do Baixio,2021,4104
São Gonçalo do Abaeté,2021,8527
São Gonçalo do Pará,2021,12776
São Gonçalo do Rio Abaixo,2021,11114
São Gonçalo do Sapucaí,2021,25670
São Gotardo,2021,36084
São João Batista do Glória,2021,7541
São João da Lagoa,2021,4949
São João da Mata,2021,2743
São João da Ponte,2021,25033
São João das Missões,2021,13232
São João del Rei,2021,90897
São João do Manhuaçu,2021,11785
São João do Manteninha,2021,5975
São João do Oriente,2021,7393
São João do Pacuí,2021,4476
São João do Paraíso,2021,23797
São João Evangelista,2021,15761
São João Nepomuceno,2021,26530
São Joaquim de Bicas,2021,32696
São José da Barra,2021,7532
São José da Lapa,2021,24490
São José da Safira,2021,4291
São José da Varginha,2021,5151
São José do Alegre,2021,4222
São José do Divino,2021,3851
São José do Goiabal,2021,5356
São José do Jacuri,2021,6409
São José do Mantimento,2021,2821
São Lourenço,2021,46539
São Miguel do Anta,2021,6949
São Pedro da União,2021,4563
São Pedro dos Ferros,2021,7634
São Pedro do Suaçuí,2021,5160
São Romão,2021,12713
São Roque de Minas,2021,7100
São Sebastião da Bela Vista,2021,5598
São Sebastião da Vargem Alegre,2021,3039
São Sebastião do Anta,2021,6697
São Sebastião do Maranhão,2021,9884
São Sebastião do Oeste,2021,6948
São Sebastião do Paraíso,2021,71915
São Sebastião do Rio Preto,2021,1478
São Sebastião do Rio Verde,2021,2259
São Tiago,2021,10979
São Tomás de Aquino,2021,6980
São Tomé das Letras,2021,7151
São Vicente de Minas,2021,7876
Sapucaí-Mirim,2021,7045
Sardoá,2021,6421
Sarzedo,2021,34050
Setubinha,2021,12493
Sem-Peixe,2021,2579
Senador Amaral,2021,5365
Senador Cortes,2021,2001
Senador Firmino,2021,7902
Senador José Bento,2021,1422
Senador Modestino Gonçalves,2021,4056
Senhora de Oliveira,2021,5786
Senhora do Porto,2021,3516
Senhora dos Remédios,2021,10474
Sericita,2021,7340
Seritinga,2021,1857
Serra Azul de Minas,2021,4292
Serra da Saudade,2021,771
Serra dos Aimorés,2021,8725
Serra do Salitre,2021,11750
Serrania,2021,7667
Serranópolis de Minas,2021,4836
Serranos,2021,1949
Serro,2021,20915
Sete Lagoas,2021,243950
Silveirânia,2021,2267
Silvianópolis,2021,6258
Simão Pereira,2021,2621
Simonésia,2021,19834
Sobrália,2021,5476
Soledade de Minas,2021,6226
Tabuleiro,2021,3669
Taiobeiras,2021,34653
Taparuba,2021,3093
Tapira,2021,4890
Tapiraí,2021,1869
Taquaraçu de Minas,2021,4120
Tarumirim,2021,14280
Teixeiras,2021,11680
Teófilo Otoni,2021,141269
Timóteo,2021,91268
Tiradentes,2021,8160
Tiros,2021,6369
Tocantins,2021,16769
Tocos do Moji,2021,4117
Toledo,2021,6336
Tombos,2021,7683
Três Corações,2021,80561
Três Marias,2021,33062
Três Pontas,2021,57127
Tumiritinga,2021,6797
Tupaciguara,2021,25466
Turmalina,2021,20280
Turvolândia,2021,5099
Ubá,2021,117995
Ubaí,2021,12661
Ubaporanga,2021,12514
Uberaba,2021,340277
Uberlândia,2021,706597
Umburatiba,2021,2582
Unaí,2021,85461
União de Minas,2021,4265
Uruana de Minas,2021,3256
Urucânia,2021,10333
Urucuia,2021,17470
Vargem Alegre,2021,6460
Vargem Bonita,2021,2143
Vargem Grande do Rio Pardo,2021,5045
Varginha,2021,137608
Varjão de Minas,2021,7235
Várzea da Palma,2021,40101
Varzelândia,2021,19290
Vazante,2021,20692
Verdelândia,2021,9527
Veredinha,2021,5733
Veríssimo,2021,4090
Vermelho Novo,2021,4852
Vespasiano,2021,131849
Viçosa,2021,79910
Vieiras,2021,3570
Mathias Lobato,2021,3157
Virgem da Lapa,2021,13729
Virgínia,2021,8652
Virginópolis,2021,10459
Virgolândia,2021,5303
Visconde do Rio Branco,2021,43351
Volta Grande,2021,5270
Wenceslau Braz,2021,2543
