Município,Ano,População
São Sebastião do Maranhão,2017,10511
São Sebastião do Oeste,2017,6589
São Sebastião do Paraíso,2017,70533
São Sebastião do Rio Preto,2017,1582
São Sebastião do Rio Verde,2017,2249
São Tiago,2017,11073
São Tomás de Aquino,2017,7222
São Tomé das Letras,2017,7106
São Vicente de Minas,2017,7672
Sapucaí-Mirim,2017,6850
Sardoá,2017,6198
Sarzedo,2017,31037
Setubinha,2017,12060
Sem-Peixe,2017,2776
Senador Amaral,2017,5439
Senador Cortes,2017,2049
Senador Firmino,2017,7792
Senador José Bento,2017,1672
Senador Modestino Gonçalves,2017,4410
Senhora de Oliveira,2017,5892
Senhora do Porto,2017,3602
Senhora dos Remédios,2017,10622
Sericita,2017,7434
Seritinga,2017,1874
Serra Azul de Minas,2017,4372
Serra da Saudade,2017,812
Serra dos Aimorés,2017,8809
Serra do Salitre,2017,11491
Serrania,2017,7812
Serranópolis de Minas,2017,4769
Serranos,2017,2023
Serro,2017,21435
Sete Lagoas,2017,236228
Silveirânia,2017,2292
Silvianópolis,2017,6314
Simão Pereira,2017,2651
Simonésia,2017,19633
Sobrália,2017,5791
Soledade de Minas,2017,6131
Tabuleiro,2017,3963
Taiobeiras,2017,33824
Taparuba,2017,3196
Tapira,2017,4650
Tapiraí,2017,1921
Taquaraçu de Minas,2017,4075
Tarumirim,2017,14667
Teixeiras,2017,11836
Teófilo Otoni,2017,141934
Timóteo,2017,88931
Tiradentes,2017,7807
Tiros,2017,6795
Tocantins,2017,16766
Tocos do Moji,2017,4147
Toledo,2017,6232
Tombos,2017,8772
Três Corações,2017,78999
Três Marias,2017,31687
Três Pontas,2017,57097
Tumiritinga,2017,6739
Tupaciguara,2017,25538
Turmalina,2017,19762
Turvolândia,2017,5025
Ubá,2017,113300
Ubaí,2017,12531
Ubaporanga,2017,12622
Uberaba,2017,328272
Uberlândia,2017,676613
Umburatiba,2017,2709
Unaí,2017,83980
União de Minas,2017,4452
Uruana de Minas,2017,3338
Urucânia,2017,10589
Urucuia,2017,16095
Vargem Alegre,2017,6632
Vargem Bonita,2017,2209
Vargem Grande do Rio Pardo,2017,5032
Varginha,2017,134364
Varjão de Minas,2017,6947
Várzea da Palma,2017,39128
Varzelândia,2017,19723
Vazante,2017,20784
Verdelândia,2017,9220
Veredinha,2017,5798
Veríssimo,2017,3911
Vermelho Novo,2017,4905
Vespasiano,2017,122365
Viçosa,2017,78381
Vieiras,2017,3741
Mathias Lobato,2017,3342
Virgem da Lapa,2017,14043
Virgínia,2017,8870
Virginópolis,2017,10793
Virgolândia,2017,5613
Visconde do Rio Branco,2017,41932
Volta Grande,2017,5315
Wenceslau Braz,2017,2615
Abadia dos Dourados,2018,6972
Abaeté,2018,23223
Abre Campo,2018,13465
Acaiaca,2018,3994
Açucena,2018,9575
Água Boa,2018,13600
Água Comprida,2018,2005
Aguanil,2018,4448
Águas Formosas,2018,19166
Águas Vermelhas,2018,13477
Aimorés,2018,25193
Aiuruoca,2018,6032
Alagoa,2018,2683
Albertina,2018,3003
Além Paraíba,2018,35321
Alfenas,2018,79481
Alfredo Vasconcelos,2018,6831
Almenara,2018,41642
Alpercata,2018,7411
Alpinópolis,2018,19745
Alterosa,2018,14414
Alto Caparaó,2018,5799
Alto Rio Doce,2018,11146
Alvarenga,2018,3973
Alvinópolis,2018,15239
Alvorada de Minas,2018,3606
Amparo do Serra,2018,4751
Andradas,2018,40747
Cachoeira de Pajeú,2018,9382
Andrelândia,2018,12242
Angelândia,2018,8481
Antônio Carlos,2018,11432
Antônio Dias,2018,9363
Antônio Prado de Minas,2018,1609
Araçaí,2018,2341
Aracitaba,2018,2066
Araçuaí,2018,36705
Araguari,2018,116691
Arantina,2018,2804
Araponga,2018,8425
Araporã,2018,6804
Arapuá,2018,2833
Araújos,2018,9142
Araxá,2018,105083
Arceburgo,2018,10657
Arcos,2018,39793
Areado,2018,14955
Argirita,2018,2751
Aricanduva,2018,5191
Arinos,2018,17888
Astolfo Dutra,2018,14085
Ataléia,2018,13064
Augusto de Lima,2018,4888
Baependi,2018,19094
Baldim,2018,7851
Bambuí,2018,23757
Bandeira,2018,4825
Bandeira do Sul,2018,5713
Barão de Cocais,2018,32319
Barão de Monte Alto,2018,5443
Barbacena,2018,136392
Barra Longa,2018,5250
Barroso,2018,20720
Bela Vista de Minas,2018,10248
Belmiro Braga,2018,3433
Belo Horizonte,2018,2501576
Belo Oriente,2018,26396
Belo Vale,2018,7710
Berilo,2018,11995
Bertópolis,2018,4602
Berizal,2018,4705
Betim,2018,432575
Bias Fortes,2018,3430
Bicas,2018,14431
Biquinhas,2018,2532
Boa Esperança,2018,40031
Bocaina de Minas,2018,5091
Bocaiúva,2018,49942
Bom Despacho,2018,50166
Bom Jardim de Minas,2018,6489
Bom Jesus da Penha,2018,4190
Bom Jesus do Amparo,2018,6031
Bom Jesus do Galho,2018,15010
Bom Repouso,2018,10558
Bom Sucesso,2018,17598
Bonfim,2018,6876
Bonfinópolis de Minas,2018,5544
Bonito de Minas,2018,11088
Borda da Mata,2018,19202
Botelhos,2018,14995
Botumirim,2018,6350
Brasilândia de Minas,2018,16321
Brasília de Minas,2018,32288
Brás Pires,2018,4374
Braúnas,2018,4835
Brazópolis,2018,14508
Brumadinho,2018,39520
Bueno Brandão,2018,11010
Buenópolis,2018,10377
Bugre,2018,4074
Buritis,2018,24663
Buritizeiro,2018,27988
Cabeceira Grande,2018,6909
Cabo Verde,2018,14075
Cachoeira da Prata,2018,3616
Cachoeira de Minas,2018,11514
Cachoeira Dourada,2018,2677
Caetanópolis,2018,11495
Caeté,2018,44377
Caiana,2018,5450
Cajuri,2018,4002
Caldas,2018,14417
Camacho,2018,2934
Camanducaia,2018,21738
Cambuí,2018,29278
Cambuquira,2018,12816
Campanário,2018,3711
Campanha,2018,16565
Campestre,2018,21056
Campina Verde,2018,19738
Campo Azul,2018,3810
Campo Belo,2018,53866
Campo do Meio,2018,11658
Campo Florido,2018,8029
Campos Altos,2018,15356
Campos Gerais,2018,28703
Canaã,2018,4579
Canápolis,2018,12025
Cana Verde,2018,5612
Candeias,2018,14883
Cantagalo,2018,4498
Caparaó,2018,5424
Capela Nova,2018,4673
Capelinha,2018,37856
Capetinga,2018,6952
Capim Branco,2018,9679
Capinópolis,2018,16109
Capitão Andrade,2018,5420
Capitão Enéas,2018,15153
Capitólio,2018,8601
Caputira,2018,9287
Caraí,2018,23586
Caranaíba,2018,3200
Carandaí,2018,25327
Carangola,2018,32988
Caratinga,2018,91503
Carbonita,2018,9396
Careaçu,2018,6721
Carlos Chagas,2018,19007
Carmésia,2018,2617
Carmo da Cachoeira,2018,12158
Carmo da Mata,2018,11439
Carmo de Minas,2018,14769
Carmo do Cajuru,2018,22257
Carmo do Paranaíba,2018,30324
Carmo do Rio Claro,2018,21180
Carmópolis de Minas,2018,19144
Carneirinho,2018,9986
Carrancas,2018,4044
Carvalhópolis,2018,3560
Carvalhos,2018,4495
Casa Grande,2018,2260
Cascalho Rico,2018,3057
Cássia,2018,17739
Conceição da Barra de Minas,2018,3962
Cataguases,2018,74691
Catas Altas,2018,5330
Catas Altas da Noruega,2018,3629
Catuji,2018,6366
Catuti,2018,5008
Caxambu,2018,21703
Cedro do Abaeté,2018,1171
Central de Minas,2018,7017
Centralina,2018,10425
Chácara,2018,3121
Chalé,2018,5709
Chapada do Norte,2018,15368
Chapada Gaúcha,2018,13397
Chiador,2018,2702
Cipotânea,2018,6774
Claraval,2018,4810
Claro dos Poções,2018,7590
Cláudio,2018,28366
Coimbra,2018,7517
Coluna,2018,8907
Comendador Gomes,2018,3103
Comercinho,2018,7090
Conceição da Aparecida,2018,10261
Conceição das Pedras,2018,2811
Conceição das Alagoas,2018,27425
Conceição de Ipanema,2018,4570
Conceição do Mato Dentro,2018,17641
Conceição do Pará,2018,5480
Conceição do Rio Verde,2018,13590
Conceição dos Ouros,2018,11525
Cônego Marinho,2018,7595
Confins,2018,6657
Congonhal,2018,11813
Congonhas,2018,54196
Congonhas do Norte,2018,5044
Conquista,2018,6908
Conselheiro Lafaiete,2018,127539
Conselheiro Pena,2018,22892
Consolação,2018,1782
Contagem,2018,659070
Coqueiral,2018,9191
Coração de Jesus,2018,26592
Cordisburgo,2018,8883
Cordislândia,2018,3534
Corinto,2018,23797
Coroaci,2018,10040
Coromandel,2018,27982
Coronel Fabriciano,2018,109405
Coronel Murta,2018,9228
Coronel Pacheco,2018,3080
Coronel Xavier Chaves,2018,3426
Córrego Danta,2018,3241
Córrego do Bom Jesus,2018,3714
Córrego Fundo,2018,6290
Córrego Novo,2018,2814
Couto de Magalhães de Minas,2018,4396
Crisólita,2018,6646
Cristais,2018,12660
Cristália,2018,5960
Cristiano Otoni,2018,5145
Cristina,2018,10258
Crucilândia,2018,5014
Cruzeiro da Fortaleza,2018,4134
Cruzília,2018,15358
Cuparaque,2018,4960
Curral de Dentro,2018,7656
Curvelo,2018,79625
Datas,2018,5399
Delfim Moreira,2018,8035
Delfinópolis,2018,7098
Delta,2018,10291
Descoberto,2018,4996
Desterro de Entre Rios,2018,7232
Desterro do Melo,2018,2919
Diamantina,2018,47617
Diogo de Vasconcelos,2018,3814
Dionísio,2018,7852
Divinésia,2018,3411
Divino,2018,19884
Divino das Laranjeiras,2018,4984
Divinolândia de Minas,2018,7527
Divinópolis,2018,235977
Divisa Alegre,2018,6702
Divisa Nova,2018,5996
Divisópolis,2018,10820
Dom Bosco,2018,3699
Dom Cavati,2018,5097
Dom Joaquim,2018,4482
Dom Silvério,2018,5243
Dom Viçoso,2018,3007
Dona Euzébia,2018,6523
Dores de Campos,2018,10081
Dores de Guanhães,2018,5185
Dores do Indaiá,2018,13541
Dores do Turvo,2018,4289
Doresópolis,2018,1521
Douradoquara,2018,1905
Durandé,2018,7811
Elói Mendes,2018,27823
Engenheiro Caldas,2018,11064
Engenheiro Navarro,2018,7244
Entre Folhas,2018,5362
Entre Rios de Minas,2018,15214
Ervália,2018,18829
Esmeraldas,2018,70200
Espera Feliz,2018,24773
Espinosa,2018,31624
Espírito Santo do Dourado,2018,4673
Estiva,2018,11321
Estrela Dalva,2018,2361
Estrela do Indaiá,2018,3508
Estrela do Sul,2018,7936
Eugenópolis,2018,11218
Ewbank da Câmara,2018,3904
Extrema,2018,35474
Fama,2018,2379
Faria Lemos,2018,3262
Felício dos Santos,2018,4804
São Gonçalo do Rio Preto,2018,3161
Felisburgo,2018,7409
Felixlândia,2018,15235
Fernandes Tourinho,2018,3394
Ferros,2018,9949
Fervedouro,2018,10957
Florestal,2018,7386
Formiga,2018,67540
Formoso,2018,9431
Fortaleza de Minas,2018,4387
Fortuna de Minas,2018,2927
Francisco Badaró,2018,10343
Francisco Dumont,2018,5187
Francisco Sá,2018,26181
Franciscópolis,2018,5446
Frei Gaspar,2018,5891
Frei Inocêncio,2018,9555
Frei Lagonegro,2018,3469
Fronteira,2018,17701
Fronteira dos Vales,2018,4601
Fruta de Leite,2018,5441
Frutal,2018,58962
Funilândia,2018,4304
Galiléia,2018,6844
Gameleiras,2018,5122
Glaucilândia,2018,3136
Goiabeira,2018,3328
Goianá,2018,3940
Gonçalves,2018,4345
Gonzaga,2018,6145
Gouveia,2018,11833
Governador Valadares,2018,278685
Grão Mogol,2018,15779
Grupiara,2018,1389
Guanhães,2018,34057
Guapé,2018,14233
Guaraciaba,2018,10333
Guaraciama,2018,4954
Guaranésia,2018,19025
Guarani,2018,8903
Guarará,2018,3818
Guarda-Mor,2018,6591
Guaxupé,2018,51750
Guidoval,2018,7105
Guimarânia,2018,7971
Guiricema,2018,8442
Gurinhatã,2018,5704
Heliodora,2018,6524
Iapu,2018,10867
Ibertioga,2018,5033
Ibiá,2018,25035
Ibiaí,2018,8351
Ibiracatu,2018,5975
Ibiraci,2018,13687
Ibirité,2018,179015
Ibitiúra de Minas,2018,3483
Ibituruna,2018,2982
Icaraí de Minas,2018,11879
Igarapé,2018,42246
Igaratinga,2018,10709
Iguatama,2018,7971
Ijaci,2018,6488
Ilicínea,2018,12303
Imbé de Minas,2018,6865
Inconfidentes,2018,7297
Indaiabira,2018,7363
Indianópolis,2018,6829
Ingaí,2018,2757
Inhapim,2018,24204
Inhaúma,2018,6228
Inimutaba,2018,7467
Ipaba,2018,18438
Ipanema,2018,19717
Ipatinga,2018,261344
Ipiaçu,2018,4217
Ipuiúna,2018,10039
Iraí de Minas,2018,6944
Itabira,2018,119186
Itabirinha,2018,11446
Itabirito,2018,51281
Itacambira,2018,5353
Itacarambi,2018,18142
Itaguara,2018,13278
Itaipé,2018,12681
Itajubá,2018,96389
Itamarandiba,2018,34527
Itamarati de Minas,2018,4333
Itambacuri,2018,23212
Itambé do Mato Dentro,2018,2107
Itamogi,2018,10229
Itamonte,2018,15440
Itanhandu,2018,15236
Itanhomi,2018,12212
Itaobim,2018,21096
Itapagipe,2018,15102
Itapecerica,2018,21763
Itapeva,2018,9682
Itatiaiuçu,2018,11037
Itaú de Minas,2018,16014
Itaúna,2018,92561
Itaverava,2018,5470
Itinga,2018,14956
Itueta,2018,6039
Ituiutaba,2018,104067
Itumirim,2018,6048
Iturama,2018,38822
Itutinga,2018,3809
Jaboticatubas,2018,19858
Jacinto,2018,12329
Jacuí,2018,7681
Jacutinga,2018,25684
Jaguaraçu,2018,3124
Jaíba,2018,38413
Jampruca,2018,5378
Janaúba,2018,71265
Januária,2018,67628
Japaraíba,2018,4314
Japonvar,2018,8556
Jeceaba,2018,4973
Jenipapo de Minas,2018,7645
Jequeri,2018,12460
Jequitaí,2018,7597
Jequitibá,2018,5215
Jequitinhonha,2018,25305
Jesuânia,2018,4795
Joaíma,2018,15410
Joanésia,2018,4674
João Monlevade,2018,79387
João Pinheiro,2018,48561
Joaquim Felício,2018,4662
Jordânia,2018,10780
José Gonçalves de Minas,2018,4516
José Raydan,2018,4938
Josenópolis,2018,4844
Nova União,2018,5718
Juatuba,2018,26484
Juiz de Fora,2018,564310
Juramento,2018,4316
Juruaia,2018,10441
Juvenília,2018,5733
Ladainha,2018,18026
Lagamar,2018,7627
Lagoa da Prata,2018,51601
Lagoa dos Patos,2018,4124
Lagoa Dourada,2018,12953
Lagoa Formosa,2018,17991
Lagoa Grande,2018,9454
Lagoa Santa,2018,63359
Lajinha,2018,19928
Lambari,2018,20719
Lamim,2018,3404
Laranjal,2018,6786
Lassance,2018,6522
Lavras,2018,102728
Leandro Ferreira,2018,3233
Leme do Prado,2018,4915
Leopoldina,2018,52532
Liberdade,2018,5109
Lima Duarte,2018,16671
Limeira do Oeste,2018,7481
Lontra,2018,9008
Luisburgo,2018,6275
Luislândia,2018,6680
Luminárias,2018,5454
Luz,2018,18172
Machacalis,2018,7110
Machado,2018,41844
Madre de Deus de Minas,2018,5087
Malacacheta,2018,18700
Mamonas,2018,6532
Manga,2018,18594
Manhuaçu,2018,89256
Manhumirim,2018,22608
Mantena,2018,27640
Maravilhas,2018,7904
Mar de Espanha,2018,12725
Maria da Fé,2018,14136
Mariana,2018,60142
Marilac,2018,4134
Mário Campos,2018,15207
Maripá de Minas,2018,2959
Marliéria,2018,4044
Marmelópolis,2018,2784
Martinho Campos,2018,13330
Martins Soares,2018,8299
Mata Verde,2018,8526
Materlândia,2018,4482
Mateus Leme,2018,30798
Matias Barbosa,2018,14385
Matias Cardoso,2018,11050
Matipó,2018,18808
Mato Verde,2018,12508
Matozinhos,2018,37473
Matutina,2018,3758
Medeiros,2018,3771
Medina,2018,20882
Mendes Pimentel,2018,6446
Mercês,2018,10720
Mesquita,2018,5666
Minas Novas,2018,31471
Minduri,2018,3896
Mirabela,2018,13557
Miradouro,2018,10721
Miraí,2018,14913
Miravânia,2018,4861
Moeda,2018,4904
Moema,2018,7479
Monjolos,2018,2240
Monsenhor Paulo,2018,8648
Montalvânia,2018,15012
Monte Alegre de Minas,2018,20999
Monte Azul,2018,21017
Monte Belo,2018,13180
Monte Carmelo,2018,47682
Monte Formoso,2018,4889
Monte Santo de Minas,2018,21534
Montes Claros,2018,404804
Monte Sião,2018,23569
Montezuma,2018,8180
Morada Nova de Minas,2018,8815
Morro da Garça,2018,2488
Morro do Pilar,2018,3211
Munhoz,2018,6065
Muriaé,2018,108113
Mutum,2018,26997
Muzambinho,2018,20594
Nacip Raydan,2018,3219
Nanuque,2018,40839
Naque,2018,6939
Natalândia,2018,3314
Natércia,2018,4731
Nazareno,2018,8555
Nepomuceno,2018,26709
Ninheira,2018,10263
Nova Belém,2018,3255
Nova Era,2018,17607
Nova Lima,2018,93577
Nova Módica,2018,3627
Nova Ponte,2018,15280
Nova Porteirinha,2018,7504
Nova Resende,2018,16610
Nova Serrana,2018,99770
Novo Cruzeiro,2018,31326
Novo Oriente de Minas,2018,10731
Novorizonte,2018,5273
Olaria,2018,1775
Olhos-d'Água,2018,6018
Olímpio Noronha,2018,2765
Oliveira,2018,41529
Oliveira Fortes,2018,2136
Onça de Pitangui,2018,3144
Oratórios,2018,4647
Orizânia,2018,7954
Ouro Branco,2018,39121
Ouro Fino,2018,33481
Ouro Preto,2018,73994
Ouro Verde de Minas,2018,5954
Padre Carvalho,2018,6332
Padre Paraíso,2018,20052
Paineiras,2018,4510
Pains,2018,8270
Pai Pedro,2018,6084
Paiva,2018,1535
Palma,2018,6621
Palmópolis,2018,5671
Papagaios,2018,15543
Paracatu,2018,92430
Pará de Minas,2018,93101
Paraguaçu,2018,21418
Paraisópolis,2018,20940
Paraopeba,2018,24375
Passabém,2018,1664
Passa Quatro,2018,16294
Passa Tempo,2018,8112
Passa Vinte,2018,2048
Passos,2018,113998
Patis,2018,5942
Patos de Minas,2018,150833
Patrocínio,2018,90041
Patrocínio do Muriaé,2018,5652
Paula Cândido,2018,9557
Paulistas,2018,4849
Pavão,2018,8481
Peçanha,2018,17545
Pedra Azul,2018,24319
Pedra Bonita,2018,7065
Pedra do Anta,2018,3100
Pedra do Indaiá,2018,3969
Pedra Dourada,2018,2475
Pedralva,2018,11246
Pedras de Maria da Cruz,2018,11453
Pedrinópolis,2018,3626
Pedro Leopoldo,2018,63789
Pedro Teixeira,2018,1808
Pequeri,2018,3310
Pequi,2018,4379
Perdigão,2018,11249
Perdizes,2018,16009
Perdões,2018,21291
Periquito,2018,6847
Pescador,2018,4246
Piau,2018,2763
Piedade de Caratinga,2018,8426
Piedade de Ponte Nova,2018,4140
Piedade do Rio Grande,2018,4528
Piedade dos Gerais,2018,4955
Pimenta,2018,8631
Pingo-d'Água,2018,4894
Pintópolis,2018,7490
Piracema,2018,6421
Pirajuba,2018,6044
Piranga,2018,17618
Piranguçu,2018,5455
Piranguinho,2018,8550
Pirapetinga,2018,10731
Pirapora,2018,56208
Piraúba,2018,10816
Pitangui,2018,27755
Piumhi,2018,34456
Planura,2018,11968
Poço Fundo,2018,16734
Poços de Caldas,2018,166111
Pocrane,2018,8508
Pompéu,2018,31583
Ponte Nova,2018,59605
Ponto Chique,2018,4237
Ponto dos Volantes,2018,12061
Porteirinha,2018,37950
Porto Firme,2018,11208
Poté,2018,16491
Pouso Alegre,2018,148862
Pouso Alto,2018,5981
Prados,2018,8979
Prata,2018,27688
Pratápolis,2018,8642
Pratinha,2018,3573
Presidente Bernardes,2018,5398
Presidente Juscelino,2018,3676
Presidente Kubitschek,2018,3004
Presidente Olegário,2018,19377
Alto Jequitibá,2018,8333
Prudente de Morais,2018,10629
Quartel Geral,2018,3542
Queluzito,2018,1934
Raposos,2018,16277
Raul Soares,2018,23814
Recreio,2018,10514
Reduto,2018,7105
Resende Costa,2018,11459
Resplendor,2018,17398
Ressaquinha,2018,4798
Riachinho,2018,8138
Riacho dos Machados,2018,9487
Ribeirão das Neves,2018,331045
Ribeirão Vermelho,2018,4019
Rio Acima,2018,10203
Rio Casca,2018,13659
Rio Doce,2018,2599
Rio do Prado,2018,5167
Rio Espera,2018,5549
Rio Manso,2018,5783
Rio Novo,2018,8941
Rio Paranaíba,2018,12291
Rio Pardo de Minas,2018,30779
Rio Piracicaba,2018,14346
Rio Pomba,2018,17858
Rio Preto,2018,5467
Rio Vermelho,2018,12957
Ritápolis,2018,4648
Rochedo de Minas,2018,2289
Rodeiro,2018,7991
Romaria,2018,3547
Rosário da Limeira,2018,4566
Rubelita,2018,6198
Rubim,2018,10226
Sabará,2018,135421
Sabinópolis,2018,15525
Sacramento,2018,25989
Salinas,2018,41349
Salto da Divisa,2018,7007
Santa Bárbara,2018,30807
Santa Bárbara do Leste,2018,8113
Santa Bárbara do Monte Verde,2018,3117
Santa Bárbara do Tugúrio,2018,4454
Santa Cruz de Minas,2018,8541
Santa Cruz de Salinas,2018,4177
Santa Cruz do Escalvado,2018,4793
Santa Efigênia de Minas,2018,4438
Santa Fé de Minas,2018,3866
Santa Helena de Minas,2018,6345
Santa Juliana,2018,13743
Santa Luzia,2018,218147
Santa Margarida,2018,16111
Santa Maria de Itabira,2018,10836
Santa Maria do Salto,2018,5248
Santa Maria do Suaçuí,2018,14620
Santana da Vargem,2018,7128
Santana de Cataguases,2018,3853
Santana de Pirapama,2018,7696
Santana do Deserto,2018,3971
Santana do Garambéu,2018,2438
Santana do Jacaré,2018,4807
Santana do Manhuaçu,2018,8681
Santana do Paraíso,2018,33934
Santana do Riacho,2018,4274
Santana dos Montes,2018,3789
Santa Rita de Caldas,2018,8974
Santa Rita de Jacutinga,2018,4905
Santa Rita de Minas,2018,7155
Santa Rita de Ibitipoca,2018,3449
Santa Rita do Itueto,2018,5522
Santa Rita do Sapucaí,2018,42751
Santa Rosa da Serra,2018,3343
Santa Vitória,2018,19608
Santo Antônio do Amparo,2018,18434
Santo Antônio do Aventureiro,2018,3602
Santo Antônio do Grama,2018,3937
Santo Antônio do Itambé,2018,3877
Santo Antônio do Jacinto,2018,11677
Santo Antônio do Monte,2018,28054
Santo Antônio do Retiro,2018,7256
Santo Antônio do Rio Abaixo,2018,1770
Santo Hipólito,2018,3109
Santos Dumont,2018,46555
São Bento Abade,2018,5220
São Brás do Suaçuí,2018,3721
São Domingos das Dores,2018,5630
São Domingos do Prata,2018,17393
São Félix de Minas,2018,3377
São Francisco,2018,56163
São Francisco de Paula,2018,6535
São Francisco de Sales,2018,6200
São Francisco do Glória,2018,4889
São Geraldo,2018,12164
São Geraldo da Piedade,2018,4015
São Geraldo do Baixio,2018,3963
São Gonçalo do Abaeté,2018,6923
São Gonçalo do Pará,2018,12218
São Gonçalo do Rio Abaixo,2018,10818
São Gonçalo do Sapucaí,2018,25332
São Gotardo,2018,35145
São João Batista do Glória,2018,7407
São João da Lagoa,2018,4896
São João da Mata,2018,2753
São João da Ponte,2018,25235
São João das Missões,2018,12899
São João del Rei,2018,89653
São João do Manhuaçu,2018,11440
São João do Manteninha,2018,5798
São João do Oriente,2018,7553
São João do Pacuí,2018,4389
São João do Paraíso,2018,23524
São João Evangelista,2018,15781
São João Nepomuceno,2018,26272
São Joaquim de Bicas,2018,30989
São José da Barra,2018,7371
São José da Lapa,2018,23385
São José da Safira,2018,4255
São José da Varginha,2018,4927
São José do Alegre,2018,4183
São José do Divino,2018,3865
São José do Goiabal,2018,5454
São José do Jacuri,2018,6477
São José do Mantimento,2018,2775
São Lourenço,2018,45488
São Miguel do Anta,2018,6933
São Pedro da União,2018,4709
São Pedro dos Ferros,2018,7858
São Pedro do Suaçuí,2018,5291
São Romão,2018,12139
São Roque de Minas,2018,7026
São Sebastião da Bela Vista,2018,5455
São Sebastião da Vargem Alegre,2018,2991
São Sebastião do Anta,2018,6479
São Sebastião do Maranhão,2018,10129
São Sebastião do Oeste,2018,6684
São Sebastião do Paraíso,2018,70450
São Sebastião do Rio Preto,2018,1520
São Sebastião do Rio Verde,2018,2231
São Tiago,2018,10922
São Tomás de Aquino,2018,7042
São Tomé das Letras,2018,7056
São Vicente de Minas,2018,7687
Sapucaí-Mirim,2018,6869
Sardoá,2018,6236
Sarzedo,2018,32069
Setubinha,2018,12134
Sem-Peixe,2018,2661
Senador Amaral,2018,5352
Senador Cortes,2018,2007
Senador Firmino,2018,7764
Senador José Bento,2018,1545
Senador Modestino Gonçalves,2018,4209
Senhora de Oliveira,2018,5786
Senhora do Porto,2018,3527
Senhora dos Remédios,2018,10451
Sericita,2018,7319
Seritinga,2018,1848
Serra Azul de Minas,2018,4293
Serra da Saudade,2018,786
Serra dos Aimorés,2018,8685
Serra do Salitre,2018,11493
Serrania,2018,7670
Serranópolis de Minas,2018,4752
Serranos,2018,1970
Serro,2018,20993
Sete Lagoas,2018,237286
Silveirânia,2018,2258
Silvianópolis,2018,6227
Simão Pereira,2018,2612
Simonésia,2018,19528
Sobrália,2018,5594
Soledade de Minas,2018,6112
Tabuleiro,2018,3792
Taiobeiras,2018,33858
Taparuba,2018,3119
Tapira,2018,4711
Tapiraí,2018,1879
Taquaraçu de Minas,2018,4055
Tarumirim,2018,14350
Teixeiras,2018,11650
Teófilo Otoni,2018,140235
Timóteo,2018,89090
Tiradentes,2018,7886
Tiros,2018,6539
Tocantins,2018,16602
Tocos do Moji,2018,4093
Toledo,2018,6217
Tombos,2018,8201
Três Corações,2018,78913
Três Marias,2018,31984
Três Pontas,2018,56546
Tumiritinga,2018,6698
Tupaciguara,2018,25253
Turmalina,2018,19797
Turvolândia,2018,5008
Ubá,2018,114265
Ubaí,2018,12466
Ubaporanga,2018,12449
Uberaba,2018,330361
Uberlândia,2018,683247
Umburatiba,2018,2626
Unaí,2018,83808
União de Minas,2018,4325
Uruana de Minas,2018,3267
Urucânia,2018,10371
Urucuia,2018,16547
Vargem Alegre,2018,6491
Vargem Bonita,2018,2158
Vargem Grande do Rio Pardo,2018,4987
Varginha,2018,134477
Varjão de Minas,2018,7071
Várzea da Palma,2018,39173
Varzelândia,2018,19335
Vazante,2018,20537
Verdelândia,2018,9265
Veredinha,2018,5712
Veríssimo,2018,3951
Vermelho Novo,2018,4832
Vespasiano,2018,125376
Viçosa,2018,78286
Vieiras,2018,3629
Mathias Lobato,2018,3227
Virgem da Lapa,2018,13764
Virgínia,2018,8685
Virginópolis,2018,10537
Virgolândia,2018,5420
Visconde do Rio Branco,2018,42149
Volta Grande,2018,5243
Wenceslau Braz,2018,2558
Abadia dos Dourados,2019,6989
Abaeté,2019,23237
Abre Campo,2019,13454
Acaiaca,2019,3994
Açucena,2019,9470
Água Boa,2019,13735
Água Comprida,2019,1999
Aguanil,2019,4486
Águas Formosas,2019,19207
Águas Vermelhas,2019,13539
Aimorés,2019,25167
Aiuruoca,2019,6003
Alagoa,2019,2674
Albertina,2019,3007
Além Paraíba,2019,35362
Alfenas,2019,79996
Alfredo Vasconcelos,2019,6907
Almenara,2019,41896
Alpercata,2019,7424
Alpinópolis,2019,19853
Alterosa,2019,14466
Alto Caparaó,2019,5847
Alto Rio Doce,2019,11000
Alvarenga,2019,3907
Alvinópolis,2019,15203
Alvorada de Minas,2019,3606
Amparo do Serra,2019,4713
Andradas,2019,41077
Cachoeira de Pajeú,2019,9412
Andrelândia,2019,12224
Angelândia,2019,8520
Antônio Carlos,2019,11445
Antônio Dias,2019,9318
Antônio Prado de Minas,2019,1598
Araçaí,2019,2347
Aracitaba,2019,2063
Araçuaí,2019,36708
Araguari,2019,117267
Arantina,2019,2795
Araponga,2019,8439
Araporã,2019,6869
Arapuá,2019,2834
Araújos,2019,9273
Araxá,2019,106229
Arceburgo,2019,10772
Arcos,2019,40092
Areado,2019,15070
Argirita,2019,2727
Aricanduva,2019,5231
Arinos,2019,17875
Astolfo Dutra,2019,14179
Ataléia,2019,12868
Augusto de Lima,2019,4869
Baependi,2019,19148
Baldim,2019,7826
Bambuí,2019,23829
Bandeira,2019,4795
Bandeira do Sul,2019,5746
Barão de Cocais,2019,32485
Barão de Monte Alto,2019,5397
Barbacena,2019,137313
Barra Longa,2019,5131
Barroso,2019,20810
