Município,Ano,PIB per capita
Araújos,2020,39792.34
Araxá,2020,56754.4
Arceburgo,2020,29423.11
Arcos,2020,37756.62
Areado,2020,16611.74
Argirita,2020,13573.26
Aricanduva,2020,11513.54
Arinos,2020,15685.81
Astolfo Dutra,2020,19097.61
Ataléia,2020,14580.44
Augusto de Lima,2020,13714.3
Baependi,2020,16933.08
Baldim,2020,20891.28
Bambuí,2020,27087.25
Bandeira,2020,10779.57
Bandeira do Sul,2020,13684.62
Barão de Cocais,2020,33258.47
Barão de Monte Alto,2020,10681.75
Barbacena,2020,22969.12
Barra Longa,2020,14320.63
Barroso,2020,23545.4
Bela Vista de Minas,2020,31144.24
Belmiro Braga,2020,17014.8
Belo Horizonte,2020,38691.55
Belo Oriente,2020,69515.05
Belo Vale,2020,27047.77
Berilo,2020,8944.92
Bertópolis,2020,9963.39
Berizal,2020,11396.44
Betim,2020,58868.51
Bias Fortes,2020,11032.5
Bicas,2020,18960.48
Biquinhas,2020,20861.86
Boa Esperança,2020,23016.0
Bocaina de Minas,2020,13462.41
Bocaiúva,2020,20912.99
Bom Despacho,2020,28313.8
Bom Jardim de Minas,2020,18577.25
Bom Jesus da Penha,2020,37483.6
Bom Jesus do Amparo,2020,23442.23
Bom Jesus do Galho,2020,10896.68
Bom Repouso,2020,13710.58
Bom Sucesso,2020,21406.72
Bonfim,2020,16279.44
Bonfinópolis de Minas,2020,50783.19
Bonito de Minas,2020,8004.46
Borda da Mata,2020,17408.07
Botelhos,2020,18270.11
Botumirim,2020,9638.35
Brasilândia de Minas,2020,23041.2
Brasília de Minas,2020,11010.22
Brás Pires,2020,10446.79
Braúnas,2020,42613.99
Brazópolis,2020,12820.62
Brumadinho,2020,57062.46
Bueno Brandão,2020,16494.18
Buenópolis,2020,12757.33
Bugre,2020,10574.75
Buritis,2020,38037.33
Buritizeiro,2020,21019.25
Cabeceira Grande,2020,55607.52
Cabo Verde,2020,18242.5
Cachoeira da Prata,2020,13664.26
Cachoeira de Minas,2020,33693.18
Cachoeira Dourada,2020,38178.48
Caetanópolis,2020,22915.75
Caeté,2020,20141.48
Caiana,2020,20429.1
Cajuri,2020,23511.39
Caldas,2020,18454.8
Camacho,2020,16913.43
Camanducaia,2020,34178.07
Cambuí,2020,61061.44
Cambuquira,2020,25374.52
Campanário,2020,13085.32
Campanha,2020,22576.02
Campestre,2020,19797.33
Campina Verde,2020,23513.73
Campo Azul,2020,10124.17
Campo Belo,2020,20642.76
Campo do Meio,2020,15700.74
Campo Florido,2020,79073.52
Campos Altos,2020,23859.79
Campos Gerais,2020,22011.46
Canaã,2020,15672.13
Canápolis,2020,45517.73
Cana Verde,2020,12627.7
Candeias,2020,20133.39
Cantagalo,2020,11104.26
Caparaó,2020,16597.07
Capela Nova,2020,12207.63
Capelinha,2020,19334.5
Capetinga,2020,23539.07
Capim Branco,2020,9891.44
Capinópolis,2020,31603.77
Capitão Andrade,2020,10073.88
Capitão Enéas,2020,23560.31
Capitólio,2020,32791.14
Caputira,2020,11555.92
Caraí,2020,8153.4
Caranaíba,2020,11618.42
Carandaí,2020,26763.55
Carangola,2020,17880.39
Caratinga,2020,21763.63
Carbonita,2020,20457.77
Careaçu,2020,21973.23
Carlos Chagas,2020,25337.89
Carmésia,2020,13122.99
Carmo da Cachoeira,2020,20405.05
Carmo da Mata,2020,16501.71
Carmo de Minas,2020,14581.23
Carmo do Cajuru,2020,22806.73
Carmo do Paranaíba,2020,28267.25
Carmo do Rio Claro,2020,27371.38
Carmópolis de Minas,2020,20871.35
Carneirinho,2020,37151.78
Carrancas,2020,27671.29
Carvalhópolis,2020,16355.78
Carvalhos,2020,15669.17
Casa Grande,2020,24581.27
Cascalho Rico,2020,22080.69
Cássia,2020,21795.17
Conceição da Barra de Minas,2020,15082.38
Cataguases,2020,20462.65
Catas Altas,2020,201783.4
Catas Altas da Noruega,2020,10234.36
Catuji,2020,11033.0
Catuti,2020,10248.34
Caxambu,2020,16343.37
Cedro do Abaeté,2020,19127.3
Central de Minas,2020,11564.37
Centralina,2020,29533.08
Chácara,2020,13720.56
Chalé,2020,14716.42
Chapada do Norte,2020,6806.65
Chapada Gaúcha,2020,21110.52
Chiador,2020,14225.92
Cipotânea,2020,9128.93
Claraval,2020,31709.56
Claro dos Poções,2020,10093.79
Cláudio,2020,28054.76
Coimbra,2020,16029.61
Coluna,2020,11863.98
Comendador Gomes,2020,42779.88
Comercinho,2020,8607.57
Conceição da Aparecida,2020,20547.18
Conceição das Pedras,2020,17102.78
Conceição das Alagoas,2020,40545.42
Conceição de Ipanema,2020,13564.42
Conceição do Mato Dentro,2020,239302.82
Conceição do Pará,2020,60115.3
Conceição do Rio Verde,2020,19336.39
Conceição dos Ouros,2020,16268.65
Cônego Marinho,2020,7654.76
Confins,2020,91966.31
Congonhal,2020,14217.3
Congonhas,2020,54033.88
Congonhas do Norte,2020,8906.69
Conquista,2020,57464.02
Conselheiro Lafaiete,2020,19658.94
Conselheiro Pena,2020,14432.75
Consolação,2020,16157.72
Contagem,2020,44191.25
Coqueiral,2020,21764.9
Coração de Jesus,2020,9098.79
Cordisburgo,2020,13124.6
Cordislândia,2020,22740.17
Corinto,2020,28391.15
Coroaci,2020,11987.93
Coromandel,2020,46057.32
Coronel Fabriciano,2020,16546.69
Coronel Murta,2020,9884.57
Coronel Pacheco,2020,17642.18
Coronel Xavier Chaves,2020,17644.71
Córrego Danta,2020,48925.28
Córrego do Bom Jesus,2020,11526.4
Córrego Fundo,2020,32133.69
Córrego Novo,2020,12848.36
Couto de Magalhães de Minas,2020,13433.14
Crisólita,2020,10245.5
Cristais,2020,18713.03
Cristália,2020,8584.89
Cristiano Otoni,2020,25387.08
Cristina,2020,20368.81
Crucilândia,2020,15939.43
Cruzeiro da Fortaleza,2020,37363.66
Cruzília,2020,17479.01
Cuparaque,2020,13137.68
Curral de Dentro,2020,9261.64
Curvelo,2020,24150.04
Datas,2020,11398.17
Delfim Moreira,2020,14118.23
Delfinópolis,2020,29464.49
Delta,2020,43510.73
Descoberto,2020,14012.8
Desterro de Entre Rios,2020,31461.75
Desterro do Melo,2020,14868.58
Diamantina,2020,17570.61
Diogo de Vasconcelos,2020,10647.28
Dionísio,2020,10744.11
Divinésia,2020,15891.43
Divino,2020,14084.95
Divino das Laranjeiras,2020,11048.56
Divinolândia de Minas,2020,9753.37
Divinópolis,2020,29346.78
Divisa Alegre,2020,18982.38
Divisa Nova,2020,15992.76
Divisópolis,2020,8053.7
Dom Bosco,2020,15382.56
Dom Cavati,2020,12474.96
Dom Joaquim,2020,11954.43
Dom Silvério,2020,18923.08
Dom Viçoso,2020,12203.96
Dona Euzébia,2020,14604.25
Dores de Campos,2020,29884.72
Dores de Guanhães,2020,35986.61
Dores do Indaiá,2020,21477.01
Dores do Turvo,2020,13533.12
Doresópolis,2020,35953.31
Douradoquara,2020,37980.52
Durandé,2020,15023.91
Elói Mendes,2020,25340.47
Engenheiro Caldas,2020,11753.96
Engenheiro Navarro,2020,11290.17
Entre Folhas,2020,11636.51
Entre Rios de Minas,2020,17381.05
Ervália,2020,18879.98
Esmeraldas,2020,11490.77
Espera Feliz,2020,15491.75
Espinosa,2020,10456.52
Espírito Santo do Dourado,2020,22462.3
Estiva,2020,25179.24
Estrela Dalva,2020,16439.84
Estrela do Indaiá,2020,34689.04
Estrela do Sul,2020,47372.01
Eugenópolis,2020,16392.82
Ewbank da Câmara,2020,12154.38
Extrema,2020,310898.86
Fama,2020,18428.08
Faria Lemos,2020,19012.97
Felício dos Santos,2020,11772.72
São Gonçalo do Rio Preto,2020,12305.74
Felisburgo,2020,9161.27
Felixlândia,2020,16172.46
Fernandes Tourinho,2020,12393.66
Ferros,2020,14194.21
Fervedouro,2020,11943.13
Florestal,2020,17663.38
Formiga,2020,28541.31
Formoso,2020,25812.21
Fortaleza de Minas,2020,18053.25
Fortuna de Minas,2020,15022.46
Francisco Badaró,2020,6512.39
Francisco Dumont,2020,13259.17
Francisco Sá,2020,16454.85
Franciscópolis,2020,14154.29
Frei Gaspar,2020,11104.64
Frei Inocêncio,2020,11887.67
Frei Lagonegro,2020,10086.55
Fronteira,2020,55175.27
Fronteira dos Vales,2020,9571.63
Fruta de Leite,2020,8289.23
Frutal,2020,36323.0
Funilândia,2020,16609.69
Galiléia,2020,13416.91
Gameleiras,2020,10046.99
Glaucilândia,2020,12230.06
Goiabeira,2020,13122.37
Goianá,2020,15582.42
Gonçalves,2020,17522.35
Gonzaga,2020,9756.45
Gouveia,2020,12469.46
Governador Valadares,2020,23973.13
Grão Mogol,2020,45562.17
Grupiara,2020,26789.19
Guanhães,2020,22954.01
Guapé,2020,22244.91
Guaraciaba,2020,10088.41
Guaraciama,2020,10362.05
Guaranésia,2020,25363.65
Guarani,2020,15693.93
Guarará,2020,13507.49
Guarda-Mor,2020,81262.02
Guaxupé,2020,43811.76
Guidoval,2020,15923.8
Guimarânia,2020,34660.92
Guiricema,2020,12222.82
Gurinhatã,2020,26584.97
Heliodora,2020,17206.67
Iapu,2020,12949.94
Ibertioga,2020,16437.39
Ibiá,2020,45370.34
Ibiaí,2020,9650.82
Ibiracatu,2020,8904.88
Ibiraci,2020,48825.8
Ibirité,2020,14400.56
Ibitiúra de Minas,2020,16102.03
Ibituruna,2020,16529.22
Icaraí de Minas,2020,8002.68
Igarapé,2020,20872.9
Igaratinga,2020,50178.53
Iguatama,2020,50678.11
Ijaci,2020,60250.87
Ilicínea,2020,16348.35
Imbé de Minas,2020,11359.91
Inconfidentes,2020,15648.4
Indaiabira,2020,9591.93
Indianópolis,2020,85896.99
Ingaí,2020,33946.13
Inhapim,2020,15160.01
Inhaúma,2020,19284.37
Inimutaba,2020,10661.43
Ipaba,2020,9513.56
Ipanema,2020,14364.01
Ipatinga,2020,42011.93
Ipiaçu,2020,33471.52
Ipuiúna,2020,17054.34
Iraí de Minas,2020,30025.32
Itabira,2020,56185.84
Itabirinha,2020,11976.64
Itabirito,2020,126968.42
Itacambira,2020,12446.71
Itacarambi,2020,11353.96
Itaguara,2020,25417.15
Itaipé,2020,8194.62
Itajubá,2020,33808.67
Itamarandiba,2020,17058.52
Itamarati de Minas,2020,14266.72
Itambacuri,2020,13445.0
Itambé do Mato Dentro,2020,15365.44
Itamogi,2020,20781.8
Itamonte,2020,65173.17
Itanhandu,2020,28146.86
Itanhomi,2020,11443.16
Itaobim,2020,13124.52
Itapagipe,2020,30913.59
Itapecerica,2020,23825.42
Itapeva,2020,69018.97
Itatiaiuçu,2020,164918.51
Itaú de Minas,2020,39033.94
Itaúna,2020,39495.84
Itaverava,2020,11411.27
Itinga,2020,8393.4
Itueta,2020,14726.31
Ituiutaba,2020,34068.86
Itumirim,2020,13172.13
Iturama,2020,57907.04
Itutinga,2020,38740.71
Jaboticatubas,2020,12950.45
Jacinto,2020,10186.73
Jacuí,2020,17133.47
Jacutinga,2020,39290.12
Jaguaraçu,2020,34406.17
Jaíba,2020,16121.16
Jampruca,2020,12246.9
Janaúba,2020,16303.67
Januária,2020,11913.89
Japaraíba,2020,18657.73
Japonvar,2020,8883.48
Jeceaba,2020,256356.81
Jenipapo de Minas,2020,9930.99
Jequeri,2020,14739.96
Jequitaí,2020,15953.97
Jequitibá,2020,21353.12
Jequitinhonha,2020,9990.33
Jesuânia,2020,17045.28
Joaíma,2020,10359.74
Joanésia,2020,23825.91
João Monlevade,2020,41465.59
João Pinheiro,2020,38706.92
Joaquim Felício,2020,14117.98
Jordânia,2020,8766.86
José Gonçalves de Minas,2020,10629.62
José Raydan,2020,13906.2
Josenópolis,2020,10112.84
Nova União,2020,16139.21
Juatuba,2020,48327.7
Juiz de Fora,2020,29432.45
Juramento,2020,10535.11
Juruaia,2020,18449.81
Juvenília,2020,10202.81
Ladainha,2020,7307.88
Lagamar,2020,25099.86
Lagoa da Prata,2020,36736.32
Lagoa dos Patos,2020,12966.32
Lagoa Dourada,2020,20518.98
Lagoa Formosa,2020,27593.95
Lagoa Grande,2020,23988.69
Lagoa Santa,2020,28420.87
Lajinha,2020,18776.36
Lambari,2020,17064.7
Lamim,2020,13355.6
Laranjal,2020,12783.99
Lassance,2020,23524.82
Lavras,2020,25557.08
Leandro Ferreira,2020,14804.09
Leme do Prado,2020,12728.23
Leopoldina,2020,19313.94
Liberdade,2020,18490.49
Lima Duarte,2020,17336.12
Limeira do Oeste,2020,52013.68
Lontra,2020,8471.37
Luisburgo,2020,16109.16
Luislândia,2020,8752.45
Luminárias,2020,20062.16
Luz,2020,30936.11
Machacalis,2020,14688.01
Machado,2020,26396.39
Madre de Deus de Minas,2020,48023.74
Malacacheta,2020,12067.57
Mamonas,2020,8265.97
Manga,2020,12360.12
Manhuaçu,2020,32729.26
Manhumirim,2020,23049.42
Mantena,2020,15140.61
Maravilhas,2020,24133.32
Mar de Espanha,2020,15940.09
Maria da Fé,2020,13273.53
Mariana,2020,53280.26
Marilac,2020,13395.78
Mário Campos,2020,11446.98
Maripá de Minas,2020,24265.24
Marliéria,2020,12007.47
Marmelópolis,2020,14684.73
Martinho Campos,2020,28208.1
Martins Soares,2020,29731.98
Mata Verde,2020,8410.78
Materlândia,2020,12212.57
Mateus Leme,2020,21380.79
Matias Barbosa,2020,36861.14
Matias Cardoso,2020,12309.74
Matipó,2020,22026.14
Mato Verde,2020,11937.14
Matozinhos,2020,30373.45
Matutina,2020,23247.64
Medeiros,2020,46593.65
Medina,2020,10989.96
Mendes Pimentel,2020,11325.26
Mercês,2020,12625.36
Mesquita,2020,9355.36
Minas Novas,2020,10614.74
Minduri,2020,31784.55
Mirabela,2020,11422.79
Miradouro,2020,13339.36
Miraí,2020,17026.26
Miravânia,2020,8250.87
Moeda,2020,14192.93
Moema,2020,16316.82
Monjolos,2020,17580.13
Monsenhor Paulo,2020,21991.75
Montalvânia,2020,9676.88
Monte Alegre de Minas,2020,28925.89
Monte Azul,2020,11108.46
Monte Belo,2020,24485.12
Monte Carmelo,2020,26616.75
Monte Formoso,2020,8276.34
Monte Santo de Minas,2020,20850.53
Montes Claros,2020,23430.16
Monte Sião,2020,20093.1
Montezuma,2020,10326.04
Morada Nova de Minas,2020,45388.85
Morro da Garça,2020,23188.71
Morro do Pilar,2020,12764.82
Munhoz,2020,17528.79
Muriaé,2020,22240.26
Mutum,2020,17806.6
Muzambinho,2020,23487.02
Nacip Raydan,2020,10202.38
Nanuque,2020,21076.12
Naque,2020,11844.02
Natalândia,2020,18519.09
Natércia,2020,17997.28
Nazareno,2020,47231.15
Nepomuceno,2020,20086.39
Ninheira,2020,9915.45
Nova Belém,2020,20201.71
Nova Era,2020,22068.84
Nova Lima,2020,127043.88
Nova Módica,2020,14408.55
Nova Ponte,2020,79020.84
Nova Porteirinha,2020,14470.81
Nova Resende,2020,17696.62
Nova Serrana,2020,22731.31
Novo Cruzeiro,2020,9420.41
Novo Oriente de Minas,2020,10965.03
Novorizonte,2020,11129.32
Olaria,2020,16980.92
Olhos-d'Água,2020,35154.06
Olímpio Noronha,2020,14601.85
Oliveira,2020,21753.79
Oliveira Fortes,2020,16310.85
Onça de Pitangui,2020,20006.2
Oratórios,2020,13215.99
Orizânia,2020,11137.81
Ouro Branco,2020,114767.96
Ouro Fino,2020,24411.39
Ouro Preto,2020,50281.69
Ouro Verde de Minas,2020,10054.85
Padre Carvalho,2020,8782.98
Padre Paraíso,2020,10073.5
Paineiras,2020,15924.27
Pains,2020,45632.26
Pai Pedro,2020,8995.34
Paiva,2020,16974.57
Palma,2020,13370.44
Palmópolis,2020,10719.12
Papagaios,2020,19337.67
Paracatu,2020,59254.49
Pará de Minas,2020,35679.91
Paraguaçu,2020,26095.32
Paraisópolis,2020,25241.78
Paraopeba,2020,31580.78
Passabém,2020,13381.3
Passa Quatro,2020,32271.37
Passa Tempo,2020,36278.19
Passa Vinte,2020,17471.42
Passos,2020,22702.01
Patis,2020,8576.46
Patos de Minas,2020,35169.15
Patrocínio,2020,35981.96
Patrocínio do Muriaé,2020,20516.18
Paula Cândido,2020,12041.24
Paulistas,2020,12661.26
Pavão,2020,9899.98
Peçanha,2020,12746.27
Pedra Azul,2020,13246.66
Pedra Bonita,2020,11622.97
Pedra do Anta,2020,15252.76
Pedra do Indaiá,2020,26844.67
Pedra Dourada,2020,14346.8
Pedralva,2020,13162.98
Pedras de Maria da Cruz,2020,8058.12
Pedrinópolis,2020,42608.32
Pedro Leopoldo,2020,25524.81
Pedro Teixeira,2020,14662.23
Pequeri,2020,15236.84
Pequi,2020,17557.65
Perdigão,2020,18295.96
Perdizes,2020,78039.35
Perdões,2020,26992.75
Periquito,2020,14688.46
Pescador,2020,10317.36
Piau,2020,26057.94
Piedade de Caratinga,2020,13049.48
Piedade de Ponte Nova,2020,14328.63
Piedade do Rio Grande,2020,20545.2
Piedade dos Gerais,2020,16261.43
Pimenta,2020,26433.46
Pingo-d'Água,2020,9273.0
Pintópolis,2020,8636.93
Piracema,2020,38935.1
Pirajuba,2020,63885.2
Piranga,2020,10748.14
Piranguçu,2020,12854.97
Piranguinho,2020,14568.68
Pirapetinga,2020,49167.64
Pirapora,2020,39967.99
Piraúba,2020,17204.5
Pitangui,2020,20642.35
Piumhi,2020,29983.9
Planura,2020,43627.48
Poço Fundo,2020,19321.79
Poços de Caldas,2020,47372.39
Pocrane,2020,12407.09
Pompéu,2020,29345.71
Ponte Nova,2020,33120.39
Ponto Chique,2020,11235.47
Ponto dos Volantes,2020,9049.22
Porteirinha,2020,11648.67
Porto Firme,2020,9821.95
Poté,2020,9786.86
Pouso Alegre,2020,53364.9
Pouso Alto,2020,54855.05
Prados,2020,22788.66
Prata,2020,40517.39
Pratápolis,2020,21222.52
Pratinha,2020,33895.84
Presidente Bernardes,2020,10934.46
Presidente Juscelino,2020,14895.2
Presidente Kubitschek,2020,10964.81
Presidente Olegário,2020,28761.87
Alto Jequitibá,2020,13405.31
Prudente de Morais,2020,16194.52
Quartel Geral,2020,18845.11
Queluzito,2020,19465.1
Raposos,2020,15587.14
Raul Soares,2020,15185.72
Recreio,2020,10486.67
Reduto,2020,14780.42
Resende Costa,2020,16688.29
Resplendor,2020,14457.65
Ressaquinha,2020,57769.01
Riachinho,2020,16680.21
Riacho dos Machados,2020,47000.41
Ribeirão das Neves,2020,13094.06
Ribeirão Vermelho,2020,28009.15
Rio Acima,2020,23270.48
Rio Casca,2020,16294.15
Rio Doce,2020,18800.06
Rio do Prado,2020,9821.79
Rio Espera,2020,9981.48
Rio Manso,2020,17465.54
Rio Novo,2020,13058.27
Rio Paranaíba,2020,60345.65
Rio Pardo de Minas,2020,9191.48
Rio Piracicaba,2020,60210.13
Rio Pomba,2020,22346.92
Rio Preto,2020,12692.54
Rio Vermelho,2020,9779.47
Ritápolis,2020,17681.02
Rochedo de Minas,2020,47793.06
Rodeiro,2020,55861.59
Romaria,2020,48992.12
Rosário da Limeira,2020,11536.31
Rubelita,2020,10521.16
Rubim,2020,9916.62
Sabará,2020,22991.77
Sabinópolis,2020,13189.84
Sacramento,2020,61037.22
Salinas,2020,14366.32
Salto da Divisa,2020,14582.5
Santa Bárbara,2020,34853.23
Santa Bárbara do Leste,2020,11895.3
Santa Bárbara do Monte Verde,2020,16021.12
Santa Bárbara do Tugúrio,2020,15606.75
Santa Cruz de Minas,2020,10294.52
Santa Cruz de Salinas,2020,10810.92
Santa Cruz do Escalvado,2020,12279.49
Santa Efigênia de Minas,2020,10621.4
Santa Fé de Minas,2020,12878.31
Santa Helena de Minas,2020,8518.14
Santa Juliana,2020,48969.04
Santa Luzia,2020,20505.49
Santa Margarida,2020,18751.36
Santa Maria de Itabira,2020,17422.12
Santa Maria do Salto,2020,8998.9
Santa Maria do Suaçuí,2020,10631.29
Santana da Vargem,2020,22462.55
Santana de Cataguases,2020,11762.23
Santana de Pirapama,2020,13661.41
Santana do Deserto,2020,11307.43
Santana do Garambéu,2020,14272.44
Santana do Jacaré,2020,19806.76
Santana do Manhuaçu,2020,16293.66
Santana do Paraíso,2020,21955.97
Santana do Riacho,2020,20530.01
Santana dos Montes,2020,12022.63
Santa Rita de Caldas,2020,20668.9
Santa Rita de Jacutinga,2020,13770.66
Santa Rita de Minas,2020,17213.52
Santa Rita de Ibitipoca,2020,18782.12
Santa Rita do Itueto,2020,22457.82
Santa Rita do Sapucaí,2020,37967.53
Santa Rosa da Serra,2020,22154.47
Santa Vitória,2020,35055.84
Santo Antônio do Amparo,2020,17165.92
Santo Antônio do Aventureiro,2020,15408.4
Santo Antônio do Grama,2020,20406.7
Santo Antônio do Itambé,2020,11432.3
Santo Antônio do Jacinto,2020,8708.82
Santo Antônio do Monte,2020,24526.14
Santo Antônio do Retiro,2020,8463.5
Santo Antônio do Rio Abaixo,2020,15866.73
Santo Hipólito,2020,14309.1
Santos Dumont,2020,22071.02
São Bento Abade,2020,14569.43
São Brás do Suaçuí,2020,18282.67
São Domingos das Dores,2020,13977.65
São Domingos do Prata,2020,16491.15
São Félix de Minas,2020,12802.67
São Francisco,2020,10367.19
São Francisco de Paula,2020,16853.79
São Francisco de Sales,2020,24905.26
São Francisco do Glória,2020,13980.07
São Geraldo,2020,19258.93
São Geraldo da Piedade,2020,10273.92
São Geraldo do Baixio,2020,11845.18
São Gonçalo do Abaeté,2020,30544.59
São Gonçalo do Pará,2020,17958.48
São Gonçalo do Rio Abaixo,2020,225010.08
São Gonçalo do Sapucaí,2020,30375.81
São Gotardo,2020,27423.89
São João Batista do Glória,2020,26764.59
São João da Lagoa,2020,11104.64
São João da Mata,2020,18278.52
São João da Ponte,2020,10176.11
São João das Missões,2020,6865.51
São João del Rei,2020,27643.42
São João do Manhuaçu,2020,12975.84
São João do Manteninha,2020,12342.12
São João do Oriente,2020,13527.88
São João do Pacuí,2020,9017.59
São João do Paraíso,2020,10646.66
São João Evangelista,2020,13925.59
São João Nepomuceno,2020,16274.79
São Joaquim de Bicas,2020,22012.59
São José da Barra,2020,108318.46
São José da Lapa,2020,23288.5
São José da Safira,2020,9399.95
São José da Varginha,2020,21101.03
São José do Alegre,2020,12385.76
São José do Divino,2020,11833.45
São José do Goiabal,2020,11349.2
São José do Jacuri,2020,14917.49
São José do Mantimento,2020,14109.03
São Lourenço,2020,22554.86
São Miguel do Anta,2020,13628.16
São Pedro da União,2020,23770.18
São Pedro dos Ferros,2020,15998.83
São Pedro do Suaçuí,2020,15100.32
São Romão,2020,13442.04
São Roque de Minas,2020,39245.42
São Sebastião da Bela Vista,2020,70779.6
São Sebastião da Vargem Alegre,2020,17553.1
São Sebastião do Anta,2020,12449.17
São Sebastião do Maranhão,2020,9331.19
São Sebastião do Oeste,2020,87350.51
São Sebastião do Paraíso,2020,28906.57
São Sebastião do Rio Preto,2020,15727.41
São Sebastião do Rio Verde,2020,15396.0
São Tiago,2020,18854.34
São Tomás de Aquino,2020,23728.63
São Tomé das Letras,2020,15913.47
São Vicente de Minas,2020,23299.36
Sapucaí-Mirim,2020,15330.1
Sardoá,2020,10078.99
Sarzedo,2020,34966.46
Setubinha,2020,8369.41
Sem-Peixe,2020,12888.93
Senador Amaral,2020,14335.39
Senador Cortes,2020,17472.66
Senador Firmino,2020,12768.37
Senador José Bento,2020,19505.45
Senador Modestino Gonçalves,2020,21098.94
Senhora de Oliveira,2020,12950.8
Senhora do Porto,2020,11517.4
Senhora dos Remédios,2020,9709.34
Sericita,2020,15482.84
Seritinga,2020,22953.35
Serra Azul de Minas,2020,8962.05
Serra da Saudade,2020,27140.41
Serra dos Aimorés,2020,9350.2
Serra do Salitre,2020,52165.75
Serrania,2020,18737.78
Serranópolis de Minas,2020,8385.82
Serranos,2020,16729.02
Serro,2020,12988.54
Sete Lagoas,2020,38242.8
Silveirânia,2020,14278.2
Silvianópolis,2020,21294.91
Simão Pereira,2020,39544.12
Simonésia,2020,12476.27
Sobrália,2020,11113.08
Soledade de Minas,2020,11857.46
Tabuleiro,2020,16944.66
Taiobeiras,2020,14687.6
Taparuba,2020,14254.7
Tapira,2020,122938.78
Tapiraí,2020,26091.91
Taquaraçu de Minas,2020,14357.95
Tarumirim,2020,11664.93
Teixeiras,2020,13847.33
Teófilo Otoni,2020,19874.23
Timóteo,2020,40194.13
Tiradentes,2020,20749.83
Tiros,2020,45314.89
Tocantins,2020,18387.36
Tocos do Moji,2020,14923.87
Toledo,2020,13106.68
Tombos,2020,14504.94
Três Corações,2020,32608.75
Três Marias,2020,90359.82
Três Pontas,2020,27366.29
Tumiritinga,2020,10620.12
Tupaciguara,2020,33524.12
Turmalina,2020,20982.29
Turvolândia,2020,22613.13
Ubá,2020,28238.92
Ubaí,2020,8335.4
Ubaporanga,2020,12194.84
Uberaba,2020,51009.29
Uberlândia,2020,53833.93
Umburatiba,2020,18638.74
Unaí,2020,39116.08
União de Minas,2020,27207.82
Uruana de Minas,2020,20506.28
Urucânia,2020,23357.03
Urucuia,2020,9001.53
Vargem Alegre,2020,10600.33
Vargem Bonita,2020,28536.55
Vargem Grande do Rio Pardo,2020,11752.99
Varginha,2020,45796.36
Varjão de Minas,2020,29116.0
Várzea da Palma,2020,22039.93
Varzelândia,2020,9017.29
Vazante,2020,43076.31
Verdelândia,2020,10050.94
Veredinha,2020,21146.97
Veríssimo,2020,32309.18
Vermelho Novo,2020,10564.97
Vespasiano,2020,20870.6
Viçosa,2020,22472.65
Vieiras,2020,13300.97
Mathias Lobato,2020,13274.85
Virgem da Lapa,2020,9028.18
Virgínia,2020,18482.2
Virginópolis,2020,15534.81
Virgolândia,2020,10292.21
Visconde do Rio Branco,2020,30268.4
Volta Grande,2020,24037.96
Wenceslau Braz,2020,12005.4
Abadia dos Dourados,2021,25174.26
Abaeté,2021,23266.1
Abre Campo,2021,19553.86
Acaiaca,2021,16247.06
Açucena,2021,17888.2
Água Boa,2021,14421.07
Água Comprida,2021,115725.51
Aguanil,2021,20762.54
Águas Formosas,2021,14913.12
Águas Vermelhas,2021,17329.28
Aimorés,2021,25402.54
Aiuruoca,2021,21608.49
Alagoa,2021,17958.99
Albertina,2021,51065.05
Além Paraíba,2021,27422.83
Alfenas,2021,43049.74
Alfredo Vasconcelos,2021,21364.59
Almenara,2021,15924.96
Alpercata,2021,12700.99
Alpinópolis,2021,26133.79
Alterosa,2021,20357.31
Alto Caparaó,2021,16354.23
Alto Rio Doce,2021,16798.64
Alvarenga,2021,14445.67
Alvinópolis,2021,22478.72
Alvorada de Minas,2021,17990.28
Amparo do Serra,2021,12045.13
Andradas,2021,28386.06
Cachoeira de Pajeú,2021,13262.75
Andrelândia,2021,23950.85
Angelândia,2021,16818.81
Antônio Carlos,2021,21088.32
Antônio Dias,2021,96894.13
Antônio Prado de Minas,2021,18117.22
Araçaí,2021,25422.8
Aracitaba,2021,15253.67
Araçuaí,2021,14163.67
Araguari,2021,49322.18
Arantina,2021,31861.03
Araponga,2021,14443.79
Araporã,2021,185156.76
Arapuá,2021,60936.37
Araújos,2021,49809.64
Araxá,2021,82570.25
Arceburgo,2021,31547.24
Arcos,2021,57713.61
Areado,2021,20234.71
Argirita,2021,14954.09
Aricanduva,2021,12645.43
Arinos,2021,17849.84
Astolfo Dutra,2021,20339.56
Ataléia,2021,15926.39
Augusto de Lima,2021,18423.57
Baependi,2021,19795.44
Baldim,2021,25871.06
Bambuí,2021,32549.38
Bandeira,2021,12476.94
Bandeira do Sul,2021,14907.61
Barão de Cocais,2021,73393.52
Barão de Monte Alto,2021,11883.74
Barbacena,2021,25335.18
Barra Longa,2021,16702.85
Barroso,2021,29022.49
Bela Vista de Minas,2021,55337.41
Belmiro Braga,2021,17992.57
Belo Horizonte,2021,41818.32
Belo Oriente,2021,77527.64
Belo Vale,2021,36243.16
Berilo,2021,9551.5
Bertópolis,2021,11671.08
Berizal,2021,12734.93
Betim,2021,73624.78
Bias Fortes,2021,12668.63
