Source,Target,Weight
155,3986,1
99,3987,1
18,3988,1
122,3989,1
40,3990,1
18,3991,1
129,3992,1
127,3993,1
18,3994,1
110,3995,1
110,3996,1
171,3997,1
122,3998,1
77,3999,1
133,4000,1
11,4001,1
128,4002,1
66,4003,1
159,4004,1
128,4005,1
128,4006,1
66,4007,1
18,4008,1
127,4009,1
61,4010,1
18,4011,1
18,4012,1
113,4013,1
18,4014,1
99,4015,1
102,4016,1
18,4017,1
38,4018,1
18,4019,1
168,4020,1
168,4021,1
109,4022,1
18,4023,1
11,4024,1
17,4025,1
11,4026,1
109,4027,1
18,4028,1
151,4029,1
87,4030,1
111,4031,1
43,4032,1
125,4033,1
139,4034,1
45,4035,1
99,4036,1
101,4037,1
163,4038,1
128,4039,1
127,4040,1
83,4041,1
62,4042,1
91,4043,1
177,4044,1
139,4045,1
120,4046,1
43,4047,1
114,4048,1
114,4049,1
12,4050,1
18,4051,1
18,4052,1
42,4053,1
113,4054,1
18,4055,1
94,4056,1
94,4057,1
128,4058,1
107,4059,1
71,4060,1
81,4061,1
18,4062,1
139,4063,1
18,4064,1
71,4065,1
154,4066,1
18,4067,1
18,4068,1
137,4069,1
18,4070,1
186,4071,1
29,4072,1
18,4073,1
55,4074,1
17,4075,1
157,4076,1
52,4077,1
52,4078,1
34,4079,1
43,4080,1
17,4081,1
141,4082,1
128,4083,1
109,4084,1
18,4085,1
137,4086,1
81,4087,1
18,4088,1
96,4089,1
43,4090,1
70,4091,1
8,4092,1
142,4093,1
9,4094,1
134,4095,1
81,4096,1
91,4097,1
111,4098,1
18,4099,1
147,4100,1
8,4101,1
18,4102,1
109,4103,1
175,4104,1
124,4105,1
109,4106,1
162,4107,1
120,4108,1
105,4109,1
154,4110,1
99,4111,1
17,4112,1
18,4113,1
156,4114,1
17,4115,1
17,4116,1
109,4117,1
18,4118,1
72,4119,1
108,4120,1
177,4121,1
177,4122,1
18,4123,1
91,4124,1
70,4125,1
172,4126,1
145,4127,1
18,4128,1
99,4129,1
18,4130,1
70,4131,1
123,4132,1
136,4133,1
120,4134,1
152,4135,1
127,4136,1
18,4137,1
11,4138,1
97,4139,1
138,4140,1
109,4141,1
12,4142,1
35,4143,1
68,4144,1
18,4145,1
18,4146,1
128,4147,1
11,4148,1
17,4149,1
172,4150,1
139,4151,1
154,4152,1
181,4153,1
109,4154,1
64,4155,1
34,4156,1
107,4157,1
11,4158,1
91,4159,1
83,4160,1
183,4161,1
154,4162,1
158,4163,1
153,4164,1
18,4165,1
172,4166,1
125,4167,1
73,4168,1
12,4169,1
18,4170,1
36,4171,1
133,4172,1
138,4173,1
12,4174,1
81,4175,1
11,4176,1
155,4177,1
18,4178,1
18,4179,1
101,4180,1
156,4181,1
156,4182,1
49,4183,1
49,4184,1
11,4185,1
11,4186,1
12,4187,1
77,4188,1
128,4189,1
155,4190,1
143,4191,1
18,4192,1
87,4193,1
158,4194,1
158,4195,1
155,4196,1
145,4197,1
78,4198,1
18,4199,1
45,4200,1
45,4201,1
77,4202,1
18,4203,1
113,4204,1
107,4205,1
126,4206,1
91,4207,1
36,4208,1
134,4209,1
145,4210,1
65,4211,1
78,4212,1
111,4213,1
49,4214,1
72,4215,1
105,4216,1
105,4217,1
68,4218,1
47,4219,1
166,4220,1
128,4221,1
68,4222,1
99,4223,1
126,4224,1
14,4225,1
68,4226,1
107,4227,1
81,4228,1
134,4229,1
128,4230,1
91,4231,1
99,4232,1
68,4233,1
181,4234,1
171,4235,1
31,4236,1
81,4237,1
105,4238,1
127,4239,1
18,4240,1
66,4241,1
158,4242,1
105,4243,1
128,4244,1
12,4245,1
128,4246,1
128,4247,1
120,4248,1
142,4249,1
125,4250,1
137,4251,1
137,4252,1
158,4253,1
69,4254,1
137,4255,1
81,4256,1
18,4257,1
18,4258,1
109,4259,1
128,4260,1
132,4261,1
12,4262,1
145,4263,1
177,4264,1
14,4265,1
11,4266,1
81,4267,1
187,4268,1
143,4269,1
142,4270,1
47,4271,1
111,4272,1
155,4273,1
155,4274,1
17,4275,1
140,4276,1
140,4277,1
159,4278,1
128,4279,1
125,4280,1
145,4281,1
14,4282,1
81,4283,1
49,4284,1
11,4285,1
156,4286,1
145,4287,1
177,4288,1
111,4289,1
83,4290,1
18,4291,1
18,4292,1
128,4293,1
18,4294,1
175,4295,1
34,4296,1
68,4297,1
18,4298,1
11,4299,1
47,4300,1
66,4301,1
83,4302,1
134,4303,1
18,4304,1
112,4305,1
18,4306,1
124,4307,1
81,4308,1
126,4309,1
11,4310,1
9,4311,1
1,4312,1
18,4313,1
26,4314,1
137,4315,1
155,4316,1
107,4317,1
36,4318,1
125,4319,1
9,4320,1
18,4321,1
18,4322,1
11,4323,1
21,4324,1
125,4325,1
137,4326,1
34,4327,1
156,4328,1
155,4329,1
11,4330,1
126,4331,1
73,4332,1
128,4333,1
109,4334,1
107,4335,1
145,4336,1
52,4337,1
68,4338,1
17,4339,1
96,4340,1
35,4341,1
77,4342,1
162,4343,1
155,4344,1
68,4345,1
99,4346,1
147,4347,1
168,4348,1
132,4349,1
158,4350,1
104,4351,1
68,4352,1
11,4353,1
128,4354,1
68,4355,1
181,4356,1
18,4357,1
66,4358,1
66,4359,1
83,4360,1
105,4361,1
154,4362,1
156,4363,1
171,4364,1
144,4365,1
76,4366,1
125,4367,1
125,4368,1
125,4369,1
164,4370,1
171,4371,1
177,4372,1
136,4373,1
18,4374,1
154,4375,1
17,4376,1
17,4377,1
18,4378,1
18,4379,1
98,4380,1
156,4381,1
109,4382,1
99,4383,1
70,4384,1
18,4385,1
109,4386,1
36,4387,1
17,4388,1
50,4389,1
181,4390,1
55,4391,1
18,4392,1
50,4393,1
141,4394,1
34,4395,1
18,4396,1
139,4397,1
177,4398,1
68,4399,1
32,4400,1
6,4401,1
165,4402,1
177,4403,1
86,4404,1
181,4405,1
83,4406,1
126,4407,1
34,4408,1
34,4409,1
8,4410,1
107,4411,1
17,4412,1
142,4413,1
164,4414,1
75,4415,1
87,4416,1
132,4417,1
132,4418,1
142,4419,1
142,4420,1
80,4421,1
122,4422,1
142,4423,1
68,4424,1
127,4425,1
152,4426,1
122,4427,1
18,4428,1
18,4429,1
140,4430,1
159,4431,1
142,4432,1
171,4433,1
128,4434,1
18,4435,1
64,4436,1
137,4437,1
87,4438,1
154,4439,1
101,4440,1
81,4441,1
91,4442,1
68,4443,1
50,4444,1
81,4445,1
139,4446,1
107,4447,1
7,4448,1
177,4449,1
18,4450,1
87,4451,1
120,4452,1
18,4453,1
141,4454,1
141,4455,1
58,4456,1
18,4457,1
87,4458,1
4,4459,1
18,4460,1
172,4461,1
44,4462,1
70,4463,1
114,4464,1
70,4465,1
18,4466,1
80,4467,1
133,4468,1
128,4469,1
42,4470,1
172,4471,1
114,4472,1
15,4473,1
18,4474,1
83,4475,1
35,4476,1
133,4477,1
158,4478,1
35,4479,1
109,4480,1
50,4481,1
34,4482,1
18,4483,1
34,4484,1
114,4485,1
17,4486,1
142,4487,1
17,4488,1
18,4489,1
73,4490,1
18,4491,1
49,4492,1
114,4493,1
102,4494,1
73,4495,1
91,4496,1
18,4497,1
111,4498,1
21,4499,1
68,4500,1
101,4501,1
134,4502,1
109,4503,1
34,4504,1
134,4505,1
18,4506,1
154,4507,1
72,4508,1
11,4509,1
144,4510,1
103,4511,1
43,4512,1
103,4513,1
140,4514,1
75,4515,1
18,4516,1
18,4517,1
83,4518,1
109,4519,1
138,4520,1
11,4521,1
128,4522,1
164,4523,1
12,4524,1
81,4525,1
142,4526,1
133,4527,1
109,4528,1
139,4529,1
45,4530,1
5,4531,1
18,4532,1
109,4533,1
14,4534,1
177,4535,1
107,4536,1
126,4537,1
11,4538,1
109,4539,1
18,4540,1
109,4541,1
11,4542,1
18,4543,1
18,4544,1
72,4545,1
1,4546,1
75,4547,1
34,4548,1
18,4549,1
70,4550,1
18,4551,1
128,4552,1
111,4553,1
107,4554,1
18,4555,1
145,4556,1
155,4557,1
105,4558,1
107,4559,1
124,4560,1
99,4561,1
125,4562,1
165,4563,1
103,4564,1
43,4565,1
167,4566,1
167,4567,1
78,4568,1
81,4569,1
99,4570,1
36,4571,1
46,4572,1
171,4573,1
152,4574,1
68,4575,1
133,4576,1
73,4577,1
7,4578,1
84,4579,1
12,4580,1
105,4581,1
73,4582,1
98,4583,1
141,4584,1
18,4585,1
18,4586,1
165,4587,1
158,4588,1
11,4589,1
94,4590,1
122,4591,1
17,4592,1
127,4593,1
166,4594,1
102,4595,1
18,4596,1
87,4597,1
106,4598,1
80,4599,1
132,4600,1
80,4601,1
17,4602,1
18,4603,1
18,4604,1
78,4605,1
136,4606,1
75,4607,1
14,4608,1
36,4609,1
52,4610,1
34,4611,1
68,4612,1
177,4613,1
18,4614,1
18,4615,1
12,4616,1
32,4617,1
170,4618,1
18,4619,1
18,4620,1
70,4621,1
70,4622,1
172,4623,1
103,4624,1
156,4625,1
15,4626,1
47,4627,1
18,4628,1
109,4629,1
17,4630,1
83,4631,1
77,4632,1
77,4633,1
68,4634,1
83,4635,1
12,4636,1
146,4637,1
68,4638,1
156,4639,1
156,4640,1
128,4641,1
87,4642,1
18,4643,1
110,4644,1
159,4645,1
35,4646,1
136,4647,1
18,4648,1
99,4649,1
143,4650,1
73,4651,1
83,4652,1
109,4653,1
140,4654,1
52,4655,1
9,4656,1
70,4657,1
154,4658,1
12,4659,1
120,4660,1
70,4661,1
14,4662,1
18,4663,1
172,4664,1
50,4665,1
18,4666,1
156,4667,1
115,4668,1
107,4669,1
139,4670,1
142,4671,1
142,4672,1
111,4673,1
68,4674,1
113,4675,1
1,4676,1
94,4677,1
145,4678,1
18,4679,1
18,4680,1
143,4681,1
129,4682,1
128,4683,1
127,4684,1
61,4685,1
55,4686,1
6,4687,1
12,4688,1
55,4689,1
109,4690,1
91,4691,1
11,4692,1
12,4693,1
159,4694,1
158,4695,1
18,4696,1
100,4697,1
70,4698,1
126,4699,1
149,4700,1
68,4701,1
177,4702,1
46,4703,1
18,4704,1
18,4705,1
137,4706,1
18,4707,1
158,4708,1
18,4709,1
18,4710,1
81,4711,1
81,4712,1
126,4713,1
140,4714,1
177,4715,1
154,4716,1
105,4717,1
11,4718,1
77,4719,1
35,4720,1
184,4721,1
18,4722,1
17,4723,1
184,4724,1
183,4725,1
18,4726,1
17,4727,1
83,4728,1
18,4729,1
82,4730,1
12,4731,1
18,4732,1
77,4733,1
107,4734,1
128,4735,1
62,4736,1
109,4737,1
107,4738,1
127,4739,1
98,4740,1
98,4741,1
44,4742,1
17,4743,1
11,4744,1
72,4745,1
36,4746,1
126,4747,1
91,4748,1
9,4749,1
11,4750,1
12,4751,1
9,4752,1
94,4753,1
8,4754,1
105,4755,1
139,4756,1
159,4757,1
11,4758,1
75,4759,1
172,4760,1
10,4761,1
10,4762,1
83,4763,1
11,4764,1
13,4765,1
77,4766,1
157,4767,1
18,4768,1
140,4769,1
12,4770,1
109,4771,1
11,4772,1
77,4773,1
28,4774,1
66,4775,1
11,4776,1
52,4777,1
18,4778,1
125,4779,1
167,4780,1
18,4781,1
171,4782,1
34,4783,1
155,4784,1
18,4785,1
124,4786,1
111,4787,1
18,4788,1
66,4789,1
18,4790,1
17,4791,1
70,4792,1
154,4793,1
18,4794,1
109,4795,1
70,4796,1
105,4797,1
97,4798,1
66,4799,1
156,4800,1
18,4801,1
142,4802,1
84,4803,1
111,4804,1
66,4805,1
66,4806,1
18,4807,1
70,4808,1
109,4809,1
66,4810,1
147,4811,1
156,4812,1
126,4813,1
107,4814,1
18,4815,1
18,4816,1
154,4817,1
68,4818,1
68,4819,1
3,4820,1
147,4821,1
70,4822,1
6,4823,1
158,4824,1
113,4825,1
107,4826,1
70,4827,1
47,4828,1
136,4829,1
83,4830,1
66,4831,1
18,4832,1
35,4833,1
18,4834,1
136,4835,1
142,4836,1
18,4837,1
77,4838,1
96,4839,1
17,4840,1
87,4841,1
128,4842,1
18,4843,1
127,4844,1
177,4845,1
64,4846,1
99,4847,1
17,4848,1
154,4849,1
153,4850,1
139,4851,1
18,4852,1
29,4853,1
18,4854,1
9,4855,1
18,4856,1
18,4857,1
8,4858,1
139,4859,1
17,4860,1
120,4861,1
99,4862,1
7,4863,1
9,4864,1
87,4865,1
140,4866,1
68,4867,1
81,4868,1
142,4869,1
66,4870,1
159,4871,1
109,4872,1
87,4873,1
76,4874,1
101,4875,1
142,4876,1
128,4877,1
113,4878,1
137,4879,1
152,4880,1
109,4881,1
9,4882,1
91,4883,1
18,4884,1
87,4885,1
1,4886,1
187,4887,1
18,4888,1
128,4889,1
172,4890,1
159,4891,1
152,4892,1
18,4893,1
177,4894,1
68,4895,1
114,4896,1
18,4897,1
94,4898,1
111,4899,1
36,4900,1
81,4901,1
66,4902,1
128,4903,1
109,4904,1
139,4905,1
50,4906,1
120,4907,1
136,4908,1
136,4909,1
177,4910,1
1,4911,1
126,4912,1
1,4913,1
73,4914,1
109,4915,1
18,4916,1
110,4917,1
162,4918,1
3,4919,1
50,4920,1
102,4921,1
159,4922,1
96,4923,1
18,4924,1
121,4925,1
109,4926,1
110,4927,1
121,4928,1
11,4929,1
11,4930,1
11,4931,1
11,4932,1
18,4933,1
50,4934,1
12,4935,1
167,4936,1
167,4937,1
29,4938,1
18,4939,1
128,4940,1
128,4941,1
128,4942,1
128,4943,1
172,4944,1
168,4945,1
35,4946,1
29,4947,1
125,4948,1
108,4949,1
50,4950,1
18,4951,1
18,4952,1
8,4953,1
18,4954,1
18,4955,1
99,4956,1
18,4957,1
175,4958,1
18,4959,1
38,4960,1
156,4961,1
159,4962,1
55,4963,1
18,4964,1
18,4965,1
18,4966,1
12,4967,1
162,4968,1
122,4969,1
43,4970,1
50,4971,1
111,4972,1
140,4973,1
99,4974,1
40,4975,1
68,4976,1
11,4977,1
155,4978,1
18,4979,1
114,4980,1
131,4981,1
87,4982,1
142,4983,1
68,4984,1
155,4985,1
98,4986,1
98,4987,1
111,4988,1
83,4989,1
35,4990,1
109,4991,1
102,4992,1
14,4993,1
11,4994,1
155,4995,1
17,4996,1
50,4997,1
107,4998,1
55,4999,1
140,5000,1
139,5001,1
72,5002,1
142,5003,1
158,5004,1
11,5005,1
6,5006,1
110,5007,1
43,5008,1
98,5009,1
96,5010,1
73,5011,1
177,5012,1
81,5013,1
113,5014,1
175,5015,1
18,5016,1
10,5017,1
139,5018,1
109,5019,1
19,5020,1
172,5021,1
139,5022,1
9,5023,1
70,5024,1
154,5025,1
84,5026,1
8,5027,1
18,5028,1
98,5029,1
68,5030,1
50,5031,1
139,5032,1
12,5033,1
172,5034,1
17,5035,1
172,5036,1
172,5037,1
18,5038,1
132,5039,1
11,5040,1
177,5041,1
142,5042,1
99,5043,1
18,5044,1
68,5045,1
78,5046,1
18,5047,1
186,5048,1
158,5049,1
12,5050,1
142,5051,1
124,5052,1
18,5053,1
12,5054,1
47,5055,1
18,5056,1
70,5057,1
68,5058,1
12,5059,1
12,5060,1
18,5061,1
18,5062,1
81,5063,1
158,5064,1
103,5065,1
87,5066,1
14,5067,1
50,5068,1
17,5069,1
137,5070,1
87,5071,1
12,5072,1
114,5073,1
128,5074,1
70,5075,1
151,5076,1
142,5077,1
158,5078,1
18,5079,1
9,5080,1
12,5081,1
75,5082,1
75,5083,1
11,5084,1
42,5085,1
132,5086,1
49,5087,1
120,5088,1
96,5089,1
128,5090,1
18,5091,1
65,5092,1
18,5093,1
45,5094,1
18,5095,1
18,5096,1
18,5097,1
109,5098,1
18,5099,1
83,5100,1
139,5101,1
155,5102,1
2,5103,1
103,5104,1
28,5105,1
122,5106,1
123,5107,1
137,5108,1
77,5109,1
120,5110,1
18,5111,1
18,5112,1
70,5113,1
18,5114,1
18,5115,1
18,5116,1
99,5117,1
18,5118,1
107,5119,1
18,5120,1
36,5121,1
34,5122,1
34,5123,1
162,5124,1
138,5125,1
18,5126,1
18,5127,1
18,5128,1
18,5129,1
154,5130,1
3,5131,1
18,5132,1
12,5133,1
171,5134,1
154,5135,1
81,5136,1
18,5137,1
187,5138,1
154,5139,1
18,5140,1
155,5141,1
138,5142,1
122,5143,1
103,5144,1
11,5145,1
134,5146,1
109,5147,1
154,5148,1
11,5149,1
145,5150,1
132,5151,1
32,5152,1
49,5153,1
96,5154,1
11,5155,1
109,5156,1
6,5157,1
105,5158,1
143,5159,1
109,5160,1
101,5161,1
18,5162,1
51,5163,1
18,5164,1
126,5165,1
99,5166,1
18,5167,1
18,5168,1
124,5169,1
155,5170,1
11,5171,1
87,5172,1
10,5173,1
40,5174,1
109,5175,1
87,5176,1
17,5177,1
18,5178,1
158,5179,1
17,5180,1
128,5181,1
142,5182,1
136,5183,1
40,5184,1
99,5185,1
98,5186,1
137,5187,1
17,5188,1
158,5189,1
99,5190,1
47,5191,1
15,5192,1
107,5193,1
53,5194,1
35,5195,1
172,5196,1
75,5197,1
66,5198,1
142,5199,1
43,5200,1
142,5201,1
160,5202,1
68,5203,1
15,5204,1
34,5205,1
109,5206,1
18,5207,1
18,5208,1
12,5209,1
155,5210,1
87,5211,1
124,5212,1
35,5213,1
14,5214,1
49,5215,1
145,5216,1
99,5217,1
134,5218,1
18,5219,1
120,5220,1
120,5221,1
102,5222,1
109,5223,1
118,5224,1
18,5225,1
14,5226,1
181,5227,1
8,5228,1
81,5229,1
81,5230,1
68,5231,1
125,5232,1
11,5233,1
102,5234,1
126,5235,1
140,5236,1
45,5237,1
118,5238,1
125,5239,1
125,5240,1
167,5241,1
109,5242,1
17,5243,1
154,5244,1
122,5245,1
122,5246,1
89,5247,1
12,5248,1
12,5249,1
156,5250,1
94,5251,1
98,5252,1
18,5253,1
18,5254,1
113,5255,1
113,5256,1
12,5257,1
11,5258,1
68,5259,1
68,5260,1
12,5261,1
17,5262,1
8,5263,1
17,5264,1
171,5265,1
124,5266,1
77,5267,1
154,5268,1
128,5269,1
139,5270,1
8,5271,1
11,5272,1
113,5273,1
11,5274,1
68,5275,1
96,5276,1
109,5277,1
107,5278,1
91,5279,1
18,5280,1
81,5281,1
17,5282,1
8,5283,1
18,5284,1
66,5285,1
142,5286,1
133,5287,1
120,5288,1
120,5289,1
17,5290,1
90,5291,1
90,5292,1
18,5293,1
18,5294,1
114,5295,1
17,5296,1
94,5297,1
147,5298,1
50,5299,1
91,5300,1
103,5301,1
155,5302,1
75,5303,1
159,5304,1
77,5305,1
155,5306,1
77,5307,1
155,5308,1
17,5309,1
72,5310,1
17,5311,1
139,5312,1
18,5313,1
145,5314,1
122,5315,1
17,5316,1
17,5317,1
68,5318,1
98,5319,1
138,5320,1
164,5321,1
17,5322,1
43,5323,1
66,5324,1
122,5325,1
87,5326,1
103,5327,1
18,5328,1
134,5329,1
11,5330,1
18,5331,1
18,5332,1
42,5333,1
18,5334,1
120,5335,1
83,5336,1
156,5337,1
83,5338,1
140,5339,1
96,5340,1
105,5341,1
83,5342,1
18,5343,1
155,5344,1
154,5345,1
153,5346,1
12,5347,1
177,5348,1
50,5349,1
172,5350,1
17,5351,1
134,5352,1
17,5353,1
142,5354,1
18,5355,1
109,5356,1
152,5357,1
109,5358,1
142,5359,1
77,5360,1
43,5361,1
77,5362,1
128,5363,1
154,5364,1
155,5365,1
66,5366,1
18,5367,1
167,5368,1
72,5369,1
87,5370,1
18,5371,1
147,5372,1
140,5373,1
120,5374,1
105,5375,1
111,5376,1
73,5377,1
120,5378,1
153,5379,1
140,5380,1
120,5381,1
142,5382,1
81,5383,1
12,5384,1
139,5385,1
139,5386,1
77,5387,1
81,5388,1
98,5389,1
11,5390,1
155,5391,1
109,5392,1
18,5393,1
50,5394,1
98,5395,1
50,5396,1
111,5397,1
133,5398,1
108,5399,1
18,5400,1
102,5401,1
18,5402,1
49,5403,1
81,5404,1
77,5405,1
155,5406,1
18,5407,1
109,5408,1
70,5409,1
124,5410,1
172,5411,1
81,5412,1
107,5413,1
36,5414,1
18,5415,1
75,5416,1
81,5417,1
18,5418,1
81,5419,1
34,5420,1
75,5421,1
142,5422,1
99,5423,1
70,5424,1
49,5425,1
11,5426,1
127,5427,1
17,5428,1
154,5429,1
138,5430,1
12,5431,1
64,5432,1
64,5433,1
42,5434,1
50,5435,1
17,5436,1
70,5437,1
137,5438,1
87,5439,1
18,5440,1
18,5441,1
5,5442,1
113,5443,1
113,5444,1
18,5445,1
120,5446,1
17,5447,1
158,5448,1
113,5449,1
120,5450,1
107,5451,1
168,5452,1
18,5453,1
114,5454,1
34,5455,1
43,5456,1
114,5457,1
114,5458,1
139,5459,1
131,5460,1
154,5461,1
72,5462,1
18,5463,1
136,5464,1
5,5465,1
18,5466,1
32,5467,1
18,5468,1
106,5469,1
128,5470,1
17,5471,1
126,5472,1
155,5473,1
66,5474,1
18,5475,1
32,5476,1
11,5477,1
11,5478,1
149,5479,1
18,5480,1
18,5481,1
78,5482,1
11,5483,1
139,5484,1
36,5485,1
157,5486,1
128,5487,1
36,5488,1
81,5489,1
18,5490,1
55,5491,1
29,5492,1
110,5493,1
158,5494,1
167,5495,1
15,5496,1
138,5497,1
70,5498,1
1,5499,1
91,5500,1
91,5501,1
18,5502,1
128,5503,1
83,5504,1
82,5505,1
109,5506,1
70,5507,1
61,5508,1
159,5509,1
137,5510,1
91,5511,1
99,5512,1
127,5513,1
140,5514,1
87,5515,1
34,5516,1
18,5517,1
128,5518,1
18,5519,1
18,5520,1
111,5521,1
18,5522,1
43,5523,1
142,5524,1
111,5525,1
12,5526,1
124,5527,1
11,5528,1
29,5529,1
17,5530,1
18,5531,1
73,5532,1
28,5533,1
18,5534,1
15,5535,1
68,5536,1
152,5537,1
145,5538,1
12,5539,1
75,5540,1
142,5541,1
75,5542,1
155,5543,1
127,5544,1
38,5545,1
177,5546,1
166,5547,1
66,5548,1
9,5549,1
87,5550,1
108,5551,1
158,5552,1
105,5553,1
128,5554,1
70,5555,1
111,5556,1
154,5557,1
158,5558,1
50,5559,1
143,5560,1
137,5561,1
18,5562,1
111,5563,1
18,5564,1
142,5565,1
142,5566,1
122,5567,1
11,5568,1
87,5569,1
34,5570,1
138,5571,1
142,5572,1
107,5573,1
107,5574,1
18,5575,1
68,5576,1
34,5577,1
35,5578,1
81,5579,1
121,5580,1
68,5581,1
132,5582,1
78,5583,1
113,5584,1
18,5585,1
11,5586,1
172,5587,1
68,5588,1
12,5589,1
96,5590,1
155,5591,1
80,5592,1
42,5593,1
55,5594,1
113,5595,1
99,5596,1
80,5597,1
155,5598,1
75,5599,1
64,5600,1
18,5601,1
11,5602,1
109,5603,1
99,5604,1
80,5605,1
109,5606,1
66,5607,1
66,5608,1
68,5609,1
12,5610,1
152,5611,1
18,5612,1
8,5613,1
11,5614,1
11,5615,1
1,5616,1
184,5617,1
159,5618,1
18,5619,1
142,5620,1
83,5621,1
18,5622,1
107,5623,1
162,5624,1
12,5625,1
140,5626,1
50,5627,1
70,5628,1
12,5629,1
166,5630,1
9,5631,1
18,5632,1
168,5633,1
18,5634,1
156,5635,1
94,5636,1
44,5637,1
133,5638,1
17,5639,1
107,5640,1
107,5641,1
17,5642,1
11,5643,1
159,5644,1
121,5645,1
155,5646,1
77,5647,1
58,5648,1
18,5649,1
17,5650,1
17,5651,1
155,5652,1
110,5653,1
11,5654,1
50,5655,1
1,5656,1
29,5657,1
29,5658,1
109,5659,1
17,5660,1
68,5661,1
18,5662,1
109,5663,1
78,5664,1
177,5665,1
164,5666,1
136,5667,1
77,5668,1
47,5669,1
34,5670,1
18,5671,1
107,5672,1
140,5673,1
68,5674,1
153,5675,1
28,5676,1
128,5677,1
12,5678,1
81,5679,1
18,5680,1
11,5681,1
111,5682,1
11,5683,1
171,5684,1
18,5685,1
149,5686,1
128,5687,1
111,5688,1
99,5689,1
2,5690,1
127,5691,1
177,5692,1
177,5693,1
80,5694,1
167,5695,1
35,5696,1
130,5697,1
94,5698,1
18,5699,1
156,5700,1
168,5701,1
154,5702,1
143,5703,1
132,5704,1
109,5705,1
18,5706,1
58,5707,1
87,5708,1
81,5709,1
81,5710,1
17,5711,1
94,5712,1
127,5713,1
81,5714,1
134,5715,1
70,5716,1
70,5717,1
18,5718,1
9,5719,1
18,5720,1
55,5721,1
18,5722,1
156,5723,1
11,5724,1
18,5725,1
64,5726,1
43,5727,1
107,5728,1
18,5729,1
17,5730,1
18,5731,1
49,5732,1
18,5733,1
