Município,Ano,RISP,RMBH,Número de Vítimas
ITUIUTABA,2017,9º RISP - Uberlândia,3) Interior de MG,546
ITUIUTABA,2018,9º RISP - Uberlândia,3) Interior de MG,592
ITUIUTABA,2019,9º RISP - Uberlândia,3) Interior de MG,607
ITUIUTABA,2020,9º Departamento - Uberlândia,3) Interior de MG,564
ITUIUTABA,2021,9º Departamento - Uberlândia,3) Interior de MG,572
ITUMIRIM,2014,6º RISP - Lavras,3) Interior de MG,39
ITUMIRIM,2015,6º RISP - Lavras,3) Interior de MG,37
ITUMIRIM,2016,6º RISP - Lavras,3) Interior de MG,46
ITUMIRIM,2017,6º RISP - Lavras,3) Interior de MG,28
ITUMIRIM,2018,6º RISP - Lavras,3) Interior de MG,18
ITUMIRIM,2019,6º RISP - Lavras,3) Interior de MG,28
ITUMIRIM,2020,6º Departamento - Lavras,3) Interior de MG,27
ITUMIRIM,2021,6º Departamento - Lavras,3) Interior de MG,44
ITURAMA,2014,5º RISP - Uberaba,3) Interior de MG,427
ITURAMA,2015,5º RISP - Uberaba,3) Interior de MG,455
ITURAMA,2016,5º RISP - Uberaba,3) Interior de MG,493
ITURAMA,2017,5º RISP - Uberaba,3) Interior de MG,520
ITURAMA,2018,5º RISP - Uberaba,3) Interior de MG,457
ITURAMA,2019,5º RISP - Uberaba,3) Interior de MG,408
ITURAMA,2020,5º Departamento - Uberaba,3) Interior de MG,397
ITURAMA,2021,5º Departamento - Uberaba,3) Interior de MG,387
ITUTINGA,2014,6º RISP - Lavras,3) Interior de MG,17
ITUTINGA,2015,6º RISP - Lavras,3) Interior de MG,20
ITUTINGA,2016,6º RISP - Lavras,3) Interior de MG,22
ITUTINGA,2017,6º RISP - Lavras,3) Interior de MG,20
ITUTINGA,2018,6º RISP - Lavras,3) Interior de MG,17
ITUTINGA,2019,6º RISP - Lavras,3) Interior de MG,27
ITUTINGA,2020,6º Departamento - Lavras,3) Interior de MG,22
ITUTINGA,2021,6º Departamento - Lavras,3) Interior de MG,22
JABOTICATUBAS,2014,3º RISP - Vespasiano,2) RMBH (sem BH),119
JABOTICATUBAS,2015,3º RISP - Vespasiano,2) RMBH (sem BH),114
JABOTICATUBAS,2016,3º RISP - Vespasiano,2) RMBH (sem BH),118
JABOTICATUBAS,2017,3º RISP - Vespasiano,2) RMBH (sem BH),121
JABOTICATUBAS,2018,3º RISP - Vespasiano,2) RMBH (sem BH),146
JABOTICATUBAS,2019,3º RISP - Vespasiano,2) RMBH (sem BH),139
JABOTICATUBAS,2020,3º Departamento - Vespasiano,2) RMBH (sem BH),120
JABOTICATUBAS,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),145
JACINTO,2014,15º RISP - Teófilo Otoni,3) Interior de MG,68
JACINTO,2015,15º RISP - Teófilo Otoni,3) Interior de MG,78
JACINTO,2016,15º RISP - Teófilo Otoni,3) Interior de MG,87
JACINTO,2017,15º RISP - Teófilo Otoni,3) Interior de MG,58
JACINTO,2018,15º RISP - Teófilo Otoni,3) Interior de MG,82
JACINTO,2019,15º RISP - Teófilo Otoni,3) Interior de MG,78
JACINTO,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,90
JACINTO,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,74
JACUI,2014,18º RISP - Poços de Caldas,3) Interior de MG,17
JACUI,2015,18º RISP - Poços de Caldas,3) Interior de MG,31
JACUI,2016,18º RISP - Poços de Caldas,3) Interior de MG,30
JACUI,2017,18º RISP - Poços de Caldas,3) Interior de MG,42
JACUI,2018,18º RISP - Poços de Caldas,3) Interior de MG,35
JACUI,2019,18º RISP - Poços de Caldas,3) Interior de MG,35
JACUI,2020,18º Departamento - Poços de Caldas,3) Interior de MG,34
JACUI,2021,18º Departamento - Poços de Caldas,3) Interior de MG,41
JACUTINGA,2014,17º RISP - Pouso Alegre,3) Interior de MG,163
JACUTINGA,2015,17º RISP - Pouso Alegre,3) Interior de MG,174
JACUTINGA,2016,17º RISP - Pouso Alegre,3) Interior de MG,123
JACUTINGA,2017,17º RISP - Pouso Alegre,3) Interior de MG,145
JACUTINGA,2018,17º RISP - Pouso Alegre,3) Interior de MG,147
JACUTINGA,2019,17º RISP - Pouso Alegre,3) Interior de MG,141
JACUTINGA,2020,17º Departamento - Pouso Alegre,3) Interior de MG,133
JACUTINGA,2021,17º Departamento - Pouso Alegre,3) Interior de MG,114
JAGUARACU,2014,12º RISP - Ipatinga,3) Interior de MG,12
JAGUARACU,2015,12º RISP - Ipatinga,3) Interior de MG,12
JAGUARACU,2016,12º RISP - Ipatinga,3) Interior de MG,13
JAGUARACU,2017,12º RISP - Ipatinga,3) Interior de MG,20
JAGUARACU,2018,12º RISP - Ipatinga,3) Interior de MG,18
JAGUARACU,2019,12º RISP - Ipatinga,3) Interior de MG,11
JAGUARACU,2020,12º Departamento - Ipatinga,3) Interior de MG,12
JAGUARACU,2021,12º Departamento - Ipatinga,3) Interior de MG,13
JAIBA,2014,11º RISP - Montes Claros,3) Interior de MG,224
JAIBA,2015,11º RISP - Montes Claros,3) Interior de MG,262
JAIBA,2016,11º RISP - Montes Claros,3) Interior de MG,196
JAIBA,2017,11º RISP - Montes Claros,3) Interior de MG,225
JAIBA,2018,11º RISP - Montes Claros,3) Interior de MG,214
JAIBA,2019,11º RISP - Montes Claros,3) Interior de MG,214
JAIBA,2020,11º Departamento - Montes Claros,3) Interior de MG,207
JAIBA,2021,11º Departamento - Montes Claros,3) Interior de MG,254
JAMPRUCA,2014,15º RISP - Teófilo Otoni,3) Interior de MG,23
JAMPRUCA,2015,15º RISP - Teófilo Otoni,3) Interior de MG,52
JAMPRUCA,2016,15º RISP - Teófilo Otoni,3) Interior de MG,41
JAMPRUCA,2017,15º RISP - Teófilo Otoni,3) Interior de MG,36
JAMPRUCA,2018,15º RISP - Teófilo Otoni,3) Interior de MG,36
JAMPRUCA,2019,15º RISP - Teófilo Otoni,3) Interior de MG,45
JAMPRUCA,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,38
JAMPRUCA,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,49
JANAUBA,2014,11º RISP - Montes Claros,3) Interior de MG,648
JANAUBA,2015,11º RISP - Montes Claros,3) Interior de MG,563
JANAUBA,2016,11º RISP - Montes Claros,3) Interior de MG,504
JANAUBA,2017,11º RISP - Montes Claros,3) Interior de MG,460
JANAUBA,2018,11º RISP - Montes Claros,3) Interior de MG,455
JANAUBA,2019,11º RISP - Montes Claros,3) Interior de MG,512
JANAUBA,2020,11º Departamento - Montes Claros,3) Interior de MG,452
JANAUBA,2021,11º Departamento - Montes Claros,3) Interior de MG,511
JANUARIA,2014,11º RISP - Montes Claros,3) Interior de MG,545
JANUARIA,2015,11º RISP - Montes Claros,3) Interior de MG,592
JANUARIA,2016,11º RISP - Montes Claros,3) Interior de MG,555
JANUARIA,2017,11º RISP - Montes Claros,3) Interior de MG,556
JANUARIA,2018,11º RISP - Montes Claros,3) Interior de MG,497
JANUARIA,2019,11º RISP - Montes Claros,3) Interior de MG,495
JANUARIA,2020,11º Departamento - Montes Claros,3) Interior de MG,480
JANUARIA,2021,11º Departamento - Montes Claros,3) Interior de MG,515
JAPARAIBA,2014,7º RISP - Divinópolis,3) Interior de MG,38
JAPARAIBA,2015,7º RISP - Divinópolis,3) Interior de MG,30
JAPARAIBA,2016,7º RISP - Divinópolis,3) Interior de MG,21
JAPARAIBA,2017,7º RISP - Divinópolis,3) Interior de MG,22
JAPARAIBA,2018,7º RISP - Divinópolis,3) Interior de MG,17
JAPARAIBA,2019,7º RISP - Divinópolis,3) Interior de MG,24
JAPARAIBA,2020,7º Departamento - Divinópolis,3) Interior de MG,27
JAPARAIBA,2021,7º Departamento - Divinópolis,3) Interior de MG,20
JAPONVAR,2014,11º RISP - Montes Claros,3) Interior de MG,49
JAPONVAR,2015,11º RISP - Montes Claros,3) Interior de MG,35
JAPONVAR,2016,11º RISP - Montes Claros,3) Interior de MG,44
JAPONVAR,2017,11º RISP - Montes Claros,3) Interior de MG,42
JAPONVAR,2018,11º RISP - Montes Claros,3) Interior de MG,36
JAPONVAR,2019,11º RISP - Montes Claros,3) Interior de MG,33
JAPONVAR,2020,11º Departamento - Montes Claros,3) Interior de MG,21
JAPONVAR,2021,11º Departamento - Montes Claros,3) Interior de MG,36
JECEABA,2014,13º RISP - Barbacena,3) Interior de MG,27
JECEABA,2015,13º RISP - Barbacena,3) Interior de MG,33
JECEABA,2016,13º RISP - Barbacena,3) Interior de MG,51
JECEABA,2017,13º RISP - Barbacena,3) Interior de MG,46
JECEABA,2018,13º RISP - Barbacena,3) Interior de MG,41
JECEABA,2019,13º RISP - Barbacena,3) Interior de MG,59
JECEABA,2020,13º Departamento - Barbacena,3) Interior de MG,43
JECEABA,2021,13º Departamento - Barbacena,3) Interior de MG,45
JENIPAPO DE MINAS,2014,14º RISP - Curvelo,3) Interior de MG,38
JENIPAPO DE MINAS,2015,14º RISP - Curvelo,3) Interior de MG,57
JENIPAPO DE MINAS,2016,14º RISP - Curvelo,3) Interior de MG,42
JENIPAPO DE MINAS,2017,14º RISP - Curvelo,3) Interior de MG,52
JENIPAPO DE MINAS,2018,14º RISP - Curvelo,3) Interior de MG,45
JENIPAPO DE MINAS,2019,14º RISP - Curvelo,3) Interior de MG,39
JENIPAPO DE MINAS,2020,14º Departamento - Curvelo,3) Interior de MG,36
JENIPAPO DE MINAS,2021,14º Departamento - Curvelo,3) Interior de MG,23
JEQUERI,2014,12º RISP - Ipatinga,3) Interior de MG,62
JEQUERI,2015,12º RISP - Ipatinga,3) Interior de MG,70
JEQUERI,2016,12º RISP - Ipatinga,3) Interior de MG,65
JEQUERI,2017,12º RISP - Ipatinga,3) Interior de MG,93
JEQUERI,2018,12º RISP - Ipatinga,3) Interior de MG,84
JEQUERI,2019,12º RISP - Ipatinga,3) Interior de MG,82
JEQUERI,2020,12º Departamento - Ipatinga,3) Interior de MG,72
JEQUERI,2021,12º Departamento - Ipatinga,3) Interior de MG,92
JEQUITAI,2014,14º RISP - Curvelo,3) Interior de MG,86
JEQUITAI,2015,14º RISP - Curvelo,3) Interior de MG,59
JEQUITAI,2016,14º RISP - Curvelo,3) Interior de MG,77
JEQUITAI,2017,14º RISP - Curvelo,3) Interior de MG,72
JEQUITAI,2018,14º RISP - Curvelo,3) Interior de MG,46
JEQUITAI,2019,14º RISP - Curvelo,3) Interior de MG,53
JEQUITAI,2020,14º Departamento - Curvelo,3) Interior de MG,60
JEQUITAI,2021,14º Departamento - Curvelo,3) Interior de MG,44
JEQUITIBA,2014,19º RISP - Sete Lagoas,3) Interior de MG,44
JEQUITIBA,2015,19º RISP - Sete Lagoas,3) Interior de MG,33
JEQUITIBA,2016,19º RISP - Sete Lagoas,3) Interior de MG,37
JEQUITIBA,2017,19º RISP - Sete Lagoas,3) Interior de MG,55
JEQUITIBA,2018,19º RISP - Sete Lagoas,3) Interior de MG,49
JEQUITIBA,2019,19º RISP - Sete Lagoas,3) Interior de MG,48
JEQUITIBA,2020,19º Departamento - Sete Lagoas,3) Interior de MG,40
JEQUITIBA,2021,19º Departamento - Sete Lagoas,3) Interior de MG,42
JEQUITINHONHA,2014,15º RISP - Teófilo Otoni,3) Interior de MG,230
JEQUITINHONHA,2015,15º RISP - Teófilo Otoni,3) Interior de MG,279
JEQUITINHONHA,2016,15º RISP - Teófilo Otoni,3) Interior de MG,259
JEQUITINHONHA,2017,15º RISP - Teófilo Otoni,3) Interior de MG,225
JEQUITINHONHA,2018,15º RISP - Teófilo Otoni,3) Interior de MG,265
JEQUITINHONHA,2019,15º RISP - Teófilo Otoni,3) Interior de MG,210
JEQUITINHONHA,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,191
JEQUITINHONHA,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,199
JESUANIA,2014,6º RISP - Lavras,3) Interior de MG,21
JESUANIA,2015,6º RISP - Lavras,3) Interior de MG,31
JESUANIA,2016,6º RISP - Lavras,3) Interior de MG,28
JESUANIA,2017,6º RISP - Lavras,3) Interior de MG,29
JESUANIA,2018,6º RISP - Lavras,3) Interior de MG,32
JESUANIA,2019,6º RISP - Lavras,3) Interior de MG,30
JESUANIA,2020,6º Departamento - Lavras,3) Interior de MG,37
JESUANIA,2021,6º Departamento - Lavras,3) Interior de MG,33
JOAIMA,2014,15º RISP - Teófilo Otoni,3) Interior de MG,81
JOAIMA,2015,15º RISP - Teófilo Otoni,3) Interior de MG,82
JOAIMA,2016,15º RISP - Teófilo Otoni,3) Interior de MG,76
JOAIMA,2017,15º RISP - Teófilo Otoni,3) Interior de MG,81
JOAIMA,2018,15º RISP - Teófilo Otoni,3) Interior de MG,60
JOAIMA,2019,15º RISP - Teófilo Otoni,3) Interior de MG,67
JOAIMA,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,59
JOAIMA,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,76
JOANESIA,2014,12º RISP - Ipatinga,3) Interior de MG,16
JOANESIA,2015,12º RISP - Ipatinga,3) Interior de MG,18
JOANESIA,2016,12º RISP - Ipatinga,3) Interior de MG,20
JOANESIA,2017,12º RISP - Ipatinga,3) Interior de MG,24
JOANESIA,2018,12º RISP - Ipatinga,3) Interior de MG,22
JOANESIA,2019,12º RISP - Ipatinga,3) Interior de MG,31
JOANESIA,2020,12º Departamento - Ipatinga,3) Interior de MG,18
JOANESIA,2021,12º Departamento - Ipatinga,3) Interior de MG,17
JOAO MONLEVADE,2014,12º RISP - Ipatinga,3) Interior de MG,617
JOAO MONLEVADE,2015,12º RISP - Ipatinga,3) Interior de MG,654
JOAO MONLEVADE,2016,12º RISP - Ipatinga,3) Interior de MG,607
JOAO MONLEVADE,2017,12º RISP - Ipatinga,3) Interior de MG,604
JOAO MONLEVADE,2018,12º RISP - Ipatinga,3) Interior de MG,613
JOAO MONLEVADE,2019,12º RISP - Ipatinga,3) Interior de MG,571
JOAO MONLEVADE,2020,12º Departamento - Ipatinga,3) Interior de MG,601
JOAO MONLEVADE,2021,12º Departamento - Ipatinga,3) Interior de MG,634
JOAO PINHEIRO,2014,16º RISP - Unaí,3) Interior de MG,378
JOAO PINHEIRO,2015,16º RISP - Unaí,3) Interior de MG,382
JOAO PINHEIRO,2016,16º RISP - Unaí,3) Interior de MG,395
JOAO PINHEIRO,2017,16º RISP - Unaí,3) Interior de MG,345
JOAO PINHEIRO,2018,16º RISP - Unaí,3) Interior de MG,278
JOAO PINHEIRO,2019,16º RISP - Unaí,3) Interior de MG,285
JOAO PINHEIRO,2020,16º Departamento - Unaí,3) Interior de MG,254
JOAO PINHEIRO,2021,16º Departamento - Unaí,3) Interior de MG,279
JOAQUIM FELICIO,2014,14º RISP - Curvelo,3) Interior de MG,25
JOAQUIM FELICIO,2015,14º RISP - Curvelo,3) Interior de MG,18
JOAQUIM FELICIO,2016,14º RISP - Curvelo,3) Interior de MG,18
JOAQUIM FELICIO,2017,14º RISP - Curvelo,3) Interior de MG,22
JOAQUIM FELICIO,2018,14º RISP - Curvelo,3) Interior de MG,24
JOAQUIM FELICIO,2019,14º RISP - Curvelo,3) Interior de MG,22
JOAQUIM FELICIO,2020,14º Departamento - Curvelo,3) Interior de MG,14
JOAQUIM FELICIO,2021,14º Departamento - Curvelo,3) Interior de MG,24
JORDANIA,2014,15º RISP - Teófilo Otoni,3) Interior de MG,31
JORDANIA,2015,15º RISP - Teófilo Otoni,3) Interior de MG,27
JORDANIA,2016,15º RISP - Teófilo Otoni,3) Interior de MG,32
JORDANIA,2017,15º RISP - Teófilo Otoni,3) Interior de MG,29
JORDANIA,2018,15º RISP - Teófilo Otoni,3) Interior de MG,36
JORDANIA,2019,15º RISP - Teófilo Otoni,3) Interior de MG,44
JORDANIA,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,29
JORDANIA,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,39
JOSE GONCALVES DE MINAS,2014,14º RISP - Curvelo,3) Interior de MG,15
JOSE GONCALVES DE MINAS,2015,14º RISP - Curvelo,3) Interior de MG,4
JOSE GONCALVES DE MINAS,2016,14º RISP - Curvelo,3) Interior de MG,12
JOSE GONCALVES DE MINAS,2017,14º RISP - Curvelo,3) Interior de MG,13
JOSE GONCALVES DE MINAS,2018,14º RISP - Curvelo,3) Interior de MG,14
JOSE GONCALVES DE MINAS,2019,14º RISP - Curvelo,3) Interior de MG,10
JOSE GONCALVES DE MINAS,2020,14º Departamento - Curvelo,3) Interior de MG,17
JOSE GONCALVES DE MINAS,2021,14º Departamento - Curvelo,3) Interior de MG,18
JOSE RAYDAN,2014,8º RISP - Governador Valadares,3) Interior de MG,23
JOSE RAYDAN,2015,8º RISP - Governador Valadares,3) Interior de MG,26
JOSE RAYDAN,2016,8º RISP - Governador Valadares,3) Interior de MG,28
JOSE RAYDAN,2017,8º RISP - Governador Valadares,3) Interior de MG,17
JOSE RAYDAN,2018,8º RISP - Governador Valadares,3) Interior de MG,9
JOSE RAYDAN,2019,8º RISP - Governador Valadares,3) Interior de MG,26
JOSE RAYDAN,2020,8º Departamento - Governador Valadares,3) Interior de MG,21
JOSE RAYDAN,2021,8º Departamento - Governador Valadares,3) Interior de MG,26
JOSENOPOLIS,2014,11º RISP - Montes Claros,3) Interior de MG,11
JOSENOPOLIS,2015,11º RISP - Montes Claros,3) Interior de MG,16
JOSENOPOLIS,2016,11º RISP - Montes Claros,3) Interior de MG,24
JOSENOPOLIS,2017,11º RISP - Montes Claros,3) Interior de MG,24
JOSENOPOLIS,2018,11º RISP - Montes Claros,3) Interior de MG,28
JOSENOPOLIS,2019,11º RISP - Montes Claros,3) Interior de MG,11
JOSENOPOLIS,2020,11º Departamento - Montes Claros,3) Interior de MG,25
JOSENOPOLIS,2021,11º Departamento - Montes Claros,3) Interior de MG,11
JUATUBA,2014,2º RISP - Contagem,2) RMBH (sem BH),229
JUATUBA,2015,2º RISP - Contagem,2) RMBH (sem BH),235
JUATUBA,2016,2º RISP - Contagem,2) RMBH (sem BH),248
JUATUBA,2017,2º RISP - Contagem,2) RMBH (sem BH),218
JUATUBA,2018,2º RISP - Contagem,2) RMBH (sem BH),242
JUATUBA,2019,2º RISP - Contagem,2) RMBH (sem BH),241
JUATUBA,2020,2º Departamento - Contagem,2) RMBH (sem BH),327
JUATUBA,2021,2º Departamento - Contagem,2) RMBH (sem BH),260
JUIZ DE FORA,2014,4º RISP - Juiz de Fora,3) Interior de MG,6027
JUIZ DE FORA,2015,4º RISP - Juiz de Fora,3) Interior de MG,5412
JUIZ DE FORA,2016,4º RISP - Juiz de Fora,3) Interior de MG,5177
JUIZ DE FORA,2017,4º RISP - Juiz de Fora,3) Interior de MG,5020
JUIZ DE FORA,2018,4º RISP - Juiz de Fora,3) Interior de MG,5145
JUIZ DE FORA,2019,4º RISP - Juiz de Fora,3) Interior de MG,5001
JUIZ DE FORA,2020,4º Departamento - Juiz de Fora,3) Interior de MG,4459
JUIZ DE FORA,2021,4º Departamento - Juiz de Fora,3) Interior de MG,4580
JURAMENTO,2014,11º RISP - Montes Claros,3) Interior de MG,27
JURAMENTO,2015,11º RISP - Montes Claros,3) Interior de MG,38
JURAMENTO,2016,11º RISP - Montes Claros,3) Interior de MG,32
JURAMENTO,2017,11º RISP - Montes Claros,3) Interior de MG,16
JURAMENTO,2018,11º RISP - Montes Claros,3) Interior de MG,35
JURAMENTO,2019,11º RISP - Montes Claros,3) Interior de MG,26
JURAMENTO,2020,11º Departamento - Montes Claros,3) Interior de MG,26
JURAMENTO,2021,11º Departamento - Montes Claros,3) Interior de MG,29
JURUAIA,2014,18º RISP - Poços de Caldas,3) Interior de MG,31
JURUAIA,2015,18º RISP - Poços de Caldas,3) Interior de MG,43
JURUAIA,2016,18º RISP - Poços de Caldas,3) Interior de MG,51
JURUAIA,2017,18º RISP - Poços de Caldas,3) Interior de MG,42
JURUAIA,2018,18º RISP - Poços de Caldas,3) Interior de MG,42
JURUAIA,2019,18º RISP - Poços de Caldas,3) Interior de MG,47
JURUAIA,2020,18º Departamento - Poços de Caldas,3) Interior de MG,49
JURUAIA,2021,18º Departamento - Poços de Caldas,3) Interior de MG,27
JUVENILIA,2014,11º RISP - Montes Claros,3) Interior de MG,36
JUVENILIA,2015,11º RISP - Montes Claros,3) Interior de MG,9
JUVENILIA,2016,11º RISP - Montes Claros,3) Interior de MG,12
JUVENILIA,2017,11º RISP - Montes Claros,3) Interior de MG,23
JUVENILIA,2018,11º RISP - Montes Claros,3) Interior de MG,15
JUVENILIA,2019,11º RISP - Montes Claros,3) Interior de MG,16
JUVENILIA,2020,11º Departamento - Montes Claros,3) Interior de MG,14
JUVENILIA,2021,11º Departamento - Montes Claros,3) Interior de MG,24
LADAINHA,2014,15º RISP - Teófilo Otoni,3) Interior de MG,95
LADAINHA,2015,15º RISP - Teófilo Otoni,3) Interior de MG,77
LADAINHA,2016,15º RISP - Teófilo Otoni,3) Interior de MG,78
LADAINHA,2017,15º RISP - Teófilo Otoni,3) Interior de MG,64
LADAINHA,2018,15º RISP - Teófilo Otoni,3) Interior de MG,84
LADAINHA,2019,15º RISP - Teófilo Otoni,3) Interior de MG,95
LADAINHA,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,74
LADAINHA,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,79
LAGAMAR,2014,10º RISP - Patos de Minas,3) Interior de MG,15
LAGAMAR,2015,10º RISP - Patos de Minas,3) Interior de MG,24
LAGAMAR,2016,10º RISP - Patos de Minas,3) Interior de MG,25
LAGAMAR,2017,10º RISP - Patos de Minas,3) Interior de MG,25
LAGAMAR,2018,10º RISP - Patos de Minas,3) Interior de MG,10
LAGAMAR,2019,10º RISP - Patos de Minas,3) Interior de MG,25
LAGAMAR,2020,10º Departamento - Patos de Minas,3) Interior de MG,36
LAGAMAR,2021,10º Departamento - Patos de Minas,3) Interior de MG,36
LAGOA DA PRATA,2014,7º RISP - Divinópolis,3) Interior de MG,470
LAGOA DA PRATA,2015,7º RISP - Divinópolis,3) Interior de MG,427
LAGOA DA PRATA,2016,7º RISP - Divinópolis,3) Interior de MG,470
LAGOA DA PRATA,2017,7º RISP - Divinópolis,3) Interior de MG,397
LAGOA DA PRATA,2018,7º RISP - Divinópolis,3) Interior de MG,440
LAGOA DA PRATA,2019,7º RISP - Divinópolis,3) Interior de MG,472
LAGOA DA PRATA,2020,7º Departamento - Divinópolis,3) Interior de MG,537
LAGOA DA PRATA,2021,7º Departamento - Divinópolis,3) Interior de MG,473
LAGOA DOS PATOS,2014,11º RISP - Montes Claros,3) Interior de MG,24
LAGOA DOS PATOS,2015,11º RISP - Montes Claros,3) Interior de MG,28
LAGOA DOS PATOS,2016,11º RISP - Montes Claros,3) Interior de MG,21
LAGOA DOS PATOS,2017,11º RISP - Montes Claros,3) Interior de MG,26
LAGOA DOS PATOS,2018,11º RISP - Montes Claros,3) Interior de MG,34
LAGOA DOS PATOS,2019,11º RISP - Montes Claros,3) Interior de MG,17
LAGOA DOS PATOS,2020,11º Departamento - Montes Claros,3) Interior de MG,29
LAGOA DOS PATOS,2021,11º Departamento - Montes Claros,3) Interior de MG,22
LAGOA DOURADA,2014,13º RISP - Barbacena,3) Interior de MG,52
LAGOA DOURADA,2015,13º RISP - Barbacena,3) Interior de MG,40
LAGOA DOURADA,2016,13º RISP - Barbacena,3) Interior de MG,46
LAGOA DOURADA,2017,13º RISP - Barbacena,3) Interior de MG,44
LAGOA DOURADA,2018,13º RISP - Barbacena,3) Interior de MG,41
LAGOA DOURADA,2019,13º RISP - Barbacena,3) Interior de MG,65
LAGOA DOURADA,2020,13º Departamento - Barbacena,3) Interior de MG,62
LAGOA DOURADA,2021,13º Departamento - Barbacena,3) Interior de MG,31
LAGOA FORMOSA,2014,10º RISP - Patos de Minas,3) Interior de MG,125
LAGOA FORMOSA,2015,10º RISP - Patos de Minas,3) Interior de MG,151
LAGOA FORMOSA,2016,10º RISP - Patos de Minas,3) Interior de MG,143
LAGOA FORMOSA,2017,10º RISP - Patos de Minas,3) Interior de MG,133
LAGOA FORMOSA,2018,10º RISP - Patos de Minas,3) Interior de MG,123
LAGOA FORMOSA,2019,10º RISP - Patos de Minas,3) Interior de MG,134
LAGOA FORMOSA,2020,10º Departamento - Patos de Minas,3) Interior de MG,124
LAGOA FORMOSA,2021,10º Departamento - Patos de Minas,3) Interior de MG,125
LAGOA GRANDE,2014,10º RISP - Patos de Minas,3) Interior de MG,98
LAGOA GRANDE,2015,10º RISP - Patos de Minas,3) Interior de MG,93
LAGOA GRANDE,2016,10º RISP - Patos de Minas,3) Interior de MG,94
LAGOA GRANDE,2017,10º RISP - Patos de Minas,3) Interior de MG,91
LAGOA GRANDE,2018,10º RISP - Patos de Minas,3) Interior de MG,76
LAGOA GRANDE,2019,10º RISP - Patos de Minas,3) Interior de MG,62
LAGOA GRANDE,2020,10º Departamento - Patos de Minas,3) Interior de MG,71
LAGOA GRANDE,2021,10º Departamento - Patos de Minas,3) Interior de MG,61
LAGOA SANTA,2014,3º RISP - Vespasiano,2) RMBH (sem BH),504
LAGOA SANTA,2015,3º RISP - Vespasiano,2) RMBH (sem BH),598
LAGOA SANTA,2016,3º RISP - Vespasiano,2) RMBH (sem BH),590
LAGOA SANTA,2017,3º RISP - Vespasiano,2) RMBH (sem BH),548
LAGOA SANTA,2018,3º RISP - Vespasiano,2) RMBH (sem BH),430
LAGOA SANTA,2019,3º RISP - Vespasiano,2) RMBH (sem BH),446
LAGOA SANTA,2020,3º Departamento - Vespasiano,2) RMBH (sem BH),457
LAGOA SANTA,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),527
LAJINHA,2014,12º RISP - Ipatinga,3) Interior de MG,139
LAJINHA,2015,12º RISP - Ipatinga,3) Interior de MG,129
LAJINHA,2016,12º RISP - Ipatinga,3) Interior de MG,110
LAJINHA,2017,12º RISP - Ipatinga,3) Interior de MG,124
LAJINHA,2018,12º RISP - Ipatinga,3) Interior de MG,154
LAJINHA,2019,12º RISP - Ipatinga,3) Interior de MG,132
LAJINHA,2020,12º Departamento - Ipatinga,3) Interior de MG,127
LAJINHA,2021,12º Departamento - Ipatinga,3) Interior de MG,117
LAMBARI,2014,6º RISP - Lavras,3) Interior de MG,120
LAMBARI,2015,6º RISP - Lavras,3) Interior de MG,146
LAMBARI,2016,6º RISP - Lavras,3) Interior de MG,133
LAMBARI,2017,6º RISP - Lavras,3) Interior de MG,97
LAMBARI,2018,6º RISP - Lavras,3) Interior de MG,110
LAMBARI,2019,6º RISP - Lavras,3) Interior de MG,100
LAMBARI,2020,6º Departamento - Lavras,3) Interior de MG,100
LAMBARI,2021,6º Departamento - Lavras,3) Interior de MG,77
LAMIM,2014,13º RISP - Barbacena,3) Interior de MG,13
LAMIM,2015,13º RISP - Barbacena,3) Interior de MG,10
LAMIM,2016,13º RISP - Barbacena,3) Interior de MG,14
LAMIM,2017,13º RISP - Barbacena,3) Interior de MG,17
LAMIM,2018,13º RISP - Barbacena,3) Interior de MG,9
LAMIM,2019,13º RISP - Barbacena,3) Interior de MG,17
LAMIM,2020,13º Departamento - Barbacena,3) Interior de MG,13
LAMIM,2021,13º Departamento - Barbacena,3) Interior de MG,18
LARANJAL,2014,4º RISP - Juiz de Fora,3) Interior de MG,21
LARANJAL,2015,4º RISP - Juiz de Fora,3) Interior de MG,32
LARANJAL,2016,4º RISP - Juiz de Fora,3) Interior de MG,48
LARANJAL,2017,4º RISP - Juiz de Fora,3) Interior de MG,38
LARANJAL,2018,4º RISP - Juiz de Fora,3) Interior de MG,44
LARANJAL,2019,4º RISP - Juiz de Fora,3) Interior de MG,41
LARANJAL,2020,4º Departamento - Juiz de Fora,3) Interior de MG,46
LARANJAL,2021,4º Departamento - Juiz de Fora,3) Interior de MG,43
