Município,Ano,RISP,RMBH,Número de Vítimas
AREADO,2019,18º RISP - Poços de Caldas,3) Interior de MG,92
AREADO,2020,18º Departamento - Poços de Caldas,3) Interior de MG,111
AREADO,2021,18º Departamento - Poços de Caldas,3) Interior de MG,89
ARGIRITA,2014,4º RISP - Juiz de Fora,3) Interior de MG,12
ARGIRITA,2015,4º RISP - Juiz de Fora,3) Interior de MG,8
ARGIRITA,2016,4º RISP - Juiz de Fora,3) Interior de MG,13
ARGIRITA,2017,4º RISP - Juiz de Fora,3) Interior de MG,26
ARGIRITA,2018,4º RISP - Juiz de Fora,3) Interior de MG,17
ARGIRITA,2019,4º RISP - Juiz de Fora,3) Interior de MG,15
ARGIRITA,2020,4º Departamento - Juiz de Fora,3) Interior de MG,20
ARGIRITA,2021,4º Departamento - Juiz de Fora,3) Interior de MG,17
ARICANDUVA,2014,14º RISP - Curvelo,3) Interior de MG,15
ARICANDUVA,2015,14º RISP - Curvelo,3) Interior de MG,21
ARICANDUVA,2016,14º RISP - Curvelo,3) Interior de MG,13
ARICANDUVA,2017,14º RISP - Curvelo,3) Interior de MG,23
ARICANDUVA,2018,14º RISP - Curvelo,3) Interior de MG,14
ARICANDUVA,2019,14º RISP - Curvelo,3) Interior de MG,17
ARICANDUVA,2020,14º Departamento - Curvelo,3) Interior de MG,26
ARICANDUVA,2021,14º Departamento - Curvelo,3) Interior de MG,28
ARINOS,2014,16º RISP - Unaí,3) Interior de MG,136
ARINOS,2015,16º RISP - Unaí,3) Interior de MG,144
ARINOS,2016,16º RISP - Unaí,3) Interior de MG,169
ARINOS,2017,16º RISP - Unaí,3) Interior de MG,176
ARINOS,2018,16º RISP - Unaí,3) Interior de MG,146
ARINOS,2019,16º RISP - Unaí,3) Interior de MG,131
ARINOS,2020,16º Departamento - Unaí,3) Interior de MG,136
ARINOS,2021,16º Departamento - Unaí,3) Interior de MG,124
ASTOLFO DUTRA,2014,4º RISP - Juiz de Fora,3) Interior de MG,64
ASTOLFO DUTRA,2015,4º RISP - Juiz de Fora,3) Interior de MG,51
ASTOLFO DUTRA,2016,4º RISP - Juiz de Fora,3) Interior de MG,78
ASTOLFO DUTRA,2017,4º RISP - Juiz de Fora,3) Interior de MG,49
ASTOLFO DUTRA,2018,4º RISP - Juiz de Fora,3) Interior de MG,69
ASTOLFO DUTRA,2019,4º RISP - Juiz de Fora,3) Interior de MG,44
ASTOLFO DUTRA,2020,4º Departamento - Juiz de Fora,3) Interior de MG,37
ASTOLFO DUTRA,2021,4º Departamento - Juiz de Fora,3) Interior de MG,58
ATALEIA,2014,15º RISP - Teófilo Otoni,3) Interior de MG,79
ATALEIA,2015,15º RISP - Teófilo Otoni,3) Interior de MG,79
ATALEIA,2016,15º RISP - Teófilo Otoni,3) Interior de MG,72
ATALEIA,2017,15º RISP - Teófilo Otoni,3) Interior de MG,94
ATALEIA,2018,15º RISP - Teófilo Otoni,3) Interior de MG,102
ATALEIA,2019,15º RISP - Teófilo Otoni,3) Interior de MG,73
ATALEIA,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,76
ATALEIA,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,79
AUGUSTO DE LIMA,2014,14º RISP - Curvelo,3) Interior de MG,44
AUGUSTO DE LIMA,2015,14º RISP - Curvelo,3) Interior de MG,34
AUGUSTO DE LIMA,2016,14º RISP - Curvelo,3) Interior de MG,22
AUGUSTO DE LIMA,2017,14º RISP - Curvelo,3) Interior de MG,29
AUGUSTO DE LIMA,2018,14º RISP - Curvelo,3) Interior de MG,26
AUGUSTO DE LIMA,2019,14º RISP - Curvelo,3) Interior de MG,18
AUGUSTO DE LIMA,2020,14º Departamento - Curvelo,3) Interior de MG,29
AUGUSTO DE LIMA,2021,14º Departamento - Curvelo,3) Interior de MG,38
BAEPENDI,2014,17º RISP - Pouso Alegre,3) Interior de MG,101
BAEPENDI,2015,17º RISP - Pouso Alegre,3) Interior de MG,78
BAEPENDI,2016,17º RISP - Pouso Alegre,3) Interior de MG,129
BAEPENDI,2017,17º RISP - Pouso Alegre,3) Interior de MG,99
BAEPENDI,2018,17º RISP - Pouso Alegre,3) Interior de MG,97
BAEPENDI,2019,17º RISP - Pouso Alegre,3) Interior de MG,107
BAEPENDI,2020,17º Departamento - Pouso Alegre,3) Interior de MG,101
BAEPENDI,2021,17º Departamento - Pouso Alegre,3) Interior de MG,80
BALDIM,2014,19º RISP - Sete Lagoas,2) RMBH (sem BH),56
BALDIM,2015,19º RISP - Sete Lagoas,2) RMBH (sem BH),49
BALDIM,2016,19º RISP - Sete Lagoas,2) RMBH (sem BH),63
BALDIM,2017,19º RISP - Sete Lagoas,2) RMBH (sem BH),78
BALDIM,2018,19º RISP - Sete Lagoas,2) RMBH (sem BH),90
BALDIM,2019,19º RISP - Sete Lagoas,2) RMBH (sem BH),63
BALDIM,2020,19º Departamento - Sete Lagoas,2) RMBH (sem BH),56
BALDIM,2021,19º Departamento - Sete Lagoas,2) RMBH (sem BH),60
BAMBUI,2014,7º RISP - Divinópolis,3) Interior de MG,219
BAMBUI,2015,7º RISP - Divinópolis,3) Interior de MG,177
BAMBUI,2016,7º RISP - Divinópolis,3) Interior de MG,175
BAMBUI,2017,7º RISP - Divinópolis,3) Interior de MG,165
BAMBUI,2018,7º RISP - Divinópolis,3) Interior de MG,206
BAMBUI,2019,7º RISP - Divinópolis,3) Interior de MG,188
BAMBUI,2020,7º Departamento - Divinópolis,3) Interior de MG,163
BAMBUI,2021,7º Departamento - Divinópolis,3) Interior de MG,143
BANDEIRA,2014,15º RISP - Teófilo Otoni,3) Interior de MG,19
BANDEIRA,2015,15º RISP - Teófilo Otoni,3) Interior de MG,15
BANDEIRA,2016,15º RISP - Teófilo Otoni,3) Interior de MG,19
BANDEIRA,2017,15º RISP - Teófilo Otoni,3) Interior de MG,14
BANDEIRA,2018,15º RISP - Teófilo Otoni,3) Interior de MG,25
BANDEIRA,2019,15º RISP - Teófilo Otoni,3) Interior de MG,18
BANDEIRA,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,13
BANDEIRA,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,22
BANDEIRA DO SUL,2014,18º RISP - Poços de Caldas,3) Interior de MG,29
BANDEIRA DO SUL,2015,18º RISP - Poços de Caldas,3) Interior de MG,38
BANDEIRA DO SUL,2016,18º RISP - Poços de Caldas,3) Interior de MG,31
BANDEIRA DO SUL,2017,18º RISP - Poços de Caldas,3) Interior de MG,33
BANDEIRA DO SUL,2018,18º RISP - Poços de Caldas,3) Interior de MG,38
BANDEIRA DO SUL,2019,18º RISP - Poços de Caldas,3) Interior de MG,26
BANDEIRA DO SUL,2020,18º Departamento - Poços de Caldas,3) Interior de MG,27
BANDEIRA DO SUL,2021,18º Departamento - Poços de Caldas,3) Interior de MG,26
BARAO DE COCAIS,2014,12º RISP - Ipatinga,3) Interior de MG,289
BARAO DE COCAIS,2015,12º RISP - Ipatinga,3) Interior de MG,249
BARAO DE COCAIS,2016,12º RISP - Ipatinga,3) Interior de MG,302
BARAO DE COCAIS,2017,12º RISP - Ipatinga,3) Interior de MG,264
BARAO DE COCAIS,2018,12º RISP - Ipatinga,3) Interior de MG,320
BARAO DE COCAIS,2019,12º RISP - Ipatinga,3) Interior de MG,280
BARAO DE COCAIS,2020,12º Departamento - Ipatinga,3) Interior de MG,299
BARAO DE COCAIS,2021,12º Departamento - Ipatinga,3) Interior de MG,305
BARAO DO MONTE ALTO,2014,4º RISP - Juiz de Fora,3) Interior de MG,26
BARAO DO MONTE ALTO,2015,4º RISP - Juiz de Fora,3) Interior de MG,24
BARAO DO MONTE ALTO,2016,4º RISP - Juiz de Fora,3) Interior de MG,22
BARAO DO MONTE ALTO,2017,4º RISP - Juiz de Fora,3) Interior de MG,26
BARAO DO MONTE ALTO,2018,4º RISP - Juiz de Fora,3) Interior de MG,29
BARAO DO MONTE ALTO,2019,4º RISP - Juiz de Fora,3) Interior de MG,46
BARAO DO MONTE ALTO,2020,4º Departamento - Juiz de Fora,3) Interior de MG,54
BARAO DO MONTE ALTO,2021,4º Departamento - Juiz de Fora,3) Interior de MG,41
BARBACENA,2014,13º RISP - Barbacena,3) Interior de MG,1362
BARBACENA,2015,13º RISP - Barbacena,3) Interior de MG,1322
BARBACENA,2016,13º RISP - Barbacena,3) Interior de MG,1289
BARBACENA,2017,13º RISP - Barbacena,3) Interior de MG,1306
BARBACENA,2018,13º RISP - Barbacena,3) Interior de MG,1393
BARBACENA,2019,13º RISP - Barbacena,3) Interior de MG,1355
BARBACENA,2020,13º Departamento - Barbacena,3) Interior de MG,1137
BARBACENA,2021,13º Departamento - Barbacena,3) Interior de MG,1205
BARRA LONGA,2014,12º RISP - Ipatinga,3) Interior de MG,12
BARRA LONGA,2015,12º RISP - Ipatinga,3) Interior de MG,22
BARRA LONGA,2016,12º RISP - Ipatinga,3) Interior de MG,23
BARRA LONGA,2017,12º RISP - Ipatinga,3) Interior de MG,30
BARRA LONGA,2018,12º RISP - Ipatinga,3) Interior de MG,19
BARRA LONGA,2019,12º RISP - Ipatinga,3) Interior de MG,15
BARRA LONGA,2020,12º Departamento - Ipatinga,3) Interior de MG,21
BARRA LONGA,2021,12º Departamento - Ipatinga,3) Interior de MG,19
BARROSO,2014,13º RISP - Barbacena,3) Interior de MG,198
BARROSO,2015,13º RISP - Barbacena,3) Interior de MG,214
BARROSO,2016,13º RISP - Barbacena,3) Interior de MG,168
BARROSO,2017,13º RISP - Barbacena,3) Interior de MG,157
BARROSO,2018,13º RISP - Barbacena,3) Interior de MG,147
BARROSO,2019,13º RISP - Barbacena,3) Interior de MG,164
BARROSO,2020,13º Departamento - Barbacena,3) Interior de MG,147
BARROSO,2021,13º Departamento - Barbacena,3) Interior de MG,146
BELA VISTA DE MINAS,2014,12º RISP - Ipatinga,3) Interior de MG,61
BELA VISTA DE MINAS,2015,12º RISP - Ipatinga,3) Interior de MG,74
BELA VISTA DE MINAS,2016,12º RISP - Ipatinga,3) Interior de MG,88
BELA VISTA DE MINAS,2017,12º RISP - Ipatinga,3) Interior de MG,81
BELA VISTA DE MINAS,2018,12º RISP - Ipatinga,3) Interior de MG,60
BELA VISTA DE MINAS,2019,12º RISP - Ipatinga,3) Interior de MG,61
BELA VISTA DE MINAS,2020,12º Departamento - Ipatinga,3) Interior de MG,68
BELA VISTA DE MINAS,2021,12º Departamento - Ipatinga,3) Interior de MG,60
BELMIRO BRAGA,2014,4º RISP - Juiz de Fora,3) Interior de MG,9
BELMIRO BRAGA,2015,4º RISP - Juiz de Fora,3) Interior de MG,13
BELMIRO BRAGA,2016,4º RISP - Juiz de Fora,3) Interior de MG,5
BELMIRO BRAGA,2017,4º RISP - Juiz de Fora,3) Interior de MG,11
BELMIRO BRAGA,2018,4º RISP - Juiz de Fora,3) Interior de MG,11
BELMIRO BRAGA,2019,4º RISP - Juiz de Fora,3) Interior de MG,14
BELMIRO BRAGA,2020,4º Departamento - Juiz de Fora,3) Interior de MG,10
BELMIRO BRAGA,2021,4º Departamento - Juiz de Fora,3) Interior de MG,11
BELO HORIZONTE,2014,1º RISP - Belo Horizonte,1) Belo Horizonte,19454
BELO HORIZONTE,2015,1º RISP - Belo Horizonte,1) Belo Horizonte,18238
BELO HORIZONTE,2016,1º RISP - Belo Horizonte,1) Belo Horizonte,18019
BELO HORIZONTE,2017,1º RISP - Belo Horizonte,1) Belo Horizonte,18492
BELO HORIZONTE,2018,1º RISP - Belo Horizonte,1) Belo Horizonte,18476
BELO HORIZONTE,2019,1º RISP - Belo Horizonte,1) Belo Horizonte,18908
BELO HORIZONTE,2020,1º Departamento - Belo Horizonte,1) Belo Horizonte,17065
BELO HORIZONTE,2021,1º Departamento - Belo Horizonte,1) Belo Horizonte,17230
BELO ORIENTE,2014,12º RISP - Ipatinga,3) Interior de MG,128
BELO ORIENTE,2015,12º RISP - Ipatinga,3) Interior de MG,179
BELO ORIENTE,2016,12º RISP - Ipatinga,3) Interior de MG,168
BELO ORIENTE,2017,12º RISP - Ipatinga,3) Interior de MG,170
BELO ORIENTE,2018,12º RISP - Ipatinga,3) Interior de MG,138
BELO ORIENTE,2019,12º RISP - Ipatinga,3) Interior de MG,142
BELO ORIENTE,2020,12º Departamento - Ipatinga,3) Interior de MG,167
BELO ORIENTE,2021,12º Departamento - Ipatinga,3) Interior de MG,155
BELO VALE,2014,13º RISP - Barbacena,3) Interior de MG,42
BELO VALE,2015,13º RISP - Barbacena,3) Interior de MG,41
BELO VALE,2016,13º RISP - Barbacena,3) Interior de MG,52
BELO VALE,2017,13º RISP - Barbacena,3) Interior de MG,40
BELO VALE,2018,13º RISP - Barbacena,3) Interior de MG,49
BELO VALE,2019,13º RISP - Barbacena,3) Interior de MG,70
BELO VALE,2020,13º Departamento - Barbacena,3) Interior de MG,82
BELO VALE,2021,13º Departamento - Barbacena,3) Interior de MG,69
BERILO,2014,14º RISP - Curvelo,3) Interior de MG,47
BERILO,2015,14º RISP - Curvelo,3) Interior de MG,61
BERILO,2016,14º RISP - Curvelo,3) Interior de MG,38
BERILO,2017,14º RISP - Curvelo,3) Interior de MG,32
BERILO,2018,14º RISP - Curvelo,3) Interior de MG,49
BERILO,2019,14º RISP - Curvelo,3) Interior de MG,47
BERILO,2020,14º Departamento - Curvelo,3) Interior de MG,38
BERILO,2021,14º Departamento - Curvelo,3) Interior de MG,36
BERIZAL,2014,11º RISP - Montes Claros,3) Interior de MG,22
BERIZAL,2015,11º RISP - Montes Claros,3) Interior de MG,12
BERIZAL,2016,11º RISP - Montes Claros,3) Interior de MG,27
BERIZAL,2017,11º RISP - Montes Claros,3) Interior de MG,13
BERIZAL,2018,11º RISP - Montes Claros,3) Interior de MG,25
BERIZAL,2019,11º RISP - Montes Claros,3) Interior de MG,15
BERIZAL,2020,11º Departamento - Montes Claros,3) Interior de MG,8
BERIZAL,2021,11º Departamento - Montes Claros,3) Interior de MG,20
BERTOPOLIS,2014,15º RISP - Teófilo Otoni,3) Interior de MG,18
BERTOPOLIS,2015,15º RISP - Teófilo Otoni,3) Interior de MG,14
BERTOPOLIS,2016,15º RISP - Teófilo Otoni,3) Interior de MG,27
BERTOPOLIS,2017,15º RISP - Teófilo Otoni,3) Interior de MG,24
BERTOPOLIS,2018,15º RISP - Teófilo Otoni,3) Interior de MG,29
BERTOPOLIS,2019,15º RISP - Teófilo Otoni,3) Interior de MG,25
BERTOPOLIS,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,23
BERTOPOLIS,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,13
BETIM,2014,2º RISP - Contagem,2) RMBH (sem BH),2591
BETIM,2015,2º RISP - Contagem,2) RMBH (sem BH),2478
BETIM,2016,2º RISP - Contagem,2) RMBH (sem BH),2471
BETIM,2017,2º RISP - Contagem,2) RMBH (sem BH),2349
BETIM,2018,2º RISP - Contagem,2) RMBH (sem BH),2540
BETIM,2019,2º RISP - Contagem,2) RMBH (sem BH),2691
BETIM,2020,2º Departamento - Contagem,2) RMBH (sem BH),2380
BETIM,2021,2º Departamento - Contagem,2) RMBH (sem BH),2551
BIAS FORTES,2014,13º RISP - Barbacena,3) Interior de MG,19
BIAS FORTES,2015,13º RISP - Barbacena,3) Interior de MG,24
BIAS FORTES,2016,13º RISP - Barbacena,3) Interior de MG,19
BIAS FORTES,2017,13º RISP - Barbacena,3) Interior de MG,27
BIAS FORTES,2018,13º RISP - Barbacena,3) Interior de MG,31
BIAS FORTES,2019,13º RISP - Barbacena,3) Interior de MG,16
BIAS FORTES,2020,13º Departamento - Barbacena,3) Interior de MG,22
BIAS FORTES,2021,13º Departamento - Barbacena,3) Interior de MG,23
BICAS,2014,4º RISP - Juiz de Fora,3) Interior de MG,136
BICAS,2015,4º RISP - Juiz de Fora,3) Interior de MG,134
BICAS,2016,4º RISP - Juiz de Fora,3) Interior de MG,128
BICAS,2017,4º RISP - Juiz de Fora,3) Interior de MG,145
BICAS,2018,4º RISP - Juiz de Fora,3) Interior de MG,158
BICAS,2019,4º RISP - Juiz de Fora,3) Interior de MG,136
BICAS,2020,4º Departamento - Juiz de Fora,3) Interior de MG,119
BICAS,2021,4º Departamento - Juiz de Fora,3) Interior de MG,113
BIQUINHAS,2014,7º RISP - Divinópolis,3) Interior de MG,18
BIQUINHAS,2015,7º RISP - Divinópolis,3) Interior de MG,18
BIQUINHAS,2016,7º RISP - Divinópolis,3) Interior de MG,13
BIQUINHAS,2017,7º RISP - Divinópolis,3) Interior de MG,21
BIQUINHAS,2018,7º RISP - Divinópolis,3) Interior de MG,8
BIQUINHAS,2019,7º RISP - Divinópolis,3) Interior de MG,18
BIQUINHAS,2020,7º Departamento - Divinópolis,3) Interior de MG,24
BIQUINHAS,2021,7º Departamento - Divinópolis,3) Interior de MG,10
BOA ESPERANCA,2014,6º RISP - Lavras,3) Interior de MG,382
BOA ESPERANCA,2015,6º RISP - Lavras,3) Interior de MG,345
BOA ESPERANCA,2016,6º RISP - Lavras,3) Interior de MG,325
BOA ESPERANCA,2017,6º RISP - Lavras,3) Interior de MG,346
BOA ESPERANCA,2018,6º RISP - Lavras,3) Interior de MG,326
BOA ESPERANCA,2019,6º RISP - Lavras,3) Interior de MG,317
BOA ESPERANCA,2020,6º Departamento - Lavras,3) Interior de MG,275
BOA ESPERANCA,2021,6º Departamento - Lavras,3) Interior de MG,308
BOCAINA DE MINAS,2014,17º RISP - Pouso Alegre,3) Interior de MG,12
BOCAINA DE MINAS,2015,17º RISP - Pouso Alegre,3) Interior de MG,13
BOCAINA DE MINAS,2016,17º RISP - Pouso Alegre,3) Interior de MG,12
BOCAINA DE MINAS,2017,17º RISP - Pouso Alegre,3) Interior de MG,8
BOCAINA DE MINAS,2018,17º RISP - Pouso Alegre,3) Interior de MG,7
BOCAINA DE MINAS,2019,17º RISP - Pouso Alegre,3) Interior de MG,12
BOCAINA DE MINAS,2020,17º Departamento - Pouso Alegre,3) Interior de MG,22
BOCAINA DE MINAS,2021,17º Departamento - Pouso Alegre,3) Interior de MG,15
BOCAIUVA,2014,11º RISP - Montes Claros,3) Interior de MG,387
BOCAIUVA,2015,11º RISP - Montes Claros,3) Interior de MG,377
BOCAIUVA,2016,11º RISP - Montes Claros,3) Interior de MG,393
BOCAIUVA,2017,11º RISP - Montes Claros,3) Interior de MG,431
BOCAIUVA,2018,11º RISP - Montes Claros,3) Interior de MG,372
BOCAIUVA,2019,11º RISP - Montes Claros,3) Interior de MG,420
BOCAIUVA,2020,11º Departamento - Montes Claros,3) Interior de MG,321
BOCAIUVA,2021,11º Departamento - Montes Claros,3) Interior de MG,366
BOM DESPACHO,2014,7º RISP - Divinópolis,3) Interior de MG,381
BOM DESPACHO,2015,7º RISP - Divinópolis,3) Interior de MG,362
BOM DESPACHO,2016,7º RISP - Divinópolis,3) Interior de MG,417
BOM DESPACHO,2017,7º RISP - Divinópolis,3) Interior de MG,413
BOM DESPACHO,2018,7º RISP - Divinópolis,3) Interior de MG,375
BOM DESPACHO,2019,7º RISP - Divinópolis,3) Interior de MG,453
BOM DESPACHO,2020,7º Departamento - Divinópolis,3) Interior de MG,348
BOM DESPACHO,2021,7º Departamento - Divinópolis,3) Interior de MG,279
BOM JARDIM DE MINAS,2014,13º RISP - Barbacena,3) Interior de MG,57
BOM JARDIM DE MINAS,2015,13º RISP - Barbacena,3) Interior de MG,24
BOM JARDIM DE MINAS,2016,13º RISP - Barbacena,3) Interior de MG,43
BOM JARDIM DE MINAS,2017,13º RISP - Barbacena,3) Interior de MG,33
BOM JARDIM DE MINAS,2018,13º RISP - Barbacena,3) Interior de MG,33
BOM JARDIM DE MINAS,2019,13º RISP - Barbacena,3) Interior de MG,21
BOM JARDIM DE MINAS,2020,13º Departamento - Barbacena,3) Interior de MG,25
BOM JARDIM DE MINAS,2021,13º Departamento - Barbacena,3) Interior de MG,36
BOM JESUS DA PENHA,2014,18º RISP - Poços de Caldas,3) Interior de MG,16
BOM JESUS DA PENHA,2015,18º RISP - Poços de Caldas,3) Interior de MG,27
BOM JESUS DA PENHA,2016,18º RISP - Poços de Caldas,3) Interior de MG,21
BOM JESUS DA PENHA,2017,18º RISP - Poços de Caldas,3) Interior de MG,28
BOM JESUS DA PENHA,2018,18º RISP - Poços de Caldas,3) Interior de MG,27
BOM JESUS DA PENHA,2019,18º RISP - Poços de Caldas,3) Interior de MG,12
BOM JESUS DA PENHA,2020,18º Departamento - Poços de Caldas,3) Interior de MG,15
BOM JESUS DA PENHA,2021,18º Departamento - Poços de Caldas,3) Interior de MG,27
BOM JESUS DO AMPARO,2014,12º RISP - Ipatinga,3) Interior de MG,25
BOM JESUS DO AMPARO,2015,12º RISP - Ipatinga,3) Interior de MG,38
BOM JESUS DO AMPARO,2016,12º RISP - Ipatinga,3) Interior de MG,38
BOM JESUS DO AMPARO,2017,12º RISP - Ipatinga,3) Interior de MG,40
BOM JESUS DO AMPARO,2018,12º RISP - Ipatinga,3) Interior de MG,33
BOM JESUS DO AMPARO,2019,12º RISP - Ipatinga,3) Interior de MG,37
BOM JESUS DO AMPARO,2020,12º Departamento - Ipatinga,3) Interior de MG,44
BOM JESUS DO AMPARO,2021,12º Departamento - Ipatinga,3) Interior de MG,49
BOM JESUS DO GALHO,2014,12º RISP - Ipatinga,3) Interior de MG,80
BOM JESUS DO GALHO,2015,12º RISP - Ipatinga,3) Interior de MG,88
BOM JESUS DO GALHO,2016,12º RISP - Ipatinga,3) Interior de MG,80
BOM JESUS DO GALHO,2017,12º RISP - Ipatinga,3) Interior de MG,69
BOM JESUS DO GALHO,2018,12º RISP - Ipatinga,3) Interior de MG,62
BOM JESUS DO GALHO,2019,12º RISP - Ipatinga,3) Interior de MG,99
BOM JESUS DO GALHO,2020,12º Departamento - Ipatinga,3) Interior de MG,59
BOM JESUS DO GALHO,2021,12º Departamento - Ipatinga,3) Interior de MG,79
BOM REPOUSO,2014,17º RISP - Pouso Alegre,3) Interior de MG,38
BOM REPOUSO,2015,17º RISP - Pouso Alegre,3) Interior de MG,35
BOM REPOUSO,2016,17º RISP - Pouso Alegre,3) Interior de MG,56
BOM REPOUSO,2017,17º RISP - Pouso Alegre,3) Interior de MG,39
BOM REPOUSO,2018,17º RISP - Pouso Alegre,3) Interior de MG,31
BOM REPOUSO,2019,17º RISP - Pouso Alegre,3) Interior de MG,47
BOM REPOUSO,2020,17º Departamento - Pouso Alegre,3) Interior de MG,31
BOM REPOUSO,2021,17º Departamento - Pouso Alegre,3) Interior de MG,42
BOM SUCESSO,2014,6º RISP - Lavras,3) Interior de MG,118
BOM SUCESSO,2015,6º RISP - Lavras,3) Interior de MG,79
BOM SUCESSO,2016,6º RISP - Lavras,3) Interior de MG,65
BOM SUCESSO,2017,6º RISP - Lavras,3) Interior de MG,89
BOM SUCESSO,2018,6º RISP - Lavras,3) Interior de MG,118
BOM SUCESSO,2019,6º RISP - Lavras,3) Interior de MG,104
BOM SUCESSO,2020,6º Departamento - Lavras,3) Interior de MG,99
BOM SUCESSO,2021,6º Departamento - Lavras,3) Interior de MG,86
BONFIM,2014,2º RISP - Contagem,3) Interior de MG,31
BONFIM,2015,2º RISP - Contagem,3) Interior de MG,30
BONFIM,2016,2º RISP - Contagem,3) Interior de MG,36
BONFIM,2017,2º RISP - Contagem,3) Interior de MG,41
BONFIM,2018,2º RISP - Contagem,3) Interior de MG,49
BONFIM,2019,2º RISP - Contagem,3) Interior de MG,39
BONFIM,2020,2º Departamento - Contagem,3) Interior de MG,44
BONFIM,2021,2º Departamento - Contagem,3) Interior de MG,62
BONFINOPOLIS DE MINAS,2014,16º RISP - Unaí,3) Interior de MG,35
BONFINOPOLIS DE MINAS,2015,16º RISP - Unaí,3) Interior de MG,35
BONFINOPOLIS DE MINAS,2016,16º RISP - Unaí,3) Interior de MG,24
BONFINOPOLIS DE MINAS,2017,16º RISP - Unaí,3) Interior de MG,24
BONFINOPOLIS DE MINAS,2018,16º RISP - Unaí,3) Interior de MG,31
BONFINOPOLIS DE MINAS,2019,16º RISP - Unaí,3) Interior de MG,45
BONFINOPOLIS DE MINAS,2020,16º Departamento - Unaí,3) Interior de MG,44
BONFINOPOLIS DE MINAS,2021,16º Departamento - Unaí,3) Interior de MG,29
BONITO DE MINAS,2014,11º RISP - Montes Claros,3) Interior de MG,27
