Município,Ano,População,Número de Vítimas,Índice de Violência,RISP,RMBH,PIB per capita
CAMPINA VERDE,2015,20022.0,187.0,93.39726301068823,5º RISP - Uberaba,3) Interior de MG,25485.94
CAMPINA VERDE,2016,20052.0,172.0,85.7769798523838,5º RISP - Uberaba,3) Interior de MG,27094.47
CAMPINA VERDE,2017,20079.0,134.0,66.73639125454456,5º RISP - Uberaba,3) Interior de MG,25328.5
CAMPINA VERDE,2018,19738.0,94.0,47.62387273279968,5º RISP - Uberaba,3) Interior de MG,26062.2
CAMPINA VERDE,2019,19745.0,120.0,60.7748797163839,5º RISP - Uberaba,3) Interior de MG,24051.72
CAMPINA VERDE,2020,19752.0,114.0,57.71567436208991,5º Departamento - Uberaba,3) Interior de MG,23513.73
CAMPINA VERDE,2021,19759.0,109.0,55.16473505744218,5º Departamento - Uberaba,3) Interior de MG,27169.11
CAMPO AZUL,2014,3832.0,11.0,28.70563674321503,11º RISP - Montes Claros,3) Interior de MG,7541.67
CAMPO AZUL,2015,3843.0,6.0,15.6128024980484,11º RISP - Montes Claros,3) Interior de MG,7995.94
CAMPO AZUL,2016,3853.0,9.0,23.358422008824295,11º RISP - Montes Claros,3) Interior de MG,8746.75
CAMPO AZUL,2017,3863.0,9.0,23.297954957287086,11º RISP - Montes Claros,3) Interior de MG,8532.94
CAMPO AZUL,2018,3810.0,18.0,47.24409448818898,11º RISP - Montes Claros,3) Interior de MG,8803.21
CAMPO AZUL,2019,3817.0,11.0,28.81844380403458,11º RISP - Montes Claros,3) Interior de MG,9121.94
CAMPO AZUL,2020,3824.0,19.0,49.68619246861925,11º Departamento - Montes Claros,3) Interior de MG,10124.17
CAMPO AZUL,2021,3830.0,22.0,57.441253263707566,11º Departamento - Montes Claros,3) Interior de MG,10616.58
CAMPO BELO,2014,53870.0,491.0,91.14534991646558,6º RISP - Lavras,3) Interior de MG,15369.38
CAMPO BELO,2015,54076.0,472.0,87.28456246763814,6º RISP - Lavras,3) Interior de MG,15793.84
CAMPO BELO,2016,54272.0,371.0,68.359375,6º RISP - Lavras,3) Interior de MG,17248.97
CAMPO BELO,2017,54458.0,447.0,82.08160417202248,6º RISP - Lavras,3) Interior de MG,18067.15
CAMPO BELO,2018,53866.0,409.0,75.92915753907846,6º RISP - Lavras,3) Interior de MG,19123.51
CAMPO BELO,2019,54029.0,435.0,80.51231745914231,6º RISP - Lavras,3) Interior de MG,19302.78
CAMPO BELO,2020,54186.0,390.0,71.97431070756285,6º Departamento - Lavras,3) Interior de MG,20642.76
CAMPO BELO,2021,54338.0,420.0,77.29397475063492,6º Departamento - Lavras,3) Interior de MG,22905.64
CAMPO DO MEIO,2014,11844.0,120.0,101.31712259371834,18º RISP - Poços de Caldas,3) Interior de MG,9721.73
CAMPO DO MEIO,2015,11856.0,112.0,94.46693657219974,18º RISP - Poços de Caldas,3) Interior de MG,11420.28
CAMPO DO MEIO,2016,11867.0,79.0,66.57116373135587,18º RISP - Poços de Caldas,3) Interior de MG,12970.41
CAMPO DO MEIO,2017,11878.0,106.0,89.24061289779425,18º RISP - Poços de Caldas,3) Interior de MG,14470.35
CAMPO DO MEIO,2018,11658.0,123.0,105.50694801852806,18º RISP - Poços de Caldas,3) Interior de MG,14654.13
CAMPO DO MEIO,2019,11655.0,96.0,82.36808236808236,18º RISP - Poços de Caldas,3) Interior de MG,13445.21
CAMPO DO MEIO,2020,11651.0,97.0,83.25465625268218,18º Departamento - Poços de Caldas,3) Interior de MG,15700.74
CAMPO DO MEIO,2021,11648.0,92.0,78.98351648351648,18º Departamento - Poços de Caldas,3) Interior de MG,19843.07
CAMPO FLORIDO,2014,7562.0,80.0,105.7921184871727,5º RISP - Uberaba,3) Interior de MG,43833.31
CAMPO FLORIDO,2015,7675.0,66.0,85.99348534201955,5º RISP - Uberaba,3) Interior de MG,44787.42
CAMPO FLORIDO,2016,7783.0,61.0,78.37594757805472,5º RISP - Uberaba,3) Interior de MG,51628.39
CAMPO FLORIDO,2017,7886.0,73.0,92.56910981486178,5º RISP - Uberaba,3) Interior de MG,64080.22
CAMPO FLORIDO,2018,8029.0,60.0,74.7291069871715,5º RISP - Uberaba,3) Interior de MG,62831.98
CAMPO FLORIDO,2019,8151.0,65.0,79.74481658692184,5º RISP - Uberaba,3) Interior de MG,59800.63
CAMPO FLORIDO,2020,8269.0,113.0,136.65497641794656,5º Departamento - Uberaba,3) Interior de MG,79073.52
CAMPO FLORIDO,2021,8383.0,64.0,76.34498389597996,5º Departamento - Uberaba,3) Interior de MG,84803.44
CAMPOS ALTOS,2014,15078.0,127.0,84.22867754344077,5º RISP - Uberaba,3) Interior de MG,16945.5
CAMPOS ALTOS,2015,15186.0,108.0,71.11813512445673,5º RISP - Uberaba,3) Interior de MG,17752.0
CAMPOS ALTOS,2016,15289.0,139.0,90.91503695467328,5º RISP - Uberaba,3) Interior de MG,22786.97
CAMPOS ALTOS,2017,15387.0,161.0,104.6337817638266,5º RISP - Uberaba,3) Interior de MG,21095.54
CAMPOS ALTOS,2018,15356.0,156.0,101.58895545715029,5º RISP - Uberaba,3) Interior de MG,20286.45
CAMPOS ALTOS,2019,15461.0,184.0,119.0091197205873,5º RISP - Uberaba,3) Interior de MG,18937.08
CAMPOS ALTOS,2020,15563.0,151.0,97.02499518087772,5º Departamento - Uberaba,3) Interior de MG,23859.79
CAMPOS ALTOS,2021,15661.0,166.0,105.9957857097248,5º Departamento - Uberaba,3) Interior de MG,27730.44
CAMPOS GERAIS,2014,28783.0,154.0,53.50380432894416,18º RISP - Poços de Caldas,3) Interior de MG,12739.73
CAMPOS GERAIS,2015,28879.0,154.0,53.325946189272486,18º RISP - Poços de Caldas,3) Interior de MG,12007.88
CAMPOS GERAIS,2016,28970.0,140.0,48.32585433206766,18º RISP - Poços de Caldas,3) Interior de MG,16659.55
CAMPOS GERAIS,2017,29057.0,219.0,75.36910210964655,18º RISP - Poços de Caldas,3) Interior de MG,16426.49
CAMPOS GERAIS,2018,28703.0,149.0,51.91095007490506,18º RISP - Poços de Caldas,3) Interior de MG,16532.96
CAMPOS GERAIS,2019,28774.0,144.0,50.04517967609648,18º RISP - Poços de Caldas,3) Interior de MG,16201.26
CAMPOS GERAIS,2020,28842.0,162.0,56.168088204701476,18º Departamento - Poços de Caldas,3) Interior de MG,22011.46
CAMPOS GERAIS,2021,28908.0,177.0,61.228725612287256,18º Departamento - Poços de Caldas,3) Interior de MG,24372.14
CANA VERDE,2014,5738.0,22.0,38.340885325897524,6º RISP - Lavras,3) Interior de MG,9641.52
CANA VERDE,2015,5737.0,33.0,57.521352623322294,6º RISP - Lavras,3) Interior de MG,10680.82
CANA VERDE,2016,5736.0,39.0,67.99163179916319,6º RISP - Lavras,3) Interior de MG,11846.07
CANA VERDE,2017,5735.0,31.0,54.054054054054056,6º RISP - Lavras,3) Interior de MG,10974.75
CANA VERDE,2018,5612.0,39.0,69.49394155381326,6º RISP - Lavras,3) Interior de MG,11490.71
CANA VERDE,2019,5603.0,25.0,44.61895413171516,6º RISP - Lavras,3) Interior de MG,11588.29
CANA VERDE,2020,5594.0,29.0,51.841258491240616,6º Departamento - Lavras,3) Interior de MG,12627.7
CANA VERDE,2021,5585.0,30.0,53.71530886302597,6º Departamento - Lavras,3) Interior de MG,14348.74
CANAA,2014,4721.0,13.0,27.53653886888371,4º RISP - Juiz de Fora,3) Interior de MG,9724.12
CANAA,2015,4713.0,11.0,23.33969870570762,4º RISP - Juiz de Fora,3) Interior de MG,10267.76
CANAA,2016,4706.0,20.0,42.49893752656183,4º RISP - Juiz de Fora,3) Interior de MG,12106.64
CANAA,2017,4699.0,37.0,78.74015748031496,4º RISP - Juiz de Fora,3) Interior de MG,14267.29
CANAA,2018,4579.0,22.0,48.04542476523258,4º RISP - Juiz de Fora,3) Interior de MG,13132.76
CANAA,2019,4563.0,25.0,54.78851632697786,4º RISP - Juiz de Fora,3) Interior de MG,13124.02
CANAA,2020,4548.0,20.0,43.975373790677224,4º Departamento - Juiz de Fora,3) Interior de MG,15672.13
CANAA,2021,4533.0,18.0,39.708802117802776,4º Departamento - Juiz de Fora,3) Interior de MG,17088.06
CANAPOLIS,2014,11945.0,86.0,71.99665131854333,9º RISP - Uberlândia,3) Interior de MG,23621.92
CANAPOLIS,2015,12005.0,67.0,55.810079133694295,9º RISP - Uberlândia,3) Interior de MG,21325.99
CANAPOLIS,2016,12062.0,47.0,38.96534571381197,9º RISP - Uberlândia,3) Interior de MG,27284.4
CANAPOLIS,2017,12117.0,49.0,40.43905257076834,9º RISP - Uberlândia,3) Interior de MG,28612.49
CANAPOLIS,2018,12025.0,56.0,46.569646569646565,9º RISP - Uberlândia,3) Interior de MG,28671.41
CANAPOLIS,2019,12150.0,71.0,58.43621399176955,9º RISP - Uberlândia,3) Interior de MG,35340.93
CANAPOLIS,2020,12201.0,75.0,61.47037128104254,9º Departamento - Uberlândia,3) Interior de MG,45517.73
CANAPOLIS,2021,12251.0,57.0,46.52681413762142,9º Departamento - Uberlândia,3) Interior de MG,55343.4
CANDEIAS,2014,15088.0,75.0,49.708377518557796,6º RISP - Lavras,3) Interior de MG,13734.04
CANDEIAS,2015,15108.0,77.0,50.96637543023564,6º RISP - Lavras,3) Interior de MG,15196.44
CANDEIAS,2016,15128.0,66.0,43.62771020624008,6º RISP - Lavras,3) Interior de MG,20276.19
CANDEIAS,2017,15147.0,39.0,25.747672806496336,6º RISP - Lavras,3) Interior de MG,17208.99
CANDEIAS,2018,14883.0,74.0,49.72115836860848,6º RISP - Lavras,3) Interior de MG,16617.63
CANDEIAS,2019,14886.0,41.0,27.542657530565634,6º RISP - Lavras,3) Interior de MG,17078.81
CANDEIAS,2020,14888.0,50.0,33.584094572810315,6º Departamento - Lavras,3) Interior de MG,20133.39
CANDEIAS,2021,14890.0,62.0,41.63868368032236,6º Departamento - Lavras,3) Interior de MG,24926.08
CANTAGALO,2014,4436.0,25.0,56.357078449053205,8º RISP - Governador Valadares,3) Interior de MG,8638.48
CANTAGALO,2015,4464.0,30.0,67.20430107526882,8º RISP - Governador Valadares,3) Interior de MG,9657.78
CANTAGALO,2016,4491.0,15.0,33.4001336005344,8º RISP - Governador Valadares,3) Interior de MG,10496.24
CANTAGALO,2017,4517.0,28.0,61.98804516271861,8º RISP - Governador Valadares,3) Interior de MG,9983.22
CANTAGALO,2018,4498.0,35.0,77.81236104935527,8º RISP - Governador Valadares,3) Interior de MG,9446.79
CANTAGALO,2019,4525.0,24.0,53.03867403314917,8º RISP - Governador Valadares,3) Interior de MG,10801.8
CANTAGALO,2020,4551.0,23.0,50.53834322127005,8º Departamento - Governador Valadares,3) Interior de MG,11104.26
CANTAGALO,2021,4575.0,23.0,50.27322404371585,8º Departamento - Governador Valadares,3) Interior de MG,12406.75
CAPARAO,2014,5435.0,21.0,38.638454461821524,12º RISP - Ipatinga,3) Interior de MG,10363.5
CAPARAO,2015,5454.0,21.0,38.503850385038504,12º RISP - Ipatinga,3) Interior de MG,12327.7
CAPARAO,2016,5472.0,18.0,32.89473684210526,12º RISP - Ipatinga,3) Interior de MG,16917.89
CAPARAO,2017,5489.0,23.0,41.90198578976134,12º RISP - Ipatinga,3) Interior de MG,13071.05
CAPARAO,2018,5424.0,31.0,57.15339233038348,12º RISP - Ipatinga,3) Interior de MG,13004.81
CAPARAO,2019,5438.0,27.0,49.65060684075028,12º RISP - Ipatinga,3) Interior de MG,11394.46
CAPARAO,2020,5451.0,31.0,56.870299027701336,12º Departamento - Ipatinga,3) Interior de MG,16597.07
CAPARAO,2021,5464.0,24.0,43.92386530014642,12º Departamento - Ipatinga,3) Interior de MG,17866.83
CAPELA NOVA,2014,4836.0,27.0,55.83126550868486,13º RISP - Barbacena,3) Interior de MG,7900.11
CAPELA NOVA,2015,4825.0,17.0,35.23316062176166,13º RISP - Barbacena,3) Interior de MG,8855.93
CAPELA NOVA,2016,4815.0,20.0,41.53686396677051,13º RISP - Barbacena,3) Interior de MG,9708.44
CAPELA NOVA,2017,4805.0,15.0,31.21748178980229,13º RISP - Barbacena,3) Interior de MG,10099.83
CAPELA NOVA,2018,4673.0,14.0,29.959340894500322,13º RISP - Barbacena,3) Interior de MG,10388.24
CAPELA NOVA,2019,4653.0,12.0,25.789813023855576,13º RISP - Barbacena,3) Interior de MG,11174.68
CAPELA NOVA,2020,4634.0,9.0,19.421665947345705,13º Departamento - Barbacena,3) Interior de MG,12207.63
CAPELA NOVA,2021,4616.0,14.0,30.329289428076258,13º Departamento - Barbacena,3) Interior de MG,13534.64
CAPELINHA,2014,37041.0,288.0,77.75168057017899,14º RISP - Curvelo,3) Interior de MG,13659.82
CAPELINHA,2015,37330.0,334.0,89.47227431020627,14º RISP - Curvelo,3) Interior de MG,13526.31
CAPELINHA,2016,37606.0,326.0,86.68829442110301,14º RISP - Curvelo,3) Interior de MG,14451.58
CAPELINHA,2017,37867.0,347.0,91.63651728417884,14º RISP - Curvelo,3) Interior de MG,16001.73
CAPELINHA,2018,37856.0,327.0,86.3799661876585,14º RISP - Curvelo,3) Interior de MG,17065.34
CAPELINHA,2019,37784.0,310.0,82.04531018420495,14º RISP - Curvelo,3) Interior de MG,19027.86
CAPELINHA,2020,38057.0,356.0,93.54389468428936,14º Departamento - Curvelo,3) Interior de MG,19334.5
CAPELINHA,2021,38321.0,343.0,89.507058792829,14º Departamento - Curvelo,3) Interior de MG,23174.33
CAPETINGA,2014,7203.0,53.0,73.58045258919894,18º RISP - Poços de Caldas,3) Interior de MG,13118.67
CAPETINGA,2015,7185.0,56.0,77.94015309672929,18º RISP - Poços de Caldas,3) Interior de MG,13198.49
CAPETINGA,2016,7168.0,57.0,79.52008928571428,18º RISP - Poços de Caldas,3) Interior de MG,17306.73
CAPETINGA,2017,7152.0,45.0,62.91946308724832,18º RISP - Poços de Caldas,3) Interior de MG,16500.16
CAPETINGA,2018,6952.0,53.0,76.23705408515535,18º RISP - Poços de Caldas,3) Interior de MG,20030.55
CAPETINGA,2019,6920.0,64.0,92.48554913294798,18º RISP - Poços de Caldas,3) Interior de MG,17914.16
CAPETINGA,2020,6890.0,51.0,74.02031930333817,18º Departamento - Poços de Caldas,3) Interior de MG,23539.07
CAPETINGA,2021,6860.0,52.0,75.80174927113703,18º Departamento - Poços de Caldas,3) Interior de MG,30215.68
CAPIM BRANCO,2014,9461.0,75.0,79.27280414332523,19º RISP - Sete Lagoas,2) RMBH (sem BH),8079.02
CAPIM BRANCO,2015,9537.0,61.0,63.9614134423823,19º RISP - Sete Lagoas,2) RMBH (sem BH),8021.79
CAPIM BRANCO,2016,9609.0,56.0,58.27869705484442,19º RISP - Sete Lagoas,2) RMBH (sem BH),8285.69
CAPIM BRANCO,2017,9678.0,51.0,52.696838189708615,19º RISP - Sete Lagoas,2) RMBH (sem BH),8902.24
CAPIM BRANCO,2018,9679.0,61.0,63.02303957020353,19º RISP - Sete Lagoas,2) RMBH (sem BH),9208.12
CAPIM BRANCO,2019,9754.0,73.0,74.84109083452942,19º RISP - Sete Lagoas,2) RMBH (sem BH),10378.27
CAPIM BRANCO,2020,9826.0,74.0,75.31040097699979,19º Departamento - Sete Lagoas,2) RMBH (sem BH),9891.44
CAPIM BRANCO,2021,9896.0,47.0,47.49393694421989,19º Departamento - Sete Lagoas,2) RMBH (sem BH),12467.57
CAPINOPOLIS,2014,16038.0,93.0,57.98728020950243,9º RISP - Uberlândia,3) Interior de MG,15340.44
CAPINOPOLIS,2015,16112.0,88.0,54.61767626613704,9º RISP - Uberlândia,3) Interior de MG,18707.57
CAPINOPOLIS,2016,16183.0,63.0,38.92974108632516,9º RISP - Uberlândia,3) Interior de MG,21140.55
CAPINOPOLIS,2017,16250.0,91.0,56.0,9º RISP - Uberlândia,3) Interior de MG,23507.13
CAPINOPOLIS,2018,16109.0,95.0,58.97324477000435,9º RISP - Uberlândia,3) Interior de MG,25558.49
CAPINOPOLIS,2019,16173.0,82.0,50.701786928832,9º RISP - Uberlândia,3) Interior de MG,23113.59
CAPINOPOLIS,2020,16234.0,96.0,59.135148453862264,9º Departamento - Uberlândia,3) Interior de MG,31603.77
CAPINOPOLIS,2021,16294.0,119.0,73.03301828894071,9º Departamento - Uberlândia,3) Interior de MG,40910.84
CAPITAO ANDRADE,2014,5270.0,18.0,34.15559772296015,8º RISP - Governador Valadares,3) Interior de MG,7362.5
CAPITAO ANDRADE,2015,5317.0,25.0,47.018995674252395,8º RISP - Governador Valadares,3) Interior de MG,8208.37
CAPITAO ANDRADE,2016,5362.0,39.0,72.73405445729206,8º RISP - Governador Valadares,3) Interior de MG,8333.17
CAPITAO ANDRADE,2017,5405.0,33.0,61.054579093432004,8º RISP - Governador Valadares,3) Interior de MG,8138.73
CAPITAO ANDRADE,2018,5420.0,53.0,97.7859778597786,8º RISP - Governador Valadares,3) Interior de MG,8758.04
CAPITAO ANDRADE,2019,5468.0,35.0,64.00877834674469,8º RISP - Governador Valadares,3) Interior de MG,9092.0
CAPITAO ANDRADE,2020,5514.0,32.0,58.03409503083061,8º Departamento - Governador Valadares,3) Interior de MG,10073.88
CAPITAO ANDRADE,2021,5559.0,56.0,100.73754272351142,8º Departamento - Governador Valadares,3) Interior de MG,10939.49
CAPITAO ENEAS,2014,14986.0,108.0,72.06726277859336,11º RISP - Montes Claros,3) Interior de MG,16595.0
CAPITAO ENEAS,2015,15074.0,117.0,77.6170890274645,11º RISP - Montes Claros,3) Interior de MG,14376.04
CAPITAO ENEAS,2016,15157.0,129.0,85.10919047304876,11º RISP - Montes Claros,3) Interior de MG,16406.45
CAPITAO ENEAS,2017,15237.0,165.0,108.2890332742666,11º RISP - Montes Claros,3) Interior de MG,16680.12
CAPITAO ENEAS,2018,15153.0,152.0,100.31016960337888,11º RISP - Montes Claros,3) Interior de MG,20416.62
CAPITAO ENEAS,2019,15234.0,167.0,109.62321123802022,11º RISP - Montes Claros,3) Interior de MG,22458.44
CAPITAO ENEAS,2020,15313.0,146.0,95.34382550773853,11º Departamento - Montes Claros,3) Interior de MG,23560.31
CAPITAO ENEAS,2021,15388.0,146.0,94.87912659214972,11º Departamento - Montes Claros,3) Interior de MG,32591.49
CAPITOLIO,2014,8574.0,50.0,58.315838581758804,18º RISP - Poços de Caldas,3) Interior de MG,20915.85
CAPITOLIO,2015,8612.0,44.0,51.09150023223409,18º RISP - Poços de Caldas,3) Interior de MG,21820.73
CAPITOLIO,2016,8648.0,53.0,61.285846438482885,18º RISP - Poços de Caldas,3) Interior de MG,23327.09
CAPITOLIO,2017,8682.0,70.0,80.62658373646624,18º RISP - Poços de Caldas,3) Interior de MG,23954.46
CAPITOLIO,2018,8601.0,86.0,99.98837344494827,18º RISP - Poços de Caldas,3) Interior de MG,29122.52
CAPITOLIO,2019,8632.0,54.0,62.557924003707136,18º RISP - Poços de Caldas,3) Interior de MG,32088.85
CAPITOLIO,2020,8663.0,77.0,88.88375851321713,18º Departamento - Poços de Caldas,3) Interior de MG,32791.14
CAPITOLIO,2021,8693.0,51.0,58.66789370758081,18º Departamento - Poços de Caldas,3) Interior de MG,37783.2
CAPUTIRA,2014,9371.0,36.0,38.41639099349055,12º RISP - Ipatinga,3) Interior de MG,8206.71
CAPUTIRA,2015,9392.0,27.0,28.74787052810903,12º RISP - Ipatinga,3) Interior de MG,8560.55
CAPUTIRA,2016,9412.0,38.0,40.37399065023374,12º RISP - Ipatinga,3) Interior de MG,8974.58
CAPUTIRA,2017,9431.0,39.0,41.35298483723889,12º RISP - Ipatinga,3) Interior de MG,7903.33
CAPUTIRA,2018,9287.0,30.0,32.303219554215566,12º RISP - Ipatinga,3) Interior de MG,8629.96
CAPUTIRA,2019,9298.0,53.0,57.001505700150574,12º RISP - Ipatinga,3) Interior de MG,8211.1
CAPUTIRA,2020,9308.0,35.0,37.60206274172754,12º Departamento - Ipatinga,3) Interior de MG,11555.92
CAPUTIRA,2021,9318.0,62.0,66.53788366602275,12º Departamento - Ipatinga,3) Interior de MG,15427.23
CARAI,2014,23458.0,134.0,57.12336942620854,15º RISP - Teófilo Otoni,3) Interior de MG,5492.62
CARAI,2015,23571.0,98.0,41.576513512366894,15º RISP - Teófilo Otoni,3) Interior de MG,5915.42
CARAI,2016,23679.0,111.0,46.87697960217915,15º RISP - Teófilo Otoni,3) Interior de MG,6347.07
CARAI,2017,23781.0,78.0,32.7992935536773,15º RISP - Teófilo Otoni,3) Interior de MG,6404.86
CARAI,2018,23586.0,105.0,44.51793436784533,15º RISP - Teófilo Otoni,3) Interior de MG,6555.48
CARAI,2019,23685.0,98.0,41.3763985644923,15º RISP - Teófilo Otoni,3) Interior de MG,7347.09
CARAI,2020,23780.0,115.0,48.359966358284275,15º Departamento - Teófilo Otoni,3) Interior de MG,8153.4
CARAI,2021,23872.0,105.0,43.984584450402146,15º Departamento - Teófilo Otoni,3) Interior de MG,8814.85
CARANAIBA,2014,3330.0,22.0,66.06606606606606,13º RISP - Barbacena,3) Interior de MG,7583.99
CARANAIBA,2015,3319.0,14.0,42.18137993371497,13º RISP - Barbacena,3) Interior de MG,8468.84
CARANAIBA,2016,3309.0,16.0,48.352976730129946,13º RISP - Barbacena,3) Interior de MG,9794.18
CARANAIBA,2017,3299.0,10.0,30.31221582297666,13º RISP - Barbacena,3) Interior de MG,9505.84
CARANAIBA,2018,3200.0,7.0,21.875000000000004,13º RISP - Barbacena,3) Interior de MG,10056.47
CARANAIBA,2019,3183.0,5.0,15.708451146716934,13º RISP - Barbacena,3) Interior de MG,10404.08
CARANAIBA,2020,3166.0,10.0,31.585596967782692,13º Departamento - Barbacena,3) Interior de MG,11618.42
CARANAIBA,2021,3150.0,5.0,15.873015873015873,13º Departamento - Barbacena,3) Interior de MG,13169.27
CARANDAI,2014,24864.0,119.0,47.86036036036036,13º RISP - Barbacena,3) Interior de MG,21717.45
CARANDAI,2015,25044.0,124.0,49.51285737102699,13º RISP - Barbacena,3) Interior de MG,20315.42
CARANDAI,2016,25214.0,111.0,44.023161735543745,13º RISP - Barbacena,3) Interior de MG,22327.89
CARANDAI,2017,25376.0,144.0,56.746532156368225,13º RISP - Barbacena,3) Interior de MG,19648.11
CARANDAI,2018,25327.0,139.0,54.88214158802859,13º RISP - Barbacena,3) Interior de MG,18832.62
CARANDAI,2019,25501.0,116.0,45.48841221912866,13º RISP - Barbacena,3) Interior de MG,20688.4
CARANDAI,2020,25669.0,125.0,48.69687171296116,13º Departamento - Barbacena,3) Interior de MG,26763.55
CARANDAI,2021,25831.0,81.0,31.357671015446556,13º Departamento - Barbacena,3) Interior de MG,29108.4
CARANGOLA,2014,33412.0,267.0,79.91140907458397,4º RISP - Juiz de Fora,3) Interior de MG,12285.63
CARANGOLA,2015,33463.0,286.0,85.46753130323043,4º RISP - Juiz de Fora,3) Interior de MG,14239.02
CARANGOLA,2016,33513.0,257.0,76.68665890848327,4º RISP - Juiz de Fora,3) Interior de MG,15092.74
CARANGOLA,2017,33559.0,272.0,81.05128281534014,4º RISP - Juiz de Fora,3) Interior de MG,15396.75
CARANGOLA,2018,32988.0,250.0,75.78513398811688,4º RISP - Juiz de Fora,3) Interior de MG,16177.61
CARANGOLA,2019,33000.0,265.0,80.3030303030303,4º RISP - Juiz de Fora,3) Interior de MG,17024.44
CARANGOLA,2020,33011.0,274.0,83.00263548514133,4º Departamento - Juiz de Fora,3) Interior de MG,17880.39
CARANGOLA,2021,33022.0,244.0,73.8901338501605,4º Departamento - Juiz de Fora,3) Interior de MG,19358.62
CARATINGA,2014,90192.0,777.0,86.149547631719,12º RISP - Ipatinga,3) Interior de MG,14551.92
CARATINGA,2015,90782.0,743.0,81.8444184970589,12º RISP - Ipatinga,3) Interior de MG,15374.08
CARATINGA,2016,91342.0,772.0,84.51752753388365,12º RISP - Ipatinga,3) Interior de MG,16725.75
CARATINGA,2017,91841.0,818.0,89.06697444496467,12º RISP - Ipatinga,3) Interior de MG,17519.63
CARATINGA,2018,91503.0,697.0,76.17236593335737,12º RISP - Ipatinga,3) Interior de MG,18617.26
CARATINGA,2019,92062.0,671.0,72.88566400903738,12º RISP - Ipatinga,3) Interior de MG,19995.81
CARATINGA,2020,92603.0,784.0,84.66248393680551,12º Departamento - Ipatinga,3) Interior de MG,21763.63
CARATINGA,2021,93124.0,788.0,84.61835831794167,12º Departamento - Ipatinga,3) Interior de MG,24518.79
CARBONITA,2014,9487.0,63.0,66.40666174765468,14º RISP - Curvelo,3) Interior de MG,15484.77
CARBONITA,2015,9507.0,63.0,66.26696118649416,14º RISP - Curvelo,3) Interior de MG,16914.81
CARBONITA,2016,9526.0,45.0,47.23913499895024,14º RISP - Curvelo,3) Interior de MG,10011.32
CARBONITA,2017,9544.0,43.0,45.054484492875105,14º RISP - Curvelo,3) Interior de MG,13448.21
CARBONITA,2018,9396.0,69.0,73.43550446998722,14º RISP - Curvelo,3) Interior de MG,17567.78
CARBONITA,2019,9405.0,43.0,45.7203615098352,14º RISP - Curvelo,3) Interior de MG,17410.61
CARBONITA,2020,9414.0,37.0,39.30316549819418,14º Departamento - Curvelo,3) Interior de MG,20457.77
CARBONITA,2021,9423.0,47.0,49.877958187413775,14º Departamento - Curvelo,3) Interior de MG,23419.5
CAREACU,2014,6645.0,32.0,48.15650865312265,17º RISP - Pouso Alegre,3) Interior de MG,16729.22
CAREACU,2015,6684.0,39.0,58.348294434470375,17º RISP - Pouso Alegre,3) Interior de MG,18902.62
CAREACU,2016,6721.0,38.0,56.53920547537569,17º RISP - Pouso Alegre,3) Interior de MG,20723.6
CAREACU,2017,6757.0,40.0,59.19786887672044,17º RISP - Pouso Alegre,3) Interior de MG,22026.82
CAREACU,2018,6721.0,39.0,58.02707930367505,17º RISP - Pouso Alegre,3) Interior de MG,20862.48
CAREACU,2019,6757.0,50.0,73.99733609590055,17º RISP - Pouso Alegre,3) Interior de MG,22227.25
CAREACU,2020,6792.0,54.0,79.50530035335689,17º Departamento - Pouso Alegre,3) Interior de MG,21973.23
CAREACU,2021,6826.0,49.0,71.78435394081454,17º Departamento - Pouso Alegre,3) Interior de MG,25519.59
CARLOS CHAGAS,2014,20090.0,206.0,102.53857640617223,15º RISP - Teófilo Otoni,3) Interior de MG,16118.16
CARLOS CHAGAS,2015,19971.0,202.0,101.14666266085825,15º RISP - Teófilo Otoni,3) Interior de MG,16439.63
CARLOS CHAGAS,2016,19857.0,194.0,97.698544593846,15º RISP - Teófilo Otoni,3) Interior de MG,17947.2
CARLOS CHAGAS,2017,19750.0,174.0,88.10126582278481,15º RISP - Teófilo Otoni,3) Interior de MG,16207.5
CARLOS CHAGAS,2018,19007.0,181.0,95.2280738675225,15º RISP - Teófilo Otoni,3) Interior de MG,17742.55
CARLOS CHAGAS,2019,18837.0,146.0,77.50703402877316,15º RISP - Teófilo Otoni,3) Interior de MG,19366.19
CARLOS CHAGAS,2020,18674.0,113.0,60.51194173717469,15º Departamento - Teófilo Otoni,3) Interior de MG,25337.89
CARLOS CHAGAS,2021,18516.0,117.0,63.18859364873623,15º Departamento - Teófilo Otoni,3) Interior de MG,25642.26
CARMESIA,2014,2584.0,13.0,50.309597523219814,12º RISP - Ipatinga,3) Interior de MG,9327.01
CARMESIA,2015,2600.0,13.0,50.0,12º RISP - Ipatinga,3) Interior de MG,9767.45
CARMESIA,2016,2615.0,20.0,76.48183556405354,12º RISP - Ipatinga,3) Interior de MG,9818.32
CARMESIA,2017,2629.0,17.0,64.66337010270064,12º RISP - Ipatinga,3) Interior de MG,10581.84
CARMESIA,2018,2617.0,12.0,45.854031333588075,12º RISP - Ipatinga,3) Interior de MG,11079.95
CARMESIA,2019,2632.0,8.0,30.3951367781155,12º RISP - Ipatinga,3) Interior de MG,12645.4
CARMESIA,2020,2646.0,7.0,26.455026455026452,12º Departamento - Ipatinga,3) Interior de MG,13122.99
