ID,Bairro,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa,Media Idade,Cor Predominante,Escolaridade Predominante
3177,34,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3178,18,71.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
3179,138,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3180,91,28.0,BRANCA,ESCOLARIDADE   IGNORADA,ALTO RISCO DE FATALIDADE,1,,,,,,
3181,66,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3182,44,53.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3183,11,36.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3184,105,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3185,68,36.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3186,68,11.0,PARDA,ESCOLARIDADE   IGNORADA,ALTO RISCO DE FATALIDADE,1,,,,,,
3187,154,18.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3188,124,46.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3189,18,48.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3190,111,18.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
3191,91,39.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3192,11,41.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
3193,154,33.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3194,168,31.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3195,127,53.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3196,50,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3197,96,41.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3198,128,74.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3199,12,34.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3200,128,57.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3201,17,35.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3202,34,67.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3203,128,61.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3204,101,33.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3205,111,48.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3206,154,22.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3207,168,46.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3208,172,26.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3209,126,59.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3210,128,47.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3211,145,33.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3212,111,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3213,107,16.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3214,126,16.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3215,18,30.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3216,18,43.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3217,75,94.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3218,103,19.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3219,140,45.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3220,29,40.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3221,29,14.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3222,145,17.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3223,9,35.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
3224,140,49.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3225,125,35.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3226,98,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3227,11,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3228,18,36.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3229,127,38.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3230,128,15.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3231,140,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3232,18,25.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3233,155,45.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3234,105,52.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3235,34,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3236,81,28.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3237,18,55.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3238,142,66.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3239,18,59.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3240,142,24.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3241,171,26.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3242,12,75.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3243,159,29.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3244,120,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3245,87,36.0,PRETO,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3246,12,24.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3247,68,2.0,BRANCA,ANALFABETO,POSSIVEL FATAL,1,,,,,,
3248,70,32.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3249,70,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
3250,44,16.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3251,17,62.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3252,62,29.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3253,140,32.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3254,152,19.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3255,127,66.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3256,109,35.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
3257,55,50.0,PARDA,ANALFABETO,NAO FATAL,1,,,,,,
3258,128,28.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3259,99,45.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3260,50,71.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3261,167,28.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3262,167,11.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3263,124,47.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3264,98,42.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3265,49,80.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3266,103,44.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3267,64,19.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3268,14,41.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3269,1,67.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3270,18,48.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3271,18,86.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3272,114,48.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3273,87,43.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3274,159,52.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3275,139,36.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3276,128,71.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3277,139,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3278,105,29.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3279,128,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3280,68,61.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3281,18,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3282,18,42.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3283,120,45.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3284,155,49.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3285,134,31.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3286,57,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3287,122,40.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3288,8,42.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3289,1,41.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3290,167,42.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3291,47,20.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3292,108,27.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3293,11,47.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3294,111,44.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3295,81,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3296,18,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3297,18,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3298,70,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3299,18,51.0,AMARELA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3300,18,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3301,184,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3302,32,50.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3303,108,27.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3304,18,26.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3305,155,73.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3306,17,51.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3307,75,42.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3308,177,21.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3309,55,50.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3310,17,31.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3311,68,35.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3312,114,71.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3313,50,37.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,,,,
3314,18,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3315,128,14.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3316,115,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3317,115,17.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3318,115,41.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3319,53,24.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3320,107,27.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3321,68,39.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3322,152,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3323,111,42.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3324,134,42.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3325,128,16.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3326,49,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3327,105,47.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3328,34,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3329,55,26.0,PRETO,ANALFABETO,NAO FATAL,1,,,,,,
3330,18,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3331,12,62.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3332,18,51.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3333,168,50.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3334,128,42.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3335,9,24.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3336,18,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3337,109,49.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3338,105,42.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3339,50,37.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3340,1,29.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3341,95,62.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3342,155,72.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3343,11,47.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3344,80,41.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3345,87,25.0,PRETO,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3346,18,49.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3347,18,44.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
3348,158,50.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3349,18,38.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3350,17,44.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3351,136,24.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3352,99,69.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3353,163,23.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3354,11,8.0,AMARELA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3355,34,18.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3356,99,38.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3357,89,49.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3358,109,52.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3359,175,43.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3360,18,39.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3361,84,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3362,158,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
3363,137,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3364,18,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3365,78,34.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3366,147,38.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3367,11,25.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3368,68,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3369,77,25.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3370,18,38.0,PRETO,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3371,12,46.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3372,12,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3373,12,27.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3374,70,52.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3375,105,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3376,50,54.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3377,155,55.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3378,151,51.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3379,177,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3380,129,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3381,18,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3382,181,43.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3383,167,20.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3384,68,50.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3385,122,32.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3386,18,53.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3387,99,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3388,156,50.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3389,18,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3390,109,46.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3391,155,32.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3392,17,28.0,PRETO,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3393,12,50.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3394,73,33.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3395,18,38.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3396,72,51.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3397,18,60.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3398,83,60.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3399,155,37.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3400,151,41.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3401,154,35.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3402,52,22.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3403,12,17.0,PRETO,ALFABETIZADO,NAO FATAL,1,,,,,,
3404,12,45.0,PRETO,ALFABETIZADO,NAO FATAL,1,,,,,,
3405,108,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3406,107,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3407,154,31.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
3408,108,67.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3409,137,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3410,91,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3411,143,42.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3412,70,13.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3413,70,42.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3414,109,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3415,70,42.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3416,11,31.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3417,87,31.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3418,18,41.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3419,154,21.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3420,139,34.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3421,17,12.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3422,87,17.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3423,101,26.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3424,156,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3425,15,52.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3426,111,58.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3427,137,38.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3428,113,14.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3429,18,21.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3430,181,20.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3431,9,46.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3432,111,12.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
