ID,Bairro,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa,Media Idade,Cor Predominante,Escolaridade Predominante
2921,142,31.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
2922,175,28.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
2923,175,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2924,11,22.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
2925,18,52.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
2926,36,30.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
2927,128,66.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2928,18,19.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
2929,9,38.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
2930,151,50.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
2931,162,63.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2932,158,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2933,158,37.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2934,35,42.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
2935,162,51.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2936,120,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2937,107,49.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
2938,143,65.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
2939,11,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2940,105,39.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
2941,12,44.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
2942,105,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2943,105,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2944,105,25.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2945,143,45.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2946,68,46.0,PRETO,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
2947,11,18.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
2948,11,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2949,128,46.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
2950,11,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2951,68,47.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
2952,64,26.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2953,18,77.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
2954,94,48.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
2955,177,25.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
2956,1,44.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
2957,64,50.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
2958,70,33.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
2959,143,38.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2960,71,33.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2961,128,42.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
2962,128,21.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
2963,113,38.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
2964,107,53.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2965,1,39.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
2966,18,61.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2967,70,26.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
2968,148,42.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
2969,75,42.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
2970,137,18.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2971,105,59.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2972,34,31.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
2973,155,44.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2974,107,19.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2975,87,47.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
2976,18,45.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2977,107,20.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
2978,124,23.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
2979,142,20.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2980,11,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2981,12,39.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
2982,134,36.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
2983,18,76.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
2984,109,51.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
2985,12,37.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2986,18,43.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
2987,101,30.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
2988,156,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2989,99,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2990,154,24.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
2991,128,19.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2992,128,42.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2993,50,33.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
2994,105,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2995,68,69.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
2996,18,38.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
2997,42,18.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
2998,122,50.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
2999,18,46.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3000,43,48.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3001,17,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3002,18,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3003,177,47.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3004,108,45.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3005,87,18.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3006,145,43.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3007,64,59.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3008,18,29.0,PRETO,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3009,120,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3010,18,56.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3011,18,59.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3012,8,29.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3013,105,20.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3014,6,39.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
3015,18,34.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3016,52,24.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3017,106,40.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3018,187,67.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3019,4,44.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3020,175,61.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3021,18,48.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3022,17,39.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3023,18,13.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3024,18,15.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3025,108,23.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3026,72,37.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3027,89,35.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
3028,133,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
3029,14,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3030,18,29.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3031,142,35.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3032,55,34.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3033,172,27.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3034,172,28.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3035,172,58.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3036,155,54.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3037,18,36.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3038,36,36.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3039,70,37.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3040,70,63.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3041,105,25.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3042,72,77.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3043,127,18.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3044,70,25.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3045,70,18.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3046,155,60.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3047,107,41.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3048,145,60.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3049,175,78.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3050,45,74.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3051,11,41.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3052,125,27.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3053,34,23.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3054,107,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3055,127,39.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3056,18,41.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3057,105,55.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3058,128,54.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3059,162,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3060,87,30.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3061,133,29.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3062,36,16.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3063,11,39.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3064,68,49.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3065,109,66.0,PARDA,ANALFABETO,NAO FATAL,1,,,,,,
3066,86,11.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3067,78,50.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3068,18,39.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3069,155,28.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3070,55,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3071,111,26.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3072,152,42.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3073,18,55.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3074,58,46.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3075,175,21.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3076,53,24.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
3077,17,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3078,99,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3079,49,22.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3080,177,25.0,PRETO,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3081,124,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3082,70,33.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3083,85,25.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3084,137,63.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3085,17,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3086,99,56.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3087,18,25.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3088,12,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3089,55,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3090,9,34.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3091,18,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3092,35,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3093,156,19.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3094,91,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3095,100,19.0,PARDA,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,,,,
3096,126,39.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3097,124,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3098,156,19.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3099,75,59.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3100,96,36.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3101,11,31.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3102,18,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3103,18,42.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3104,78,40.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3105,66,75.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3106,139,29.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3107,162,48.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3108,75,41.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3109,154,38.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3110,184,73.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3111,140,51.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3112,9,23.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3113,11,37.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3114,11,46.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3115,162,50.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3116,107,20.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3117,68,38.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3118,157,62.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3119,36,17.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3120,103,69.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3121,29,52.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3122,36,67.0,PRETO,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
3123,137,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3124,128,68.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3125,127,28.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3126,136,38.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3127,75,72.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3128,109,69.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3129,147,52.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3130,83,51.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3131,155,47.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3132,68,35.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3133,155,26.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3134,18,58.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3135,139,30.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3136,66,52.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3137,66,28.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3138,18,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3139,142,44.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3140,1,72.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
3141,40,37.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
3142,11,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3143,75,45.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3144,17,39.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
3145,122,64.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3146,29,59.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3147,96,26.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3148,105,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3149,172,12.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3150,128,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3151,18,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3152,49,47.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3153,145,16.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
3154,158,49.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
3155,70,42.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3156,97,41.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3157,18,65.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3158,64,30.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3159,92,27.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3160,137,46.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3161,17,20.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
3162,109,50.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3163,156,31.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
3164,81,38.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3165,99,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
3166,128,38.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3167,126,43.0,PRETO,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
3168,122,58.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
3169,181,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3170,137,31.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
3171,18,33.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3172,98,34.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
3173,18,45.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3174,68,29.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
3175,123,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
3176,18,19.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
